Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.492 ,    0.832 ,     0.016 ,       0.016 ,     0.016 ,             Not run ,         0.018 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.182 ,    0.546 ,     0.012 ,       0.012 ,     0.013 ,             Not run ,         0.013 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.591 ,    0.755 ,     0.021 ,       0.020 ,     0.020 ,             Not run ,         0.020 ,        Not run
Basic_INIT3               ,    1.000 ,      2.224 ,    0.391 ,     0.025 ,       0.025 ,     0.024 ,             Not run ,         0.024 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.553 ,    1.388 ,     0.022 ,       0.023 ,     0.023 ,             Not run ,         0.022 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.152 ,    0.717 ,     0.014 ,       0.015 ,     0.014 ,             Not run ,         0.014 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      2.076 ,    2.210 ,     0.027 ,       0.027 ,     0.026 ,             Not run ,         0.024 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      2.094 ,    1.881 ,     0.021 ,       0.022 ,     0.022 ,             Not run ,         0.022 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.667 ,    2.283 ,     0.020 ,     Not run ,     0.020 ,             Not run ,         0.021 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.551 ,    1.152 ,     0.014 ,     Not run ,     0.014 ,             Not run ,         0.014 ,        Not run
