FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00045         ,         , 1.5             ,OVER_TOL , -0.0031         ,         , 0.027           ,         , 0               ,        
Basic_DAXPY               , -8.3e-05        ,         , -0.0019         ,         , 0.035           ,         , 0.024           ,         , 0               ,        
Basic_IF_QUAD             , 0.018           ,         , 0.017           ,         , 0.079           ,         , 0.075           ,         , 0               ,        
Basic_INIT3               , -0.00013        ,         , 0.00055         ,         , -0.00034        ,         , 1.4e-05         ,         , 0               ,        
Basic_INIT_VIEW1D         , 6.6e-05         ,         , 0.0006          ,         , 0.00011         ,         , -0.00015        ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -6.6e-05        ,         , 1.1             ,OVER_TOL , 0.033           ,         , 0.037           ,         , 0               ,        
Basic_MULADDSUB           , -8.2e-05        ,         , 0.00069         ,         , 0.087           ,         , 0.083           ,         , 0               ,        
Basic_NESTED_INIT         , -0.00016        ,         , 0.0027          ,         , 0.0013          ,         , 0.0011          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00018        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.24            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -2.6e-06        ,         , 5.4e-05         ,         , 0               ,         , -0.38           ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00018        ,         , -0.0019         ,         , -0.0031         ,         , -0.38           ,         , 1.8e+308        ,        
Col Max                   , 0.018           ,         , 8.5             ,         , 0.087           ,         , 0.24            ,         , -1.8e+308       ,        
Col Avg                   , 0.0018          ,         , 1.1             ,         , 0.029           ,         , 0.011           ,         , 0               ,        
Col Std Dev               , 2.9e-05         ,         , 6.4             ,         , 0.0012          ,         , 0.022           ,         , 0               ,        
