Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.397 ,     0.193 ,       0.199 ,     0.193 ,             Not run ,         0.038 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.003 ,    12.008 ,      11.762 ,    11.707 ,             Not run ,         7.408 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.994 ,    0.992 ,   161.942 ,     150.621 ,   151.096 ,             Not run ,       106.630 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    15.356 ,      15.344 ,    15.320 ,             Not run ,         8.169 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    61.764 ,      61.757 ,    61.705 ,             Not run ,        26.088 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.001 ,    0.476 ,    60.305 ,      60.257 ,    58.705 ,             Not run ,        24.466 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    24.249 ,      22.615 ,    22.297 ,             Not run ,        11.721 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.308 ,     103.179 ,   103.189 ,             Not run ,        33.178 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.104 ,     3.984 ,     Not run ,     3.394 ,             Not run ,        11.281 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    0.999 ,    19.636 ,     Not run ,    32.478 ,             Not run ,        23.697 ,        Not run
Stream_ADD                ,    1.000 ,      0.999 ,    0.998 ,    21.605 ,      21.572 ,    21.566 ,             Not run ,        21.292 ,        Not run
Stream_COPY               ,    1.000 ,      1.003 ,    1.469 ,    29.127 ,      29.126 ,    29.124 ,             Not run ,        25.796 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    1.000 ,    33.361 ,     Not run ,    40.227 ,             Not run ,        32.793 ,        Not run
Stream_MUL                ,    1.000 ,      0.995 ,    0.995 ,    22.998 ,      22.963 ,    22.950 ,             Not run ,        19.953 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.996 ,    0.993 ,    20.215 ,      20.208 ,    20.212 ,             Not run ,        19.994 ,        Not run
