FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.059           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.064           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.00039        ,         , -0.0033         ,         , -0.027          ,         , -0.0046         ,        
Apps_ENERGY               , 0.00029         ,         , 0.0008          ,         , 0               ,         , 0.0019          ,        
Apps_FIR                  , 0.00025         ,         , -0.077          ,         , 0               ,         , 0.044           ,        
Apps_HALOEXCHANGE         , 0.057           ,         , 0.12            ,OVER_TOL , 0               ,         , -0.0059         ,        
Apps_LTIMES               , -0.00023        ,         , 0.069           ,         , 0.17            ,OVER_TOL , 0.2             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0011         ,         , 0.055           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_PRESSURE             , -0.00099        ,         , -0.00066        ,         , 0               ,         , 0.0063          ,        
Apps_VOL3D                , -0.00056        ,         , 0.0072          ,         , 0               ,         , -0.11           ,        
Basic_DAXPY               , 0.021           ,         , 0.03            ,         , 0.0011          ,         , 0.0024          ,        
Basic_IF_QUAD             , 0.02            ,         , 0.0086          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , 0.00037         ,         , 0.00029         ,         , 0.0057          ,         , 0.00055         ,        
Basic_INIT_VIEW1D         , -7e-05          ,         , 4.5e-05         ,         , -0.00036        ,         , 0.0032          ,        
Basic_INIT_VIEW1D_OFFSET  , 8.1e-06         ,         , 1.1             ,OVER_TOL , 0.0035          ,         , 0.0081          ,        
Basic_MULADDSUB           , -0.002          ,         , -0.0019         ,         , 0.17            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_NESTED_INIT         , 0.00012         ,         , -0.053          ,         , 0.0052          ,         , 0.097           ,        
Basic_PI_ATOMIC           , 0.00047         ,         , 1.5             ,OVER_TOL , -0.024          ,         , -0.052          ,        
Basic_REDUCE3_INT         , -0.00034        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.19            ,OVER_TOL
Basic_TRAP_INT            , 1.7e-05         ,         , -9.5e-05        ,         , 0               ,         , -0.37           ,        
Lcals_DIFF_PREDICT        , -0.0001         ,         , -0.13           ,         , 0               ,         , 0.0071          ,        
Lcals_EOS                 , -0.00055        ,         , -0.0012         ,         , 0               ,         , 0.0011          ,        
Lcals_FIRST_DIFF          , 0.018           ,         , 0.02            ,         , 0               ,         , 0.00058         ,        
Lcals_FIRST_MIN           , -0.00011        ,         , 0.27            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.0065          ,         , 0.0073          ,         , 0               ,         , 0.055           ,        
Lcals_GEN_LIN_RECUR       , -0.0011         ,         , -0.0032         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.00085        ,         , -0.00095        ,         , 0               ,         , 0.00028         ,        
Lcals_HYDRO_2D            , -0.00061        ,         , -0.0007         ,         , 0               ,         , 0.032           ,        
Lcals_INT_PREDICT         , -0.00062        ,         , 0.00053         ,         , 0               ,         , 0.00072         ,        
Lcals_PLANCKIAN           , -0.00014        ,         , -9.2e-05        ,         , 0               ,         , -0.00066        ,        
Lcals_TRIDIAG_ELIM        , 7.1e-05         ,         , 0.00018         ,         , 0               ,         , 0.0073          ,        
Stream_ADD                , -0.0014         ,         , -0.0038         ,         , 0.0013          ,         , 0.0011          ,        
Stream_COPY               , 0.0079          ,         , -0.18           ,         , 0.00024         ,         , 0.00037         ,        
Stream_DOT                , -0.00019        ,         , 0.015           ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.012           ,         , 0.016           ,         , 0.002           ,         , 0.0027          ,        
Stream_TRIAD              , 0.0003          ,         , 0.00081         ,         , 0.00049         ,         , 0.00033         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.002          ,         , -0.18           ,         , -0.027          ,         , -0.44           ,        
Col Max                   , 0.057           ,         , 8.5             ,         , 0.17            ,         , inf             ,        
Col Avg                   , 0.0039          ,         , 0.32            ,         , 0.043           ,         , inf             ,        
Col Std Dev               , 0.00012         ,         , 2               ,         , 0.0058          ,         , nan             ,        
