FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00011         ,         , 1.5             ,OVER_TOL , 0.0018          ,         , 0.025           ,         , 0               ,        
Basic_DAXPY               , 0.0028          ,         , -0.0023         ,         , -0.014          ,         , -0.00098        ,         , 0               ,        
Basic_IF_QUAD             , 0.0065          ,         , 0.0074          ,         , 0.077           ,         , 0.072           ,         , 0               ,        
Basic_INIT3               , -0.00033        ,         , 0.0016          ,         , 0.0014          ,         , 0.00057         ,         , 0               ,        
Basic_INIT_VIEW1D         , -4.8e-06        ,         , 0.00059         ,         , -2.9e-05        ,         , 0.0012          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 4.5e-06         ,         , 1.1             ,OVER_TOL , 0.012           ,         , 0.014           ,         , 0               ,        
Basic_MULADDSUB           , 6.3e-06         ,         , 0.00084         ,         , 0.066           ,         , 0.072           ,         , 0               ,        
Basic_NESTED_INIT         , 5.7e-05         ,         , 0.0026          ,         , 0.00066         ,         , 0.00022         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00078        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.11            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -4.6e-06        ,         , 1.2e-05         ,         , 0               ,         , -0.41           ,         , 0               ,        
Stream_ADD                , 0.0047          ,         , 0.0049          ,         , 6.6e-05         ,         , 0.0017          ,         , 0               ,        
Stream_COPY               , 0.0092          ,         , -0.17           ,         , -2.4e-06        ,         , -1.5e-05        ,         , 0               ,        
Stream_DOT                , -0.00045        ,         , -9.5e-05        ,         , 0               ,         , -0.18           ,         , 0               ,        
Stream_MUL                , 0.01            ,         , 0.011           ,         , 0.001           ,         , 0.0024          ,         , 0               ,        
Stream_TRIAD              , 0.001           ,         , 0.00067         ,         , 0.00051         ,         , -0.00089        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00078        ,         , -0.17           ,         , -0.014          ,         , -0.41           ,         , 1.8e+308        ,        
Col Max                   , 0.01            ,         , 8.6             ,         , 0.077           ,         , 0.11            ,         , -1.8e+308       ,        
Col Avg                   , 0.0022          ,         , 0.74            ,         , 0.012           ,         , -0.019          ,         , 0               ,        
Col Std Dev               , 1.3e-05         ,         , 4.6             ,         , 0.00074         ,         , 0.014           ,         , 0               ,        
