FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00012        ,         , -0.0049         ,         , -0.0031         ,         , -0.0041         ,        
Apps_ENERGY               , 0.0014          ,         , -0.00056        ,         , 0               ,         , 0.0016          ,        
Apps_FIR                  , -0.0007         ,         , -0.078          ,         , 0               ,         , 0.047           ,        
Apps_HALOEXCHANGE         , -0.0069         ,         , 0.083           ,         , 0               ,         , -0.037          ,        
Apps_LTIMES               , 0.0012          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00035         ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00082        ,         , -0.00077        ,         , 0               ,         , 0.0075          ,        
Apps_VOL3D                , 6.1e-05         ,         , 0.009           ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.036           ,         , 0.037           ,         , 0.0019          ,         , 0.0013          ,        
Basic_IF_QUAD             , -0.0058         ,         , 0.0054          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , -0.00016        ,         , 0.00011         ,         , 0.0008          ,         , -7.3e-05        ,        
Basic_INIT_VIEW1D         , 2.2e-05         ,         , 3.8e-05         ,         , -7.1e-05        ,         , 0.0047          ,        
Basic_INIT_VIEW1D_OFFSET  , -8.6e-05        ,         , 1.1             ,OVER_TOL , 0.0026          ,         , 0.0074          ,        
Basic_MULADDSUB           , 0.0018          ,         , -0.0025         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0085          ,         , 0.0047          ,         , 0.0054          ,        
Basic_PI_ATOMIC           , -0.00013        ,         , 1.5             ,OVER_TOL , -0.00033        ,         , 0.00019         ,        
Basic_REDUCE3_INT         , -1.8e-06        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.81            ,OVER_TOL
Basic_TRAP_INT            , 4.5e-05         ,         , 0.00011         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00026        ,         , -0.12           ,         , 0               ,         , 0.00063         ,        
Lcals_EOS                 , 0.0013          ,         , 0.0011          ,         , 0               ,         , 0.00094         ,        
Lcals_FIRST_DIFF          , 0.031           ,         , 0.033           ,         , 0               ,         , -0.0004         ,        
Lcals_FIRST_MIN           , -0.0011         ,         , 0.26            ,OVER_TOL , 0               ,         , -0.42           ,        
Lcals_FIRST_SUM           , 0.016           ,         , 0.018           ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , -7.9e-05        ,         , -0.00082        ,         , 0               ,         , -0.099          ,        
Lcals_HYDRO_1D            , 0.0012          ,         , 0.0014          ,         , 0               ,         , -0.0019         ,        
Lcals_HYDRO_2D            , -0.00025        ,         , 0.0089          ,         , 0               ,         , 0.087           ,        
Lcals_INT_PREDICT         , 0.00016         ,         , 0.00081         ,         , 0               ,         , -0.0031         ,        
Lcals_PLANCKIAN           , -0.0013         ,         , -0.0013         ,         , 0               ,         , -0.008          ,        
Lcals_TRIDIAG_ELIM        , -0.00056        ,         , -5.8e-05        ,         , 0               ,         , 0.0075          ,        
Stream_ADD                , 0.0023          ,         , 0.0015          ,         , 0.0028          ,         , 0.0018          ,        
Stream_COPY               , 0.0053          ,         , -0.19           ,         , -0.00061        ,         , -0.00059        ,        
Stream_DOT                , -0.00019        ,         , 0.0095          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.02            ,         , 0.024           ,         , 0.0014          ,         , 0.0019          ,        
Stream_TRIAD              , 0.00054         ,         , 0.00028         ,         , 0.004           ,         , 0.00031         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0069         ,         , -0.19           ,         , -0.0031         ,         , -0.42           ,        
Col Max                   , 0.056           ,         , 8.8             ,         , 0.29            ,         , 0.81            ,        
Col Avg                   , 0.0046          ,         , 0.34            ,         , 0.062           ,         , 0.02            ,        
Col Std Dev               , 0.00016         ,         , 2.3             ,         , 0.011           ,         , 0.038           ,        
