Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.397 ,     0.187 ,       0.187 ,     0.183 ,             Not run ,         0.036 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.003 ,    11.486 ,      11.578 ,    11.034 ,             Not run ,         7.119 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.997 ,    0.993 ,   162.264 ,     151.042 ,   151.099 ,             Not run ,       103.932 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    15.548 ,      15.494 ,    15.443 ,             Not run ,         8.329 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    56.116 ,      56.082 ,    56.121 ,             Not run ,        22.931 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    57.107 ,      57.059 ,    57.587 ,             Not run ,        24.376 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    24.517 ,      22.552 ,    22.529 ,             Not run ,        11.553 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.313 ,     103.166 ,   103.273 ,             Not run ,        33.191 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.104 ,     3.790 ,     Not run ,     3.417 ,             Not run ,        11.049 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,    18.599 ,     Not run ,    30.967 ,             Not run ,        22.139 ,        Not run
Stream_ADD                ,    1.000 ,      0.990 ,    0.985 ,    21.134 ,      21.134 ,    21.099 ,             Not run ,        20.837 ,        Not run
Stream_COPY               ,    1.000 ,      0.997 ,    1.304 ,    29.112 ,      29.103 ,    29.084 ,             Not run ,        25.750 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    1.000 ,    32.521 ,     Not run ,    40.834 ,             Not run ,        33.152 ,        Not run
Stream_MUL                ,    1.000 ,      0.996 ,    0.995 ,    22.722 ,      22.669 ,    22.654 ,             Not run ,        19.437 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.996 ,    0.992 ,    19.558 ,      19.562 ,    19.569 ,             Not run ,        19.293 ,        Not run
