Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.285330 ,   1.285060 , 1.279350 ,  0.006762 ,    0.006779 ,  0.006760 ,       Not run ,        Not run
Apps_ENERGY               , 1.355881 ,   1.358511 , 1.355960 ,  0.037673 ,     Not run ,  0.037700 ,       Not run ,        Not run
Apps_FIR                  , 1.540173 ,   1.539039 , 1.420121 ,  0.004151 ,     Not run ,  0.004346 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.023883 ,   0.038011 , 0.039027 ,  0.036275 ,     Not run ,  0.035975 ,       Not run ,        Not run
Apps_LTIMES               , 1.710384 ,   1.712263 , 1.816026 ,  0.015431 ,    0.019860 ,  0.020308 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.707314 ,   1.708543 , 1.813612 ,  0.015426 ,    0.019857 ,  0.020267 ,       Not run ,        Not run
Apps_PRESSURE             , 1.602345 ,   1.600675 , 1.592943 ,  0.046720 ,     Not run ,  0.047270 ,       Not run ,        Not run
Apps_VOL3D                , 1.634881 ,   1.635475 , 1.648316 ,  0.006409 ,     Not run ,  0.005517 ,       Not run ,        Not run
Basic_DAXPY               , 0.290580 ,   0.300354 , 0.304271 ,  0.016325 ,    0.016327 ,  0.016352 ,      0.040444 ,        Not run
Basic_IF_QUAD             , 1.887161 ,   1.878025 , 1.895785 ,  0.011638 ,    0.013760 ,  0.013795 ,      0.021706 ,        Not run
Basic_INIT3               , 0.580277 ,   0.580070 , 0.580195 ,  0.026661 ,    0.026644 ,  0.026664 ,      0.051860 ,        Not run
Basic_INIT_VIEW1D         , 1.850088 ,   1.851279 , 1.850386 ,  0.030415 ,    0.030403 ,  0.030582 ,      0.183173 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719437 ,   1.719274 , 3.612187 ,  0.030378 ,    0.030481 ,  0.030663 ,      0.185466 ,        Not run
Basic_MULADDSUB           , 0.424265 ,   0.422360 , 0.422354 ,  0.018560 ,    0.023004 ,  0.023115 ,      0.036292 ,        Not run
Basic_NESTED_INIT         , 0.967736 ,   1.023461 , 0.975822 ,  0.017499 ,    0.017566 ,  0.017612 ,      0.075054 ,        Not run
Basic_PI_ATOMIC           , 0.119409 ,   0.119415 , 0.300863 ,  0.106351 ,    0.106304 ,  0.105228 ,      0.123541 ,        Not run
Basic_REDUCE3_INT         , 0.019012 ,   0.019015 , 0.186230 ,  0.004674 ,     Not run ,  0.008365 ,      0.003735 ,        Not run
Basic_TRAP_INT            , 0.271702 ,   0.271680 , 0.271713 ,  0.002264 ,     Not run ,  0.001466 ,      0.003523 ,        Not run
Lcals_DIFF_PREDICT        , 0.811036 ,   0.810622 , 0.711435 ,  0.051884 ,     Not run ,  0.051466 ,      0.078236 ,        Not run
Lcals_EOS                 , 0.983658 ,   0.984364 , 0.984381 ,  0.021810 ,     Not run ,  0.021849 ,      0.046524 ,        Not run
Lcals_FIRST_DIFF          , 1.093287 ,   1.125445 , 1.128832 ,  0.046268 ,     Not run ,  0.046302 ,      0.146896 ,        Not run
Lcals_FIRST_MIN           , 0.077362 ,   0.075814 , 0.097542 ,  0.006038 ,     Not run ,  0.003493 ,      0.009477 ,        Not run
Lcals_FIRST_SUM           , 1.098012 ,   1.123796 , 1.128289 ,  0.046263 ,     Not run ,  0.048669 ,      0.146598 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.263644 ,   1.262122 , 1.263796 ,  0.051594 ,     Not run ,  0.046282 ,      0.095798 ,        Not run
Lcals_HYDRO_1D            , 0.865508 ,   0.866530 , 0.866895 ,  0.032566 ,     Not run ,  0.032591 ,      0.080341 ,        Not run
Lcals_HYDRO_2D            , 1.417668 ,   1.415770 , 1.428403 ,  0.022394 ,     Not run ,  0.024164 ,      0.038270 ,        Not run
Lcals_INT_PREDICT         , 1.186991 ,   1.187416 , 1.188051 ,  0.045045 ,     Not run ,  0.045043 ,      0.063847 ,        Not run
Lcals_PLANCKIAN           , 1.345560 ,   1.345544 , 1.345538 ,  0.002657 ,     Not run ,  0.002649 ,      0.005187 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.970678 ,   0.970685 , 0.970946 ,  0.043288 ,     Not run ,  0.043645 ,      0.092716 ,        Not run
Stream_ADD                , 0.708217 ,   0.708367 , 0.708266 ,  0.032429 ,    0.032433 ,  0.032490 ,      0.080782 ,        Not run
Stream_COPY               , 1.202409 ,   1.203166 , 0.845192 ,  0.041347 ,    0.041376 ,  0.041407 ,      0.131611 ,        Not run
Stream_DOT                , 3.292099 ,   3.291191 , 3.323832 ,  0.100004 ,     Not run ,  0.078855 ,      0.178715 ,        Not run
Stream_MUL                , 0.957319 ,   0.972820 , 0.975605 ,  0.041277 ,    0.041369 ,  0.041420 ,      0.131914 ,        Not run
Stream_TRIAD              , 0.661857 ,   0.661685 , 0.661820 ,  0.032428 ,    0.032429 ,  0.032435 ,      0.080740 ,        Not run
