FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0014          ,         , -0.003          ,         , -0.002          ,         , -0.004          ,        
Apps_ENERGY               , 0.00034         ,         , 0.00086         ,         , 0               ,         , 0.0021          ,        
Apps_FIR                  , -0.00076        ,         , -0.078          ,         , 0               ,         , 0.05            ,        
Apps_HALOEXCHANGE         , -0.24           ,         , -0.044          ,         , 0               ,         , -0.012          ,        
Apps_LTIMES               , 0.0016          ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00024         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0019         ,         , -0.0015         ,         , 0               ,         , 0.0046          ,        
Apps_VOL3D                , 0.00015         ,         , 0.0081          ,         , 0               ,         , -0.19           ,        
Basic_DAXPY               , 0.023           ,         , 0.027           ,         , 0.00058         ,         , 0.00078         ,        
Basic_IF_QUAD             , -0.0059         ,         , 0.003           ,         , 0.15            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -4.5e-05        ,         , 0.0001          ,         , 0.002           ,         , -0.00031        ,        
Basic_INIT_VIEW1D         , -4.8e-05        ,         , 0.00016         ,         , -0.0012         ,         , 0.00059         ,        
Basic_INIT_VIEW1D_OFFSET  , -0.00015        ,         , 1.1             ,OVER_TOL , 0.0034          ,         , 0.0079          ,        
Basic_MULADDSUB           , -0.0063         ,         , -0.0063         ,         , 0.16            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0084          ,         , 0.0063          ,         , 0.0079          ,        
Basic_PI_ATOMIC           , -5.4e-05        ,         , 1.5             ,OVER_TOL , -0.018          ,         , -0.041          ,        
Basic_REDUCE3_INT         , 5.3e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.68            ,OVER_TOL
Basic_TRAP_INT            , 2e-06           ,         , -0.00017        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , 0.00092         ,         , -0.12           ,         , 0               ,         , 0.0022          ,        
Lcals_EOS                 , 0.0013          ,         , 0.0012          ,         , 0               ,         , 0.0017          ,        
Lcals_FIRST_DIFF          , 0.014           ,         , 0.016           ,         , 0               ,         , -0.00056        ,        
Lcals_FIRST_MIN           , -0.00096        ,         , 0.24            ,OVER_TOL , 0               ,         , -0.42           ,        
Lcals_FIRST_SUM           , 0.0094          ,         , 0.011           ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , 0.00011         ,         , 8.9e-05         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00077         ,         , 0.00094         ,         , 0               ,         , -0.0016         ,        
Lcals_HYDRO_2D            , -0.00046        ,         , 0.0079          ,         , 0               ,         , 0.082           ,        
Lcals_INT_PREDICT         , -0.00047        ,         , -0.00065        ,         , 0               ,         , -0.00085        ,        
Lcals_PLANCKIAN           , -8.6e-05        ,         , -6.3e-05        ,         , 0               ,         , -0.013          ,        
Lcals_TRIDIAG_ELIM        , -0.00016        ,         , -5.8e-05        ,         , 0               ,         , 0.002           ,        
Stream_ADD                , 0.0077          ,         , 0.0087          ,         , 0.0016          ,         , 0.0008          ,        
Stream_COPY               , 0.0012          ,         , -0.32           ,         , -0.00091        ,         , -0.00098        ,        
Stream_DOT                , -0.00021        ,         , 0.0089          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.0078          ,         , 0.01            ,         , 0.0023          ,         , 0.0027          ,        
Stream_TRIAD              , 0.0019          ,         , 0.0029          ,         , 0.0046          ,         , -0.0005         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.24           ,         , -0.32           ,         , -0.018          ,         , -0.42           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.68            ,        
Col Avg                   , -0.0037         ,         , 0.33            ,         , 0.059           ,         , 0.015           ,        
Col Std Dev               , 0.0018          ,         , 2.3             ,         , 0.011           ,         , 0.033           ,        
