FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00048         ,         , 1.5             ,OVER_TOL , 0.018           ,         , 0.044           ,         , 0               ,        
Basic_DAXPY               , -1e-05          ,         , 0.00037         ,         , -0.0086         ,         , 0.016           ,         , 0               ,        
Basic_IF_QUAD             , 0.019           ,         , 0.018           ,         , 0.077           ,         , 0.078           ,         , 0               ,        
Basic_INIT3               , -0.0018         ,         , -0.0025         ,         , -0.0001         ,         , 0.0052          ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.0003          ,         , 0.0002          ,         , 0.00063         ,         , 0.002           ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00035         ,         , 1.1             ,OVER_TOL , 0.029           ,         , 0.037           ,         , 0               ,        
Basic_MULADDSUB           , -5.5e-05        ,         , 0.0026          ,         , -0.0025         ,         , 0.0068          ,         , 0               ,        
Basic_NESTED_INIT         , -7.1e-05        ,         , 0.0041          ,         , 2.4e-05         ,         , 0.0023          ,         , 0               ,        
Basic_REDUCE3_INT         , -9.4e-05        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.12            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , 0.00063         ,         , 1.2e-05         ,         , 0               ,         , -0.41           ,         , 0               ,        
Stream_ADD                , -0.0014         ,         , -0.0017         ,         , -0.00085        ,         , 0.002           ,         , 0               ,        
Stream_COPY               , -0.00021        ,         , -0.31           ,         , 0.00064         ,         , 0.0008          ,         , 0               ,        
Stream_DOT                , -6.5e-05        ,         , 0.0032          ,         , 0               ,         , -0.22           ,         , 0               ,        
Stream_MUL                , 0.0086          ,         , 0.0088          ,         , 0.0023          ,         , 0.0022          ,         , 0               ,        
Stream_TRIAD              , 0.00038         ,         , 0.00056         ,         , -0.0067         ,         , -0.00026        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0018         ,         , -0.31           ,         , -0.0086         ,         , -0.41           ,         , 1.8e+308        ,        
Col Max                   , 0.019           ,         , 8.5             ,         , 0.077           ,         , 0.12            ,         , -1.8e+308       ,        
Col Avg                   , 0.0018          ,         , 0.72            ,         , 0.0091          ,         , -0.02           ,         , 0               ,        
Col Std Dev               , 2.7e-05         ,         , 4.6             ,         , 0.00053         ,         , 0.015           ,         , 0               ,        
