FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00043        ,         , 1.5             ,OVER_TOL , -2.7e-05        ,         , 0.021           ,         , 0               ,        
Basic_DAXPY               , -0.00017        ,         , -0.0056         ,         , -0.0049         ,         , 0.0045          ,         , 0               ,        
Basic_IF_QUAD             , 0.0037          ,         , 0.0057          ,         , 0.076           ,         , 0.082           ,         , 0               ,        
Basic_INIT3               , -0.00039        ,         , 0.0013          ,         , 0.00078         ,         , -0.00021        ,         , 0               ,        
Basic_INIT_VIEW1D         , -4.3e-05        ,         , 0.00016         ,         , 0.0013          ,         , 0.002           ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -1.3e-05        ,         , 1.1             ,OVER_TOL , 0.0021          ,         , 0.003           ,         , 0               ,        
Basic_MULADDSUB           , -3.4e-05        ,         , 0.00074         ,         , 0.074           ,         , 0.072           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0024         ,         , 0.00036         ,         , 0.0014          ,         , 8.1e-06         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00018        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.08            ,         , 0               ,        
Basic_TRAP_INT            , -8.2e-05        ,         , -9.5e-05        ,         , 0               ,         , -0.4            ,         , 0               ,        
Stream_ADD                , 0.017           ,         , 0.017           ,         , 0.0011          ,         , 0.0016          ,         , 0               ,        
Stream_COPY               , 0.0042          ,         , -0.2            ,         , -0.00022        ,         , -0.00025        ,         , 0               ,        
Stream_DOT                , -0.00036        ,         , 9.8e-05         ,         , 0               ,         , -0.21           ,         , 0               ,        
Stream_MUL                , 0.015           ,         , 0.017           ,         , 0.0017          ,         , 0.002           ,         , 0               ,        
Stream_TRIAD              , 0.0017          ,         , 0.0016          ,         , -0.0007         ,         , -0.0009         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0024         ,         , -0.2            ,         , -0.0049         ,         , -0.4            ,         , 1.8e+308        ,        
Col Max                   , 0.017           ,         , 8.6             ,         , 0.076           ,         , 0.082           ,         , -1.8e+308       ,        
Col Avg                   , 0.0025          ,         , 0.74            ,         , 0.013           ,         , -0.023          ,         , 0               ,        
Col Std Dev               , 3.1e-05         ,         , 4.6             ,         , 0.00077         ,         , 0.014           ,         , 0               ,        
