Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.910111 ,    Not run , 2.021598 ,   Not run ,     Not run ,  0.021185 ,      0.086276 ,        Not run
Algorithm_SORTPAIRS       , 2.044226 ,    Not run , 2.168659 ,   Not run ,     Not run ,  0.023141 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.283286 ,   1.282261 , 1.280701 ,  0.006833 ,    0.006844 ,  0.006822 ,      0.066175 ,        Not run
Apps_ENERGY               , 1.347686 ,   1.347970 , 1.347627 ,  0.037822 ,     Not run ,  0.037816 ,      0.127228 ,        Not run
Apps_FIR                  , 1.540110 ,   1.539432 , 1.420591 ,  0.004143 ,     Not run ,  0.004369 ,      0.022770 ,        Not run
Apps_HALOEXCHANGE         , 0.024194 ,   0.025154 , 0.025846 ,  0.036431 ,     Not run ,  0.036163 ,      1.101259 ,        Not run
Apps_LTIMES               , 1.707635 ,   1.707300 , 1.826693 ,  0.013579 ,    0.015913 ,  0.016408 ,      0.026271 ,        Not run
Apps_LTIMES_NOVIEW        , 1.708115 ,   1.707419 , 1.803462 ,  0.013572 ,    0.015903 ,  0.016318 ,       Not run ,        Not run
Apps_PRESSURE             , 1.583769 ,   1.583602 , 1.584897 ,  0.047030 ,     Not run ,  0.047540 ,      0.205004 ,        Not run
Apps_VOL3D                , 1.636002 ,   1.636356 , 1.648571 ,  0.006575 ,     Not run ,  0.005377 ,      0.018717 ,        Not run
Basic_DAXPY               , 0.289136 ,   0.295551 , 0.297712 ,  0.016369 ,    0.016395 ,  0.016391 ,      0.070071 ,        Not run
Basic_IF_QUAD             , 1.860526 ,   1.888450 , 1.877884 ,  0.012137 ,    0.014219 ,  0.014174 ,      0.032341 ,        Not run
Basic_INIT3               , 0.574324 ,   0.574386 , 0.574420 ,  0.027116 ,    0.027099 ,  0.027064 ,      0.080857 ,        Not run
Basic_INIT_VIEW1D         , 1.850345 ,   1.850241 , 1.850264 ,  0.030532 ,    0.030491 ,  0.030289 ,      0.350053 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719719 ,   1.719629 , 3.610866 ,  0.029629 ,    0.029730 ,  0.029829 ,      0.350678 ,        Not run
Basic_MULADDSUB           , 0.422155 ,   0.421093 , 0.421106 ,  0.018921 ,    0.022350 ,  0.022301 ,      0.056815 ,        Not run
Basic_NESTED_INIT         , 1.022667 ,   1.022768 , 0.969057 ,  0.011680 ,    0.011721 ,  0.012228 ,      0.140037 ,        Not run
Basic_PI_ATOMIC           , 0.119454 ,   0.119430 , 0.300974 ,  0.105177 ,    0.105152 ,  0.105215 ,      0.160536 ,        Not run
Basic_REDUCE3_INT         , 0.019012 ,   0.019016 , 0.181506 ,  0.002135 ,     Not run ,  0.002584 ,      0.010321 ,        Not run
Basic_TRAP_INT            , 0.271701 ,   0.271675 , 0.271821 ,  0.002355 ,     Not run ,  0.001502 ,      0.010154 ,        Not run
Lcals_DIFF_PREDICT        , 0.811728 ,   0.811124 , 0.711207 ,  0.051962 ,     Not run ,  0.051957 ,      0.082012 ,        Not run
Lcals_EOS                 , 0.983590 ,   0.985009 , 0.984401 ,  0.021771 ,     Not run ,  0.021825 ,      0.075039 ,        Not run
Lcals_FIRST_DIFF          , 1.104005 ,   1.117859 , 1.119204 ,  0.047142 ,     Not run ,  0.047158 ,      0.281009 ,        Not run
Lcals_FIRST_MIN           , 0.075787 ,   0.075775 , 0.094691 ,  0.006360 ,     Not run ,  0.003504 ,      0.022685 ,        Not run
Lcals_FIRST_SUM           , 1.104701 ,   1.116249 , 1.117375 ,  0.047787 ,     Not run ,  0.050084 ,      0.281488 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.265718 ,   1.266602 , 1.263447 ,  0.051752 ,     Not run ,  0.046685 ,      0.152070 ,        Not run
Lcals_HYDRO_1D            , 0.865056 ,   0.864589 , 0.863977 ,  0.032791 ,     Not run ,  0.032805 ,      0.141148 ,        Not run
Lcals_HYDRO_2D            , 1.425863 ,   1.427978 , 1.425943 ,  0.022428 ,     Not run ,  0.022556 ,      0.055483 ,        Not run
Lcals_INT_PREDICT         , 1.180769 ,   1.180805 , 1.183218 ,  0.045119 ,     Not run ,  0.045148 ,      0.087263 ,        Not run
Lcals_PLANCKIAN           , 1.346788 ,   1.346727 , 1.346563 ,  0.002659 ,     Not run ,  0.002648 ,      0.008105 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.955164 ,   0.955011 , 0.955479 ,  0.043262 ,     Not run ,  0.043618 ,      0.149494 ,        Not run
Stream_ADD                , 0.698178 ,   0.699270 , 0.699468 ,  0.032525 ,    0.032544 ,  0.032577 ,      0.141240 ,        Not run
Stream_COPY               , 1.206988 ,   1.212664 , 0.949187 ,  0.042114 ,    0.042099 ,  0.042129 ,      0.252819 ,        Not run
Stream_DOT                , 3.291727 ,   3.291830 , 3.341179 ,  0.103243 ,     Not run ,  0.079349 ,      0.441054 ,        Not run
Stream_MUL                , 0.959474 ,   0.969435 , 0.969910 ,  0.042745 ,    0.042889 ,  0.042900 ,      0.252905 ,        Not run
Stream_TRIAD              , 0.653389 ,   0.653835 , 0.654378 ,  0.032595 ,    0.032605 ,  0.032598 ,      0.141467 ,        Not run
