FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00057        ,         , 1.5             ,OVER_TOL , -0.00023        ,         , 0.03            ,         , 0               ,        
Basic_DAXPY               , 0.0024          ,         , -0.0058         ,         , -0.0081         ,         , 0.013           ,         , 0               ,        
Basic_IF_QUAD             , 0.0073          ,         , 0.008           ,         , 0.076           ,         , 0.076           ,         , 0               ,        
Basic_INIT3               , -0.00027        ,         , 0.0014          ,         , -0.013          ,         , 0.001           ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.00044        ,         , -0.00013        ,         , -0.00055        ,         , 0.0035          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0004         ,         , 1.1             ,OVER_TOL , 0.03            ,         , 0.034           ,         , 0               ,        
Basic_MULADDSUB           , -1.3e-05        ,         , 0.00096         ,         , -0.0081         ,         , 0.0027          ,         , 0               ,        
Basic_NESTED_INIT         , 2.9e-05         ,         , 0.0026          ,         , 0.0013          ,         , 0.00068         ,         , 0               ,        
Basic_REDUCE3_INT         , -9.3e-05        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.14            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -0.00015        ,         , -0.00011        ,         , 0               ,         , -0.4            ,         , 0               ,        
Stream_ADD                , -0.0018         ,         , -0.00081        ,         , 0.0019          ,         , 0.0017          ,         , 0               ,        
Stream_COPY               , -0.00015        ,         , -0.24           ,         , -0.00066        ,         , -0.013          ,         , 0               ,        
Stream_DOT                , -0.00058        ,         , -8.4e-05        ,         , 0               ,         , -0.2            ,         , 0               ,        
Stream_MUL                , 0.0055          ,         , 0.0066          ,         , 0.0024          ,         , 0.0025          ,         , 0               ,        
Stream_TRIAD              , 0.0021          ,         , 0.00063         ,         , -0.0049         ,         , 0.00067         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0018         ,         , -0.24           ,         , -0.013          ,         , -0.4            ,         , 1.8e+308        ,        
Col Max                   , 0.0073          ,         , 8.6             ,         , 0.076           ,         , 0.14            ,         , -1.8e+308       ,        
Col Avg                   , 0.00086         ,         , 0.73            ,         , 0.0063          ,         , -0.021          ,         , 0               ,        
Col Std Dev               , 5.8e-06         ,         , 4.6             ,         , 0.00054         ,         , 0.015           ,         , 0               ,        
