Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.905222 ,    Not run , 2.036212 ,   Not run ,     Not run ,  0.022300 ,      0.071262 ,        Not run
Algorithm_SORTPAIRS       , 2.036600 ,    Not run , 2.177266 ,   Not run ,     Not run ,  0.023171 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.284511 ,   1.283929 , 1.277285 ,  0.006868 ,    0.006742 ,  0.006868 ,      0.059510 ,        Not run
Apps_ENERGY               , 1.340079 ,   1.340486 , 1.343498 ,  0.037741 ,     Not run ,  0.037759 ,      0.082391 ,        Not run
Apps_FIR                  , 1.539022 ,   1.538997 , 1.419845 ,  0.004142 ,     Not run ,  0.004352 ,      0.013208 ,        Not run
Apps_HALOEXCHANGE         , 0.030793 ,   0.035210 , 0.030524 ,  0.036119 ,     Not run ,  0.035763 ,      0.417525 ,        Not run
Apps_LTIMES               , 1.708945 ,   1.709465 , 1.815201 ,  0.015430 ,    0.019857 ,  0.020299 ,      0.023334 ,        Not run
Apps_LTIMES_NOVIEW        , 1.711358 ,   1.706942 , 1.813200 ,  0.015433 ,    0.019862 ,  0.020274 ,       Not run ,        Not run
Apps_PRESSURE             , 1.601525 ,   1.598706 , 1.590662 ,  0.046742 ,     Not run ,  0.047033 ,      0.118758 ,        Not run
Apps_VOL3D                , 1.635017 ,   1.635402 , 1.648120 ,  0.006401 ,     Not run ,  0.005358 ,      0.014343 ,        Not run
Basic_DAXPY               , 0.284268 ,   0.295887 , 0.299755 ,  0.016350 ,    0.016358 ,  0.016386 ,      0.040984 ,        Not run
Basic_IF_QUAD             , 1.888170 ,   1.876719 , 1.893009 ,  0.011651 ,    0.013926 ,  0.013872 ,      0.022022 ,        Not run
Basic_INIT3               , 0.559415 ,   0.559465 , 0.559640 ,  0.026960 ,    0.026704 ,  0.026964 ,      0.052299 ,        Not run
Basic_INIT_VIEW1D         , 1.850102 ,   1.850139 , 1.850274 ,  0.030486 ,    0.030481 ,  0.030631 ,      0.189235 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719410 ,   1.720458 , 3.612162 ,  0.029890 ,    0.029978 ,  0.030113 ,      0.181922 ,        Not run
Basic_MULADDSUB           , 0.415626 ,   0.414878 , 0.414897 ,  0.018578 ,    0.022396 ,  0.022545 ,      0.036900 ,        Not run
Basic_NESTED_INIT         , 0.967694 ,   1.022448 , 0.976518 ,  0.017366 ,    0.017426 ,  0.017461 ,      0.075665 ,        Not run
Basic_PI_ATOMIC           , 0.119469 ,   0.119429 , 0.300877 ,  0.105158 ,    0.105146 ,  0.105194 ,      0.124199 ,        Not run
Basic_REDUCE3_INT         , 0.019006 ,   0.019009 , 0.186389 ,  0.004854 ,     Not run ,  0.007506 ,      0.003837 ,        Not run
Basic_TRAP_INT            , 0.271703 ,   0.271680 , 0.271694 ,  0.002332 ,     Not run ,  0.001470 ,      0.003603 ,        Not run
Lcals_DIFF_PREDICT        , 0.808758 ,   0.808702 , 0.708157 ,  0.051457 ,     Not run ,  0.051558 ,      0.069677 ,        Not run
Lcals_EOS                 , 0.983331 ,   0.984533 , 0.984546 ,  0.021797 ,     Not run ,  0.021807 ,      0.046954 ,        Not run
Lcals_FIRST_DIFF          , 1.087333 ,   1.114810 , 1.122145 ,  0.046309 ,     Not run ,  0.046311 ,      0.148816 ,        Not run
Lcals_FIRST_MIN           , 0.075861 ,   0.076021 , 0.095943 ,  0.006223 ,     Not run ,  0.003465 ,      0.009648 ,        Not run
Lcals_FIRST_SUM           , 1.101405 ,   1.115733 , 1.115804 ,  0.046961 ,     Not run ,  0.049293 ,      0.150737 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.249549 ,   1.249797 , 1.249938 ,  0.051751 ,     Not run ,  0.046730 ,      0.096861 ,        Not run
Lcals_HYDRO_1D            , 0.861821 ,   0.860962 , 0.861127 ,  0.032612 ,     Not run ,  0.032621 ,      0.082020 ,        Not run
Lcals_HYDRO_2D            , 1.397964 ,   1.396576 , 1.408992 ,  0.021985 ,     Not run ,  0.024097 ,      0.038111 ,        Not run
Lcals_INT_PREDICT         , 1.169380 ,   1.166907 , 1.169602 ,  0.045147 ,     Not run ,  0.045041 ,      0.064455 ,        Not run
Lcals_PLANCKIAN           , 1.336172 ,   1.336972 , 1.335775 ,  0.002649 ,     Not run ,  0.002632 ,      0.005199 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.938769 ,   0.938854 , 0.939107 ,  0.043201 ,     Not run ,  0.043577 ,      0.093934 ,        Not run
Stream_ADD                , 0.688607 ,   0.687140 , 0.686359 ,  0.032347 ,    0.032379 ,  0.032391 ,      0.081472 ,        Not run
Stream_COPY               , 1.204762 ,   1.208102 , 0.949130 ,  0.041333 ,    0.041359 ,  0.041381 ,      0.133734 ,        Not run
Stream_DOT                , 3.291688 ,   3.290908 , 3.323152 ,  0.101922 ,     Not run ,  0.079454 ,      0.182407 ,        Not run
Stream_MUL                , 0.949738 ,   0.961337 , 0.963111 ,  0.041351 ,    0.041426 ,  0.041463 ,      0.133174 ,        Not run
Stream_TRIAD              , 0.642820 ,   0.643494 , 0.643747 ,  0.032460 ,    0.032455 ,  0.032456 ,      0.081879 ,        Not run
