FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.0004          ,         , 1.5             ,OVER_TOL , -0.00025        ,         , 0.019           ,         , 0               ,        
Basic_DAXPY               , -0.0028         ,         , -0.0011         ,         , -0.016          ,         , 0.0028          ,         , 0               ,        
Basic_IF_QUAD             , 0.015           ,         , 0.016           ,         , 0.076           ,         , 0.081           ,         , 0               ,        
Basic_INIT3               , 1.3e-05         ,         , 0.0022          ,         , -0.00012        ,         , 0.00067         ,         , 0               ,        
Basic_INIT_VIEW1D         , 2.9e-05         ,         , 0.00025         ,         , 0.0006          ,         , 0.0019          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -1.7e-05        ,         , 1.1             ,OVER_TOL , 0.00076         ,         , 0.0021          ,         , 0               ,        
Basic_MULADDSUB           , -1.6e-05        ,         , 0.0009          ,         , 0.029           ,         , 0.021           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0024         ,         , 2.9e-05         ,         , 0.00079         ,         , 0.0014          ,         , 0               ,        
Basic_REDUCE3_INT         , -9.2e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.12            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , 9.3e-06         ,         , -5.5e-05        ,         , 0               ,         , -0.39           ,         , 0               ,        
Lcals_DIFF_PREDICT        , 0.00038         ,         , -0.14           ,         , 0               ,         , -0.0065         ,         , 0               ,        
Lcals_EOS                 , -0.00025        ,         , 0.0014          ,         , 0               ,         , 0.013           ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.0052          ,         , 0.0085          ,         , 0               ,         , 0.012           ,         , 0               ,        
Lcals_FIRST_MIN           , 6.1e-05         ,         , 0.29            ,OVER_TOL , 0               ,         , -0.44           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00035        ,         , 0.0026          ,         , 0               ,         , -0.0051         ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , -0.00041        ,         , 0.00039         ,         , 0               ,         , 0.039           ,         , 0               ,        
Lcals_HYDRO_1D            , 0.00094         ,         , 0.0024          ,         , 0               ,         , 0.01            ,         , 0               ,        
Lcals_HYDRO_2D            , -0.0012         ,         , 0.0068          ,         , 0               ,         , 0.1             ,OVER_TOL , 0               ,        
Lcals_INT_PREDICT         , 3.2e-06         ,         , 0.00037         ,         , 0               ,         , 0.017           ,         , 0               ,        
Lcals_PLANCKIAN           , -2.8e-05        ,         , -1.2e-05        ,         , 0               ,         , -0.05           ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , 2.2e-05         ,         , 0.00063         ,         , 0               ,         , 0.031           ,         , 0               ,        
Stream_ADD                , 0.006           ,         , 0.0091          ,         , 0.00043         ,         , 0.0013          ,         , 0               ,        
Stream_COPY               , 0.0035          ,         , -0.22           ,         , 0.00046         ,         , -5.1e-06        ,         , 0               ,        
Stream_DOT                , -0.00019        ,         , 0.0066          ,         , 0               ,         , -0.21           ,         , 0               ,        
Stream_MUL                , 0.0079          ,         , 0.0097          ,         , 0.0016          ,         , -0.0016         ,         , 0               ,        
Stream_TRIAD              , 0.0024          ,         , 0.0038          ,         , -0.0003         ,         , -0.00078        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0028         ,         , -0.22           ,         , -0.016          ,         , -0.44           ,         , 1.8e+308        ,        
Col Max                   , 0.015           ,         , 8.8             ,         , 0.076           ,         , 0.12            ,         , -1.8e+308       ,        
Col Avg                   , 0.0013          ,         , 0.44            ,         , 0.0078          ,         , -0.024          ,         , 0               ,        
Col Std Dev               , 1.3e-05         ,         , 2.9             ,         , 0.00051         ,         , 0.016           ,         , 0               ,        
