FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0014          ,         , -0.005          ,         , -0.0048         ,         , -0.0024         ,        
Apps_ENERGY               , -0.0023         ,         , 0.0024          ,         , 0               ,         , 0.00019         ,        
Apps_FIR                  , 0.00044         ,         , -0.078          ,         , 0               ,         , 0.05            ,        
Apps_HALOEXCHANGE         , 0.0099          ,         , 0.048           ,         , 0               ,         , -0.013          ,        
Apps_LTIMES               , 0.0022          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00082         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00052        ,         , -0.00091        ,         , 0               ,         , 0.015           ,        
Apps_VOL3D                , 0.0012          ,         , 0.0081          ,         , 0               ,         , -0.19           ,        
Basic_DAXPY               , 0.021           ,         , 0.026           ,         , 0.00049         ,         , 0.0018          ,        
Basic_IF_QUAD             , -0.0059         ,         , 0.0039          ,         , 0.17            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , -0.00018        ,         , 0.00015         ,         , -0.0045         ,         , 0.00025         ,        
Basic_INIT_VIEW1D         , 6e-05           ,         , 6.3e-05         ,         , -0.00078        ,         , 0.005           ,        
Basic_INIT_VIEW1D_OFFSET  , -7e-05          ,         , 1.1             ,OVER_TOL , 0.0033          ,         , 0.0076          ,        
Basic_MULADDSUB           , -0.0023         ,         , -0.0025         ,         , 0.19            ,OVER_TOL , 0.2             ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0083          ,         , 0.0031          ,         , 0.0065          ,        
Basic_PI_ATOMIC           , 0.00024         ,         , 1.5             ,OVER_TOL , -0.00013        ,         , 0.00043         ,        
Basic_REDUCE3_INT         , -9e-05          ,         , 8.8             ,OVER_TOL , 0               ,         , 0.78            ,OVER_TOL
Basic_TRAP_INT            , -5.4e-05        ,         , -8.1e-05        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00011        ,         , -0.12           ,         , 0               ,         , 0.0013          ,        
Lcals_EOS                 , -0.00036        ,         , -0.00074        ,         , 0               ,         , -0.00024        ,        
Lcals_FIRST_DIFF          , 0.017           ,         , 0.018           ,         , 0               ,         , 0.00038         ,        
Lcals_FIRST_MIN           , -0.00085        ,         , 0.25            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.011           ,         , 0.013           ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , 0.0001          ,         , 0.00022         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00087         ,         , 0.0012          ,         , 0               ,         , -0.001          ,        
Lcals_HYDRO_2D            , -0.00028        ,         , 0.0084          ,         , 0               ,         , 0.085           ,        
Lcals_INT_PREDICT         , 0.0015          ,         , -0.00067        ,         , 0               ,         , 0.0012          ,        
Lcals_PLANCKIAN           , 0.046           ,         , -0.091          ,         , 0               ,         , -0.0067         ,        
Lcals_TRIDIAG_ELIM        , 1.7e-06         ,         , 0.002           ,         , 0               ,         , 0.0038          ,        
Stream_ADD                , 0.003           ,         , 0.0033          ,         , -0.00029        ,         , 0.0018          ,        
Stream_COPY               , 0.0011          ,         , -0.31           ,         , -9.9e-05        ,         , 0.00074         ,        
Stream_DOT                , -0.00018        ,         , 0.01            ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0099          ,         , 0.011           ,         , 0.0015          ,         , 0.0024          ,        
Stream_TRIAD              , 0.003           ,         , 0.0054          ,         , 0.00081         ,         , 0.00043         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0059         ,         , -0.31           ,         , -0.0048         ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.78            ,        
Col Avg                   , 0.0051          ,         , 0.33            ,         , 0.062           ,         , 0.021           ,        
Col Std Dev               , 0.00016         ,         , 2.3             ,         , 0.011           ,         , 0.038           ,        
