FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.038           ,         , 0.15            ,OVER_TOL , 0.027           ,         , 0.039           ,         , 0               ,        
Basic_DAXPY               , -0.61           ,         , 0               ,         , -0.016          ,         , -0.023          ,         , 0               ,        
Basic_IF_QUAD             , -0.4            ,         , -0.33           ,         , -0.18           ,         , -0.15           ,         , 0               ,        
Basic_INIT3               , -0.38           ,         , 0.12            ,OVER_TOL , -0.028          ,         , 0.43            ,OVER_TOL , 0               ,        
Basic_INIT_VIEW1D         , -0.42           ,         , -0.21           ,         , 0.016           ,         , 0.02            ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.31           ,         , 0.29            ,OVER_TOL , -0.029          ,         , -0.0063         ,         , 0               ,        
Basic_MULADDSUB           , -0.54           ,         , -0.52           ,         , -0.015          ,         , 0.0027          ,         , 0               ,        
Basic_NESTED_INIT         , -0.54           ,         , -0.42           ,         , -0.031          ,         , -0.016          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.41           ,         , -0.41           ,         , 0               ,         , -0.0045         ,         , 0               ,        
Basic_TRAP_INT            , -0.27           ,         , 0               ,         , 0               ,         , -0.013          ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.61           ,         , -0.52           ,         , -0.18           ,         , -0.15           ,         , 1.8e+308        ,        
Col Max                   , 0.038           ,         , 0.29            ,         , 0.027           ,         , 0.43            ,         , -1.8e+308       ,        
Col Avg                   , -0.38           ,         , -0.13           ,         , -0.032          ,         , 0.028           ,         , 0               ,        
Col Std Dev               , 0.03            ,         , 0.072           ,         , 0.0035          ,         , 0.02            ,         , 0               ,        
