FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -9.6e-05        ,         , -0.00042        ,         , 0.01            ,         , -0.0017         ,        
Apps_ENERGY               , 0.0026          ,         , 5.6e-05         ,         , 0               ,         , -0.0015         ,        
Apps_FIR                  , -0.00076        ,         , -0.078          ,         , 0               ,         , 0.054           ,        
Apps_HALOEXCHANGE         , 0.03            ,         , 0.26            ,OVER_TOL , 0               ,         , -0.012          ,        
Apps_LTIMES               , 0.0013          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00011         ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0009         ,         , -0.0011         ,         , 0               ,         , 0.015           ,        
Apps_VOL3D                , 0.00026         ,         , 0.0092          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.03            ,         , 0.033           ,         , 0.0011          ,         , 0.0015          ,        
Basic_IF_QUAD             , -0.0062         ,         , 0.0033          ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , 3.7e-05         ,         , 0.00022         ,         , -0.0093         ,         , -4.3e-05        ,        
Basic_INIT_VIEW1D         , -0.00065        ,         , -0.00056        ,         , -9.6e-05        ,         , 0.0054          ,        
Basic_INIT_VIEW1D_OFFSET  , 9e-05           ,         , 1.1             ,OVER_TOL , 0.0041          ,         , -0.0021         ,        
Basic_MULADDSUB           , 0.0024          ,         , -0.0015         ,         , 0.32            ,OVER_TOL , 0.32            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0083          ,         , 0.0067          ,         , 0.0072          ,        
Basic_PI_ATOMIC           , -0.00049        ,         , 1.5             ,OVER_TOL , -0.00018        ,         , 0.00031         ,        
Basic_REDUCE3_INT         , 0.0003          ,         , 8.8             ,OVER_TOL , 0               ,         , 0.75            ,OVER_TOL
Basic_TRAP_INT            , 0.00012         ,         , 0.00015         ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.00023        ,         , -0.12           ,         , 0               ,         , -0.00072        ,        
Lcals_EOS                 , 0.0011          ,         , 0.0011          ,         , 0               ,         , 0.0007          ,        
Lcals_FIRST_DIFF          , 0.016           ,         , 0.016           ,         , 0               ,         , 0.00072         ,        
Lcals_FIRST_MIN           , -0.033          ,         , 0.21            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0086          ,         , 0.01            ,         , 0               ,         , 0.052           ,        
Lcals_GEN_LIN_RECUR       , 6.5e-05         ,         , -0.00012        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00091         ,         , 0.0012          ,         , 0               ,         , 0.00048         ,        
Lcals_HYDRO_2D            , -0.00015        ,         , 0.0081          ,         , 0               ,         , 0.079           ,        
Lcals_INT_PREDICT         , -0.00059        ,         , -0.0013         ,         , 0               ,         , -0.00012        ,        
Lcals_PLANCKIAN           , -0.00038        ,         , 3.4e-05         ,         , 0               ,         , -0.0054         ,        
Lcals_TRIDIAG_ELIM        , 0.00096         ,         , -0.00027        ,         , 0               ,         , 0.0022          ,        
Stream_ADD                , 0.00087         ,         , 0.0022          ,         , 0.0016          ,         , 0.0018          ,        
Stream_COPY               , 0.0046          ,         , -0.19           ,         , 0.0007          ,         , 0.0012          ,        
Stream_DOT                , -0.00015        ,         , 0.01            ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.013           ,         , 0.015           ,         , 0.0012          ,         , 0.002           ,        
Stream_TRIAD              , -0.00059        ,         , 0.00043         ,         , 0.0009          ,         , 0.00041         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.033          ,         , -0.19           ,         , -0.0093         ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.32            ,         , 0.75            ,        
Col Avg                   , 0.0037          ,         , 0.34            ,         , 0.073           ,         , 0.025           ,        
Col Std Dev               , 0.00018         ,         , 2.3             ,         , 0.015           ,         , 0.038           ,        
