Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            ,    1.000 ,    Not run ,    0.937 ,   Not run ,     Not run ,    85.443 ,        26.886 ,        Not run
Algorithm_SORTPAIRS       ,    1.000 ,    Not run ,    0.937 ,   Not run ,     Not run ,    88.158 ,           inf ,        Not run
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.002 ,    1.005 ,   188.140 ,     191.582 ,   188.534 ,        21.666 ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    1.000 ,    35.685 ,     Not run ,    35.665 ,        16.376 ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.084 ,   370.347 ,     Not run ,   354.735 ,       116.979 ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.922 ,    0.893 ,     0.946 ,     Not run ,     0.950 ,         0.082 ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.940 ,   110.559 ,      85.959 ,    84.078 ,        73.183 ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.002 ,    0.943 ,   110.866 ,      86.150 ,    84.431 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      0.999 ,    1.000 ,    34.012 ,     Not run ,    33.815 ,        13.331 ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.993 ,   245.360 ,     Not run ,   301.972 ,       113.502 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.958 ,    0.940 ,    17.614 ,      17.580 ,    17.585 ,         7.047 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.005 ,    0.997 ,   155.150 ,     134.980 ,   132.696 ,        84.696 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    21.403 ,      21.387 ,    21.424 ,        10.992 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.001 ,    1.000 ,    60.766 ,      60.792 ,    60.661 ,         9.956 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    57.621 ,      57.436 ,    57.307 ,         9.352 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    22.400 ,      19.518 ,    19.209 ,        11.453 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.946 ,    0.991 ,    54.666 ,      54.445 ,    54.426 ,        12.680 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.396 ,     1.111 ,       1.114 ,     1.135 ,         0.961 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.887 ,     Not run ,     2.508 ,         4.963 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   117.032 ,     Not run ,   183.335 ,        75.868 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      0.999 ,    1.137 ,    15.728 ,     Not run ,    15.801 ,        11.630 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    1.000 ,    45.344 ,     Not run ,    45.295 ,        21.125 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.980 ,    0.973 ,    23.489 ,     Not run ,    23.494 ,         7.474 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      0.923 ,    0.793 ,    12.112 ,     Not run ,    22.000 ,         7.865 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.977 ,    0.974 ,    23.212 ,     Not run ,    22.168 ,         7.184 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.586 ,     Not run ,    27.385 ,        13.079 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.001 ,    1.000 ,    26.418 ,     Not run ,    26.432 ,        10.555 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.003 ,    0.994 ,    64.191 ,     Not run ,    58.776 ,        36.467 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.000 ,    1.000 ,    26.199 ,     Not run ,    26.260 ,        18.380 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   502.940 ,     Not run ,   504.900 ,       255.785 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    22.239 ,     Not run ,    22.153 ,        10.327 ,        Not run
Stream_ADD                ,    1.000 ,      1.002 ,    1.001 ,    21.682 ,      21.663 ,    21.661 ,         8.627 ,        Not run
Stream_COPY               ,    1.000 ,      0.995 ,    1.243 ,    28.616 ,      28.627 ,    28.643 ,         9.020 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.990 ,    31.585 ,     Not run ,    40.756 ,        18.022 ,        Not run
Stream_MUL                ,    1.000 ,      0.982 ,    0.980 ,    22.826 ,      22.793 ,    22.782 ,         7.224 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.000 ,    0.999 ,    20.264 ,      20.268 ,    20.279 ,         8.057 ,        Not run
