FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.067           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.067           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.002          ,         , -0.0049         ,         , -0.018          ,         , -0.0021         ,        
Apps_ENERGY               , -5.5e-05        ,         , -0.00044        ,         , 0               ,         , 0.00055         ,        
Apps_FIR                  , -4.4e-05        ,         , -0.077          ,         , 0               ,         , 0.044           ,        
Apps_HALOEXCHANGE         , 0.085           ,         , 0.12            ,OVER_TOL , 0               ,         , -0.0049         ,        
Apps_LTIMES               , 0.0012          ,         , 0.064           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0023         ,         , 0.06            ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.001           ,         , 2e-05           ,         , 0               ,         , 0.0058          ,        
Apps_VOL3D                , -8.6e-05        ,         , 0.0075          ,         , 0               ,         , -0.19           ,        
Basic_DAXPY               , 0.044           ,         , 0.064           ,         , 0.0019          ,         , 0.0016          ,        
Basic_IF_QUAD             , -0.0054         ,         , 0.0035          ,         , 0.15            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , -0.00011        ,         , 0.00055         ,         , 0.00072         ,         , -0.001          ,        
Basic_INIT_VIEW1D         , -0.00055        ,         , -0.0005         ,         , -0.00043        ,         , 0.0017          ,        
Basic_INIT_VIEW1D_OFFSET  , -3.4e-05        ,         , 1.1             ,OVER_TOL , 0.0032          ,         , 0.0055          ,        
Basic_MULADDSUB           , -0.0025         ,         , -0.0025         ,         , 0.15            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0089          ,         , 0.0041          ,         , 0.0044          ,        
Basic_PI_ATOMIC           , 4.2e-05         ,         , 1.5             ,OVER_TOL , -0.0024         ,         , -0.021          ,        
Basic_REDUCE3_INT         , -3.8e-06        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.55            ,OVER_TOL
Basic_TRAP_INT            , -7.6e-05        ,         , -0.00013        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , 0.0007          ,         , -0.12           ,         , 0               ,         , -0.0046         ,        
Lcals_EOS                 , 0.0014          ,         , 0.00033         ,         , 0               ,         , 0.0011          ,        
Lcals_FIRST_DIFF          , 0.02            ,         , 0.028           ,         , 0               ,         , -0.00023        ,        
Lcals_FIRST_MIN           , 0.084           ,         , 0.26            ,OVER_TOL , 0               ,         , -0.45           ,        
Lcals_FIRST_SUM           , 0.023           ,         , 0.026           ,         , 0               ,         , 0.047           ,        
Lcals_GEN_LIN_RECUR       , 0.00011         ,         , 0.00044         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.0011         ,         , -0.00027        ,         , 0               ,         , -0.00054        ,        
Lcals_HYDRO_2D            , -0.0026         ,         , 0.0056          ,         , 0               ,         , 0.092           ,        
Lcals_INT_PREDICT         , 0.00028         ,         , 0.00018         ,         , 0               ,         , -0.0023         ,        
Lcals_PLANCKIAN           , -2.7e-05        ,         , 7.5e-05         ,         , 0               ,         , -0.0039         ,        
Lcals_TRIDIAG_ELIM        , -6.6e-05        ,         , 0.00021         ,         , 0               ,         , 0.0039          ,        
Stream_ADD                , -0.0016         ,         , -0.0014         ,         , 0.00085         ,         , 0.00096         ,        
Stream_COPY               , 0.0047          ,         , -0.2            ,         , -0.00039        ,         , -0.00095        ,        
Stream_DOT                , -0.00025        ,         , 0.0099          ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.018           ,         , 0.021           ,         , 0.0015          ,         , 0.0019          ,        
Stream_TRIAD              , 0.00047         ,         , 0.00096         ,         , -0.0002         ,         , -0.00071        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0054         ,         , -0.2            ,         , -0.018          ,         , -0.45           ,        
Col Max                   , 0.085           ,         , 8.8             ,         , 0.29            ,         , inf             ,        
Col Avg                   , 0.0094          ,         , 0.33            ,         , 0.057           ,         , inf             ,        
Col Std Dev               , 0.00052         ,         , 2.2             ,         , 0.011           ,         , nan             ,        
