Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            ,    1.000 ,    Not run ,    0.944 ,   Not run ,     Not run ,    89.957 ,        21.928 ,        Not run
Algorithm_SORTPAIRS       ,    1.000 ,    Not run ,    0.940 ,   Not run ,     Not run ,    88.201 ,           inf ,        Not run
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.003 ,   183.903 ,     188.949 ,   184.760 ,        19.304 ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    0.999 ,    35.525 ,     Not run ,    35.459 ,        10.613 ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.084 ,   371.446 ,     Not run ,   355.707 ,        67.938 ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.946 ,    0.891 ,     0.901 ,     Not run ,     0.907 ,         0.030 ,        Not run
Apps_LTIMES               ,    1.000 ,      1.000 ,    0.936 ,   125.883 ,     107.474 ,   105.037 ,        65.111 ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.001 ,    0.948 ,   125.844 ,     107.742 ,   104.064 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.001 ,    1.001 ,    33.691 ,     Not run ,    33.480 ,         7.754 ,        Not run
Apps_VOL3D                ,    1.000 ,      1.001 ,    0.993 ,   274.939 ,     Not run ,   308.773 ,        89.513 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.979 ,    0.971 ,    17.830 ,      17.810 ,    17.788 ,         4.144 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.980 ,    0.991 ,   152.885 ,     131.400 ,   132.277 ,        57.734 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    20.652 ,      20.535 ,    20.641 ,         6.946 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    62.599 ,      62.622 ,    62.403 ,         5.291 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    56.633 ,      56.437 ,    56.177 ,         4.939 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    21.766 ,      18.638 ,    18.543 ,         7.333 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    1.056 ,    87.194 ,      86.740 ,    79.492 ,         7.300 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.076 ,       1.103 ,     1.135 ,         0.744 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.105 ,     8.691 ,     Not run ,     7.293 ,         1.847 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   115.985 ,     Not run ,   183.877 ,        26.843 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.144 ,    15.751 ,     Not run ,    15.640 ,        10.044 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.001 ,    1.001 ,    45.265 ,     Not run ,    45.215 ,        13.170 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.982 ,    0.980 ,    23.405 ,     Not run ,    23.391 ,         3.926 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.000 ,    0.790 ,    12.070 ,     Not run ,    21.427 ,         3.351 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.994 ,    0.993 ,    23.695 ,     Not run ,    22.455 ,         3.970 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.001 ,    1.003 ,    24.594 ,     Not run ,    27.407 ,         8.365 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.001 ,    1.001 ,    26.405 ,     Not run ,    26.398 ,         6.124 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.001 ,    1.001 ,    62.795 ,     Not run ,    60.877 ,        25.530 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.001 ,    0.999 ,    25.991 ,     Not run ,    25.973 ,        13.471 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   502.912 ,     Not run ,   503.244 ,       164.808 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    21.665 ,     Not run ,    21.508 ,         6.276 ,        Not run
Stream_ADD                ,    1.000 ,      1.001 ,    1.004 ,    20.322 ,      20.296 ,    20.300 ,         4.705 ,        Not run
Stream_COPY               ,    1.000 ,      0.992 ,    1.225 ,    28.729 ,      28.722 ,    28.719 ,         4.804 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.986 ,    32.358 ,     Not run ,    41.309 ,         7.496 ,        Not run
Stream_MUL                ,    1.000 ,      0.988 ,    0.984 ,    22.867 ,      22.822 ,    22.804 ,         3.817 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.000 ,    0.999 ,    19.855 ,      19.846 ,    19.849 ,         4.597 ,        Not run
