Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            ,    1.000 ,    Not run ,    0.944 ,   Not run ,     Not run ,    90.013 ,        21.870 ,        Not run
Algorithm_SORTPAIRS       ,    1.000 ,    Not run ,    0.942 ,   Not run ,     Not run ,    87.921 ,           inf ,        Not run
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.003 ,   189.010 ,     190.434 ,   188.929 ,        19.328 ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    1.000 ,    35.754 ,     Not run ,    35.758 ,        10.560 ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.085 ,   371.563 ,     Not run ,   352.115 ,        67.410 ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.972 ,    0.923 ,     0.667 ,     Not run ,     0.669 ,         0.022 ,        Not run
Apps_LTIMES               ,    1.000 ,      1.000 ,    0.934 ,   125.730 ,     107.004 ,   103.944 ,        64.824 ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.001 ,    0.949 ,   126.022 ,     107.777 ,   104.225 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    0.999 ,    33.884 ,     Not run ,    33.794 ,         7.722 ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   258.544 ,     Not run ,   304.201 ,        87.410 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.990 ,    0.988 ,    17.448 ,      17.419 ,    17.417 ,         4.031 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.983 ,    0.991 ,   153.684 ,     130.465 ,   131.177 ,        56.804 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.306 ,      21.446 ,    21.350 ,         7.139 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      0.999 ,    1.000 ,    60.912 ,      60.927 ,    60.726 ,         5.233 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    57.733 ,      57.539 ,    57.427 ,         4.875 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.003 ,    1.002 ,    22.362 ,      18.948 ,    19.013 ,         7.374 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    1.056 ,    87.078 ,      86.791 ,    81.462 ,         7.232 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.116 ,       1.134 ,     1.134 ,         0.741 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.105 ,     8.369 ,     Not run ,     7.232 ,         1.833 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   108.825 ,     Not run ,   174.085 ,        26.560 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.143 ,    15.077 ,     Not run ,    15.458 ,         9.895 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    0.998 ,    45.194 ,     Not run ,    45.167 ,        12.974 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.991 ,    0.988 ,    23.190 ,     Not run ,    23.197 ,         3.866 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.004 ,    0.807 ,    11.701 ,     Not run ,    21.300 ,         3.329 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.995 ,    0.994 ,    23.257 ,     Not run ,    22.152 ,         3.869 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.657 ,     Not run ,    27.581 ,         8.317 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.001 ,    0.999 ,    26.449 ,     Not run ,    26.461 ,         6.056 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    1.000 ,    63.942 ,     Not run ,    62.263 ,        25.491 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.001 ,    0.999 ,    26.322 ,     Not run ,    26.315 ,        13.533 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   506.253 ,     Not run ,   506.421 ,       164.131 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    22.337 ,     Not run ,    22.305 ,         6.408 ,        Not run
Stream_ADD                ,    1.000 ,      1.000 ,    1.001 ,    21.240 ,      21.222 ,    21.217 ,         4.833 ,        Not run
Stream_COPY               ,    1.000 ,      0.995 ,    1.249 ,    28.650 ,      28.632 ,    28.655 ,         4.752 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.985 ,    30.631 ,     Not run ,    39.294 ,         7.359 ,        Not run
Stream_MUL                ,    1.000 ,      0.989 ,    0.988 ,    22.594 ,      22.565 ,    22.587 ,         3.754 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.001 ,    1.000 ,    20.340 ,      20.339 ,    20.335 ,         4.664 ,        Not run
