Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.000 ,   189.418 ,     187.463 ,   189.736 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.997 ,    1.000 ,    35.325 ,     Not run ,    35.379 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.001 ,    1.085 ,   372.110 ,     Not run ,   353.172 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.971 ,    0.792 ,     0.853 ,     Not run ,     0.863 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.941 ,   110.848 ,      86.118 ,    84.236 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.000 ,    0.943 ,   110.823 ,      86.060 ,    84.327 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.001 ,    1.001 ,    33.682 ,     Not run ,    33.200 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.991 ,   255.517 ,     Not run ,   303.450 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.971 ,    0.968 ,    17.110 ,      17.091 ,    17.085 ,         6.896 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.006 ,    0.997 ,   160.753 ,     135.108 ,   134.953 ,        86.345 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    20.106 ,      20.296 ,    20.107 ,        10.408 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.001 ,    1.001 ,    60.670 ,      60.676 ,    60.341 ,        10.113 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    56.390 ,      56.161 ,    56.510 ,         9.566 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      0.998 ,    1.002 ,    22.068 ,      16.715 ,    16.716 ,        11.203 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.946 ,    0.992 ,    55.759 ,      55.386 ,    55.362 ,        12.975 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.136 ,       1.136 ,     1.135 ,         0.966 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.909 ,     Not run ,     2.238 ,         5.071 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   118.914 ,     Not run ,   184.771 ,        77.086 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.143 ,    15.647 ,     Not run ,    15.658 ,        10.383 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    0.999 ,    45.063 ,     Not run ,    45.032 ,        21.147 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.985 ,    0.984 ,    23.517 ,     Not run ,    23.500 ,         7.441 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.034 ,    0.829 ,    12.871 ,     Not run ,    22.682 ,         8.309 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.991 ,    0.990 ,    23.652 ,     Not run ,    22.480 ,         7.489 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.183 ,     Not run ,    26.936 ,        13.053 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    26.426 ,     Not run ,    26.414 ,        10.682 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    0.992 ,    62.636 ,     Not run ,    58.067 ,        36.658 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.001 ,    1.001 ,    25.686 ,     Not run ,    25.689 ,        18.119 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   501.449 ,     Not run ,   504.164 ,       257.565 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      0.999 ,    1.000 ,    22.284 ,     Not run ,    22.236 ,        10.388 ,        Not run
Stream_ADD                ,    1.000 ,      0.999 ,    0.998 ,    20.320 ,      20.287 ,    20.283 ,         8.157 ,        Not run
Stream_COPY               ,    1.000 ,      0.995 ,    1.236 ,    29.180 ,      29.160 ,    29.145 ,         9.133 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.990 ,    32.885 ,     Not run ,    41.325 ,        18.315 ,        Not run
Stream_MUL                ,    1.000 ,      0.987 ,    0.985 ,    23.054 ,      23.026 ,    23.008 ,         7.260 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.001 ,    1.000 ,    20.263 ,      20.245 ,    20.255 ,         8.155 ,        Not run
