FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00012        ,         , 1.5             ,OVER_TOL , 0.012           ,         , 0.056           ,         , 0               ,        
Basic_DAXPY               , -3.7e-06        ,         , -0.0028         ,         , -0.0052         ,         , 0.0085          ,         , 0               ,        
Basic_IF_QUAD             , 0.0033          ,         , 0.0055          ,         , 0.076           ,         , 0.085           ,         , 0               ,        
Basic_INIT3               , -0.00027        ,         , 0.0014          ,         , -0.0098         ,         , 0.0087          ,         , 0               ,        
Basic_INIT_VIEW1D         , -1e-05          ,         , 0.00015         ,         , 0.009           ,         , -0.01           ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -4.2e-05        ,         , 1.1             ,OVER_TOL , -0.012          ,         , 0.0099          ,         , 0               ,        
Basic_MULADDSUB           , -0.00011        ,         , 0.00089         ,         , -0.019          ,         , -0.016          ,         , 0               ,        
Basic_NESTED_INIT         , -0.00029        ,         , 0.0019          ,         , 0.0013          ,         , 0.0002          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00024        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.11            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -2.1e-06        ,         , 1.6e-05         ,         , 0               ,         , -0.42           ,         , 0               ,        
Stream_ADD                , 0.011           ,         , 0.011           ,         , -0.00054        ,         , 0.00089         ,         , 0               ,        
Stream_COPY               , 0.00073         ,         , -0.26           ,         , 0.00012         ,         , 0.00059         ,         , 0               ,        
Stream_DOT                , -0.00036        ,         , 0.00039         ,         , 0               ,         , -0.22           ,         , 0               ,        
Stream_MUL                , 0.01            ,         , 0.013           ,         , 0.0015          ,         , 0.0027          ,         , 0               ,        
Stream_TRIAD              , 0.0007          ,         , 0.00087         ,         , -0.0019         ,         , -0.00084        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00036        ,         , -0.26           ,         , -0.019          ,         , -0.42           ,         , 1.8e+308        ,        
Col Max                   , 0.011           ,         , 8.6             ,         , 0.076           ,         , 0.11            ,         , -1.8e+308       ,        
Col Avg                   , 0.0016          ,         , 0.73            ,         , 0.0042          ,         , -0.026          ,         , 0               ,        
Col Std Dev               , 1.3e-05         ,         , 4.6             ,         , 0.00054         ,         , 0.016           ,         , 0               ,        
