FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00046         ,         , 1.5             ,OVER_TOL , 0.00037         ,         , 0.025           ,         , 0               ,        
Basic_DAXPY               , -3e-05          ,         , 0.0031          ,         , 0.014           ,         , 0.031           ,         , 0               ,        
Basic_IF_QUAD             , 0.023           ,         , 0.023           ,         , 0.082           ,         , 0.073           ,         , 0               ,        
Basic_INIT3               , -1.1e-05        ,         , -0.00079        ,         , 0.0063          ,         , 0.0054          ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.00042         ,         , 0.00025         ,         , 0.00063         ,         , 0.00079         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0004         ,         , 1.1             ,OVER_TOL , 0.0011          ,         , 0.0024          ,         , 0               ,        
Basic_MULADDSUB           , -0.00014        ,         , 0.0007          ,         , 0.065           ,         , 0.067           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0023         ,         , 0.00052         ,         , 0.001           ,         , -0.00073        ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00042        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.15            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , 0.00069         ,         , 1.9e-05         ,         , 0               ,         , -0.4            ,         , 0               ,        
Stream_ADD                , 0.0092          ,         , 0.0086          ,         , 0.00075         ,         , 0.0013          ,         , 0               ,        
Stream_COPY               , 0.0024          ,         , -0.21           ,         , 0.00023         ,         , -0.00017        ,         , 0               ,        
Stream_DOT                , 0.00026         ,         , 0.0036          ,         , 0               ,         , -0.18           ,         , 0               ,        
Stream_MUL                , 0.0099          ,         , 0.011           ,         , 0.0028          ,         , 0.0021          ,         , 0               ,        
Stream_TRIAD              , 0.0012          ,         , 0.0012          ,         , -0.0016         ,         , 0.00022         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0023         ,         , -0.21           ,         , -0.0016         ,         , -0.4            ,         , 1.8e+308        ,        
Col Max                   , 0.023           ,         , 8.5             ,         , 0.082           ,         , 0.15            ,         , -1.8e+308       ,        
Col Avg                   , 0.0029          ,         , 0.73            ,         , 0.014           ,         , -0.015          ,         , 0               ,        
Col Std Dev               , 4e-05           ,         , 4.6             ,         , 0.00072         ,         , 0.015           ,         , 0               ,        
