FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.069           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.069           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.00047        ,         , -0.0033         ,         , -0.012          ,         , 0.0017          ,        
Apps_ENERGY               , 0.0029          ,         , -3.2e-05        ,         , 0               ,         , -0.0018         ,        
Apps_FIR                  , -6.6e-05        ,         , -0.077          ,         , 0               ,         , 0.05            ,        
Apps_HALOEXCHANGE         , -0.014          ,         , 0.07            ,         , 0               ,         , -0.0089         ,        
Apps_LTIMES               , 0.0007          ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0012         ,         , 0.06            ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.002           ,         , 0.0019          ,         , 0               ,         , 0.014           ,        
Apps_VOL3D                , 0.0014          ,         , 0.008           ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.042           ,         , 0.054           ,         , 0.0017          ,         , 0.0011          ,        
Basic_IF_QUAD             , -0.0042         ,         , 0.0034          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , -0.00011        ,         , 5.7e-05         ,         , 1.8e-05         ,         , -0.001          ,        
Basic_INIT_VIEW1D         , 0.00063         ,         , 2.8e-05         ,         , -0.00045        ,         , 0.0028          ,        
Basic_INIT_VIEW1D_OFFSET  , 5e-05           ,         , 1.1             ,OVER_TOL , 0.0029          ,         , 0.0057          ,        
Basic_MULADDSUB           , -0.0012         ,         , -0.0014         ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0092          ,         , 0.0011          ,         , 0.0029          ,        
Basic_PI_ATOMIC           , -0.00031        ,         , 1.5             ,OVER_TOL , -0.0023         ,         , -0.05           ,        
Basic_REDUCE3_INT         , 0.00022         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.53            ,OVER_TOL
Basic_TRAP_INT            , -3.3e-05        ,         , 9.4e-05         ,         , 0               ,         , -0.37           ,        
Lcals_DIFF_PREDICT        , -0.0024         ,         , -0.13           ,         , 0               ,         , 0.014           ,        
Lcals_EOS                 , 0.00079         ,         , 0.00065         ,         , 0               ,         , 0.0006          ,        
Lcals_FIRST_DIFF          , 0.022           ,         , 0.026           ,         , 0               ,         , -0.00013        ,        
Lcals_FIRST_MIN           , -0.054          ,         , 0.2             ,OVER_TOL , 0               ,         , -0.45           ,        
Lcals_FIRST_SUM           , 0.016           ,         , 0.02            ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , 1.2e-05         ,         , 0.00025         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.001          ,         , -0.00064        ,         , 0               ,         , -0.00019        ,        
Lcals_HYDRO_2D            , -0.00041        ,         , 0.0077          ,         , 0               ,         , 0.066           ,        
Lcals_INT_PREDICT         , -0.00047        ,         , -0.00051        ,         , 0               ,         , -0.0028         ,        
Lcals_PLANCKIAN           , -0.0002         ,         , -0.0002         ,         , 0               ,         , -0.012          ,        
Lcals_TRIDIAG_ELIM        , -0.00043        ,         , -0.00021        ,         , 0               ,         , 0.0074          ,        
Stream_ADD                , 0.0019          ,         , 0.0016          ,         , 0.00012         ,         , 0.00088         ,        
Stream_COPY               , 0.0033          ,         , -0.25           ,         , -0.00026        ,         , -0.00047        ,        
Stream_DOT                , -0.00015        ,         , 0.01            ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.011           ,         , 0.013           ,         , 0.0018          ,         , 0.00043         ,        
Stream_TRIAD              , 0.00097         ,         , 0.00079         ,         , -0.00032        ,         , -0.00078        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.054          ,         , -0.25           ,         , -0.012          ,         , -0.45           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , inf             ,        
Col Avg                   , 0.0024          ,         , 0.32            ,         , 0.061           ,         , inf             ,        
Col Std Dev               , 0.00026         ,         , 2.2             ,         , 0.011           ,         , nan             ,        
