Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.925828 ,    Not run , 2.024299 ,   Not run ,     Not run ,  0.021275 ,      0.085584 ,        Not run
Algorithm_SORTPAIRS       , 2.022018 ,    Not run , 2.169041 ,   Not run ,     Not run ,  0.023238 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.284151 ,   1.281844 , 1.278074 ,  0.006845 ,    0.006872 ,  0.006839 ,      0.065779 ,        Not run
Apps_ENERGY               , 1.332846 ,   1.333810 , 1.333446 ,  0.037737 ,     Not run ,  0.037808 ,      0.126572 ,        Not run
Apps_FIR                  , 1.540362 ,   1.558100 , 1.420388 ,  0.004157 ,     Not run ,  0.004369 ,      0.022621 ,        Not run
Apps_HALOEXCHANGE         , 0.025460 ,   0.025762 , 0.027414 ,  0.035879 ,     Not run ,  0.035668 ,      1.093504 ,        Not run
Apps_LTIMES               , 1.708379 ,   1.707401 , 1.825339 ,  0.013584 ,    0.015892 ,  0.016406 ,      0.026254 ,        Not run
Apps_LTIMES_NOVIEW        , 1.709380 ,   1.707264 , 1.803000 ,  0.013578 ,    0.015914 ,  0.016438 ,       Not run ,        Not run
Apps_PRESSURE             , 1.577625 ,   1.578191 , 1.579331 ,  0.047032 ,     Not run ,  0.047127 ,      0.204333 ,        Not run
Apps_VOL3D                , 1.636267 ,   1.635999 , 1.648648 ,  0.006502 ,     Not run ,  0.005394 ,      0.018498 ,        Not run
Basic_DAXPY               , 0.287561 ,   0.293091 , 0.294496 ,  0.016427 ,    0.016437 ,  0.016447 ,      0.069836 ,        Not run
Basic_IF_QUAD             , 1.854617 ,   1.888452 , 1.873643 ,  0.012185 ,    0.014519 ,  0.014021 ,      0.032372 ,        Not run
Basic_INIT3               , 0.533486 ,   0.533741 , 0.533618 ,  0.027246 ,    0.027136 ,  0.027220 ,      0.080601 ,        Not run
Basic_INIT_VIEW1D         , 1.850242 ,   1.850150 , 1.850329 ,  0.030533 ,    0.030541 ,  0.030601 ,      0.349609 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719591 ,   1.719618 , 3.611475 ,  0.030335 ,    0.030457 ,  0.030454 ,      0.347717 ,        Not run
Basic_MULADDSUB           , 0.407585 ,   0.406852 , 0.406827 ,  0.018960 ,    0.022219 ,  0.022032 ,      0.056791 ,        Not run
Basic_NESTED_INIT         , 1.022654 ,   1.022436 , 0.967999 ,  0.011723 ,    0.011784 ,  0.012535 ,      0.140015 ,        Not run
Basic_PI_ATOMIC           , 0.119417 ,   0.119406 , 0.300871 ,  0.107238 ,    0.107166 ,  0.105204 ,      0.160318 ,        Not run
Basic_REDUCE3_INT         , 0.019010 ,   0.019011 , 0.181319 ,  0.002125 ,     Not run ,  0.002622 ,      0.010292 ,        Not run
Basic_TRAP_INT            , 0.271810 ,   0.271730 , 0.271716 ,  0.002346 ,     Not run ,  0.001493 ,      0.010114 ,        Not run
Lcals_DIFF_PREDICT        , 0.809992 ,   0.809774 , 0.709028 ,  0.051318 ,     Not run ,  0.051596 ,      0.080738 ,        Not run
Lcals_EOS                 , 0.983608 ,   0.984839 , 0.984831 ,  0.021792 ,     Not run ,  0.021812 ,      0.074579 ,        Not run
Lcals_FIRST_DIFF          , 1.098439 ,   1.107701 , 1.110938 ,  0.046817 ,     Not run ,  0.046734 ,      0.279075 ,        Not run
Lcals_FIRST_MIN           , 0.075819 ,   0.075778 , 0.095637 ,  0.006276 ,     Not run ,  0.003519 ,      0.022617 ,        Not run
Lcals_FIRST_SUM           , 1.099251 ,   1.105802 , 1.108906 ,  0.047513 ,     Not run ,  0.049897 ,      0.279810 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.245102 ,   1.246686 , 1.245000 ,  0.051633 ,     Not run ,  0.046256 ,      0.151202 ,        Not run
Lcals_HYDRO_1D            , 0.860960 ,   0.860360 , 0.860455 ,  0.032658 ,     Not run ,  0.032660 ,      0.140721 ,        Not run
Lcals_HYDRO_2D            , 1.416937 ,   1.416687 , 1.417498 ,  0.022257 ,     Not run ,  0.023068 ,      0.055105 ,        Not run
Lcals_INT_PREDICT         , 1.173433 ,   1.172764 , 1.160802 ,  0.045170 ,     Not run ,  0.045111 ,      0.087138 ,        Not run
Lcals_PLANCKIAN           , 1.334817 ,   1.335535 , 1.335076 ,  0.002647 ,     Not run ,  0.002638 ,      0.008078 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.894407 ,   0.894422 , 0.894395 ,  0.043401 ,     Not run ,  0.043717 ,      0.149103 ,        Not run
Stream_ADD                , 0.660344 ,   0.662196 , 0.671040 ,  0.032675 ,    0.032734 ,  0.032727 ,      0.141183 ,        Not run
Stream_COPY               , 1.208166 ,   1.212439 , 0.960826 ,  0.041741 ,    0.041766 ,  0.041725 ,      0.252299 ,        Not run
Stream_DOT                , 3.295229 ,   3.293604 , 3.339457 ,  0.102346 ,     Not run ,  0.078941 ,      0.440505 ,        Not run
Stream_MUL                , 0.955063 ,   0.967737 , 0.967801 ,  0.041763 ,    0.041855 ,  0.041834 ,      0.252245 ,        Not run
Stream_TRIAD              , 0.625572 ,   0.626950 , 0.627877 ,  0.032489 ,    0.032523 ,  0.032496 ,      0.140773 ,        Not run
