Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.905390 ,    Not run , 2.021825 ,   Not run ,     Not run ,  0.021268 ,      0.085956 ,        Not run
Algorithm_SORTPAIRS       , 2.042246 ,    Not run , 2.173258 ,   Not run ,     Not run ,  0.023184 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.281833 ,   1.281443 , 1.280021 ,  0.006803 ,    0.006753 ,  0.006807 ,      0.066028 ,        Not run
Apps_ENERGY               , 1.344182 ,   1.345887 , 1.343175 ,  0.037701 ,     Not run ,  0.037776 ,      0.126929 ,        Not run
Apps_FIR                  , 1.557808 ,   1.539176 , 1.422673 ,  0.004143 ,     Not run ,  0.004350 ,      0.022715 ,        Not run
Apps_HALOEXCHANGE         , 0.033243 ,   0.037161 , 0.036135 ,  0.036156 ,     Not run ,  0.035803 ,      1.101461 ,        Not run
Apps_LTIMES               , 1.708393 ,   1.706518 , 1.825192 ,  0.013575 ,    0.015908 ,  0.016452 ,      0.026271 ,        Not run
Apps_LTIMES_NOVIEW        , 1.708607 ,   1.707998 , 1.802840 ,  0.013176 ,    0.015486 ,  0.015901 ,       Not run ,        Not run
Apps_PRESSURE             , 1.579938 ,   1.580075 , 1.582593 ,  0.046789 ,     Not run ,  0.047092 ,      0.204565 ,        Not run
Apps_VOL3D                , 1.635182 ,   1.635558 , 1.648120 ,  0.006371 ,     Not run ,  0.005542 ,      0.018685 ,        Not run
Basic_DAXPY               , 0.284462 ,   0.285968 , 0.289995 ,  0.016329 ,    0.016346 ,  0.016356 ,      0.070163 ,        Not run
Basic_IF_QUAD             , 1.890204 ,   1.875630 , 1.890719 ,  0.012138 ,    0.014190 ,  0.014129 ,      0.032301 ,        Not run
Basic_INIT3               , 0.558138 ,   0.558193 , 0.558291 ,  0.026999 ,    0.027081 ,  0.026975 ,      0.080875 ,        Not run
Basic_INIT_VIEW1D         , 1.850210 ,   1.851208 , 1.850657 ,  0.030185 ,    0.030173 ,  0.030294 ,      0.351249 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719629 ,   1.719539 , 3.610512 ,  0.030496 ,    0.030615 ,  0.030743 ,      0.350422 ,        Not run
Basic_MULADDSUB           , 0.416616 ,   0.415246 , 0.415259 ,  0.018961 ,    0.022312 ,  0.022297 ,      0.056880 ,        Not run
Basic_NESTED_INIT         , 1.022410 ,   1.022479 , 0.966720 ,  0.011776 ,    0.011821 ,  0.012926 ,      0.140416 ,        Not run
Basic_PI_ATOMIC           , 0.119424 ,   0.119428 , 0.300887 ,  0.110741 ,    0.107209 ,  0.105337 ,      0.160536 ,        Not run
Basic_REDUCE3_INT         , 0.019009 ,   0.019008 , 0.186405 ,  0.002208 ,     Not run ,  0.002587 ,      0.010342 ,        Not run
Basic_TRAP_INT            , 0.271704 ,   0.271711 , 0.271705 ,  0.002410 ,     Not run ,  0.001521 ,      0.010181 ,        Not run
Lcals_DIFF_PREDICT        , 0.808802 ,   0.809566 , 0.708418 ,  0.051254 ,     Not run ,  0.051364 ,      0.080649 ,        Not run
Lcals_EOS                 , 0.984554 ,   0.984584 , 0.984399 ,  0.021758 ,     Not run ,  0.021769 ,      0.075122 ,        Not run
Lcals_FIRST_DIFF          , 1.083714 ,   1.109367 , 1.111253 ,  0.047115 ,     Not run ,  0.047119 ,      0.281516 ,        Not run
Lcals_FIRST_MIN           , 0.075854 ,   0.075837 , 0.094873 ,  0.006386 ,     Not run ,  0.003524 ,      0.022702 ,        Not run
Lcals_FIRST_SUM           , 1.088996 ,   1.105215 , 1.109692 ,  0.047127 ,     Not run ,  0.049676 ,      0.280963 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.260698 ,   1.260739 , 1.260450 ,  0.051524 ,     Not run ,  0.046242 ,      0.151702 ,        Not run
Lcals_HYDRO_1D            , 0.861287 ,   0.860479 , 0.861094 ,  0.032758 ,     Not run ,  0.032764 ,      0.141342 ,        Not run
Lcals_HYDRO_2D            , 1.398847 ,   1.398500 , 1.398621 ,  0.022274 ,     Not run ,  0.023454 ,      0.055569 ,        Not run
Lcals_INT_PREDICT         , 1.169001 ,   1.169704 , 1.169316 ,  0.045049 ,     Not run ,  0.045034 ,      0.087329 ,        Not run
Lcals_PLANCKIAN           , 1.343549 ,   1.343579 , 1.345247 ,  0.002660 ,     Not run ,  0.002656 ,      0.008086 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.929395 ,   0.928484 , 0.929189 ,  0.043255 ,     Not run ,  0.043371 ,      0.149832 ,        Not run
Stream_ADD                , 0.659710 ,   0.660780 , 0.661949 ,  0.032687 ,    0.032723 ,  0.032746 ,      0.141157 ,        Not run
Stream_COPY               , 1.205371 ,   1.212130 , 0.968817 ,  0.042109 ,    0.042115 ,  0.042149 ,      0.253420 ,        Not run
Stream_DOT                , 3.291658 ,   3.291820 , 3.351342 ,  0.105123 ,     Not run ,  0.079969 ,      0.442517 ,        Not run
Stream_MUL                , 0.953711 ,   0.966900 , 0.968372 ,  0.042163 ,    0.042269 ,  0.042267 ,      0.252561 ,        Not run
Stream_TRIAD              , 0.645742 ,   0.646855 , 0.647112 ,  0.032601 ,    0.032608 ,  0.032604 ,      0.141374 ,        Not run
