FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.22           ,         , -0.37           ,         , 0.019           ,         , 0.11            ,OVER_TOL , 0               ,        
Basic_DAXPY               , -0.56           ,         , 0.3             ,OVER_TOL , 0.011           ,         , 0.0008          ,         , 0               ,        
Basic_IF_QUAD             , -0.73           ,         , 0.0089          ,         , -0.04           ,         , 0.081           ,         , 0               ,        
Basic_INIT3               , -0.75           ,         , 0.48            ,OVER_TOL , -0.024          ,         , 0.02            ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.73           ,         , -0.54           ,         , 0.039           ,         , 0.034           ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.7            ,         , 0.062           ,         , -0.02           ,         , -0.031          ,         , 0               ,        
Basic_MULADDSUB           , -0.81           ,         , -0.82           ,         , -0.037          ,         , 0.0074          ,         , 0               ,        
Basic_NESTED_INIT         , -0.78           ,         , -0.68           ,         , 0.0022          ,         , 0.018           ,         , 0               ,        
Basic_REDUCE3_INT         , -0.63           ,         , -0.63           ,         , 0               ,         , 0.018           ,         , 0               ,        
Basic_TRAP_INT            , -0.18           ,         , -0.14           ,         , 0               ,         , -0.018          ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.81           ,         , -0.82           ,         , -0.04           ,         , -0.031          ,         , 1.8e+308        ,        
Col Max                   , -0.18           ,         , 0.48            ,         , 0.039           ,         , 0.11            ,         , -1.8e+308       ,        
Col Avg                   , -0.61           ,         , -0.23           ,         , -0.0062         ,         , 0.024           ,         , 0               ,        
Col Std Dev               , 0.047           ,         , 0.18            ,         , 0.0007          ,         , 0.0017          ,         , 0               ,        
