FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.068           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.07            ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.00034        ,         , -0.0032         ,         , 0.001           ,         , -0.0038         ,        
Apps_ENERGY               , 0.0002          ,         , 0.0021          ,         , 0               ,         , 0.0012          ,        
Apps_FIR                  , 7.5e-06         ,         , -0.077          ,         , 0               ,         , 0.049           ,        
Apps_HALOEXCHANGE         , 0.059           ,         , 0.12            ,OVER_TOL , 0               ,         , -0.0084         ,        
Apps_LTIMES               , -4.1e-05        ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0025         ,         , 0.059           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00022         ,         , 0.00034         ,         , 0               ,         , 0.00023         ,        
Apps_VOL3D                , 0.00035         ,         , 0.0081          ,         , 0               ,         , -0.1            ,        
Basic_DAXPY               , 0.028           ,         , 0.037           ,         , 0.0015          ,         , 0.00083         ,        
Basic_IF_QUAD             , -0.0039         ,         , 0.0043          ,         , 0.19            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , -0.00038        ,         , -8.3e-05        ,         , -0.0016         ,         , -0.00054        ,        
Basic_INIT_VIEW1D         , 7.2e-05         ,         , 5.6e-05         ,         , -0.00046        ,         , 0.0013          ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00058         ,         , 1.1             ,OVER_TOL , 0.0038          ,         , 0.006           ,        
Basic_MULADDSUB           , -0.0021         ,         , -0.0022         ,         , 0.19            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0089          ,         , 0.0066          ,         , 0.0062          ,        
Basic_PI_ATOMIC           , -4.2e-06        ,         , 1.5             ,OVER_TOL , -0.0031         ,         , -0.011          ,        
Basic_REDUCE3_INT         , -0.00042        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.57            ,OVER_TOL
Basic_TRAP_INT            , 8.5e-06         ,         , -7e-05          ,         , 0               ,         , -0.37           ,        
Lcals_DIFF_PREDICT        , -0.00053        ,         , -0.098          ,         , 0               ,         , -0.0052         ,        
Lcals_EOS                 , 0.0013          ,         , 0.0011          ,         , 0               ,         , 0.00077         ,        
Lcals_FIRST_DIFF          , 0.013           ,         , 0.018           ,         , 0               ,         , -0.00044        ,        
Lcals_FIRST_MIN           , 0.00034         ,         , 0.27            ,OVER_TOL , 0               ,         , -0.45           ,        
Lcals_FIRST_SUM           , 0.013           ,         , 0.017           ,         , 0               ,         , 0.05            ,        
Lcals_GEN_LIN_RECUR       , 0.0011          ,         , 0.00084         ,         , 0               ,         , -0.11           ,        
Lcals_HYDRO_1D            , -0.00073        ,         , -0.00011        ,         , 0               ,         , -0.00038        ,        
Lcals_HYDRO_2D            , -0.00064        ,         , 0.0078          ,         , 0               ,         , 0.087           ,        
Lcals_INT_PREDICT         , -0.00013        ,         , -0.00036        ,         , 0               ,         , -0.00011        ,        
Lcals_PLANCKIAN           , 0.0014          ,         , -0.00033        ,         , 0               ,         , -0.0023         ,        
Lcals_TRIDIAG_ELIM        , -0.0005         ,         , -0.0002         ,         , 0               ,         , 0.0066          ,        
Stream_ADD                , 0.00053         ,         , 0.00011         ,         , 0.00039         ,         , 0.0012          ,        
Stream_COPY               , 0.00036         ,         , -0.28           ,         , -0.00013        ,         , -0.00038        ,        
Stream_DOT                , -0.00035        ,         , 0.0094          ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.0081          ,         , 0.01            ,         , 0.0018          ,         , 0.0011          ,        
Stream_TRIAD              , 0.0015          ,         , 0.0027          ,         , 0.00032         ,         , -0.00041        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0039         ,         , -0.28           ,         , -0.0031         ,         , -0.45           ,        
Col Max                   , 0.059           ,         , 8.8             ,         , 0.29            ,         , inf             ,        
Col Avg                   , 0.0051          ,         , 0.33            ,         , 0.064           ,         , inf             ,        
Col Std Dev               , 0.00021         ,         , 2.1             ,         , 0.012           ,         , nan             ,        
