FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.31           ,         , 0.62            ,OVER_TOL , -0.043          ,         , 0.087           ,         , 0               ,        
Basic_DAXPY               , -0.23           ,         , 0.58            ,OVER_TOL , -0.0047         ,         , -0.006          ,         , 0               ,        
Basic_IF_QUAD             , -0.71           ,         , -0.56           ,         , -0.032          ,         , 0.049           ,         , 0               ,        
Basic_INIT3               , -0.6            ,         , 0.73            ,OVER_TOL , -0.024          ,         , 0.041           ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.72           ,         , -0.33           ,         , -0.036          ,         , -0.0046         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.68           ,         , 0.31            ,OVER_TOL , -0.045          ,         , -0.044          ,         , 0               ,        
Basic_MULADDSUB           , -0.76           ,         , -0.79           ,         , -0.025          ,         , 0.022           ,         , 0               ,        
Basic_NESTED_INIT         , -0.78           ,         , -0.78           ,         , -0.046          ,         , -0.064          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.64           ,         , -0.74           ,         , 0               ,         , -0.012          ,         , 0               ,        
Basic_TRAP_INT            , -0.22           ,         , 0.085           ,         , 0               ,         , 0.0017          ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.78           ,         , -0.79           ,         , -0.046          ,         , -0.064          ,         , 1.8e+308        ,        
Col Max                   , -0.22           ,         , 0.73            ,         , -0.0047         ,         , 0.087           ,         , -1.8e+308       ,        
Col Avg                   , -0.56           ,         , -0.088          ,         , -0.032          ,         , 0.007           ,         , 0               ,        
Col Std Dev               , 0.045           ,         , 0.35            ,         , 0.00017         ,         , 0.0018          ,         , 0               ,        
