FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.058           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.06            ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0003         ,         , -0.0016         ,         , -0.0063         ,         , -0.0026         ,        
Apps_ENERGY               , 0.0011          ,         , 0.00094         ,         , 0               ,         , 9.7e-05         ,        
Apps_FIR                  , 0.00025         ,         , -0.077          ,         , 0               ,         , 0.046           ,        
Apps_HALOEXCHANGE         , 0.02            ,         , 0.073           ,         , 0               ,         , -0.0059         ,        
Apps_LTIMES               , -0.00021        ,         , 0.07            ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00022        ,         , 0.056           ,         , 0.18            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_PRESSURE             , 0.00033         ,         , 0.00032         ,         , 0               ,         , 0.01            ,        
Apps_VOL3D                , 0.00048         ,         , 0.008           ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.021           ,         , 0.029           ,         , 0.00077         ,         , 0.0023          ,        
Basic_IF_QUAD             , 0.018           ,         , 0.011           ,         , 0.15            ,OVER_TOL , 0.15            ,OVER_TOL
Basic_INIT3               , -0.00062        ,         , -0.00062        ,         , 0.0008          ,         , -0.0004         ,        
Basic_INIT_VIEW1D         , -5.9e-06        ,         , 9.2e-05         ,         , -0.00015        ,         , 0.0049          ,        
Basic_INIT_VIEW1D_OFFSET  , 8.6e-05         ,         , 1.1             ,OVER_TOL , 0.0043          ,         , 0.0086          ,        
Basic_MULADDSUB           , -0.0025         ,         , -0.0022         ,         , 0.12            ,OVER_TOL , 0.12            ,OVER_TOL
Basic_NESTED_INIT         , -0.00015        ,         , -0.052          ,         , 0.0041          ,         , 0.097           ,        
Basic_PI_ATOMIC           , 0.00031         ,         , 1.5             ,OVER_TOL , -0.03           ,         , -0.051          ,        
Basic_REDUCE3_INT         , -0.00018        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.22            ,OVER_TOL
Basic_TRAP_INT            , -5.7e-05        ,         , -0.00014        ,         , 0               ,         , -0.37           ,        
Lcals_DIFF_PREDICT        , -0.0001         ,         , -0.12           ,         , 0               ,         , 0.0032          ,        
Lcals_EOS                 , 0.0013          ,         , 0.0012          ,         , 0               ,         , 0.0011          ,        
Lcals_FIRST_DIFF          , 0.018           ,         , 0.016           ,         , 0               ,         , -0.00079        ,        
Lcals_FIRST_MIN           , 0.014           ,         , 0.22            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.012           ,         , 0.013           ,         , 0               ,         , 0.05            ,        
Lcals_GEN_LIN_RECUR       , 0.0023          ,         , 0.0021          ,         , 0               ,         , -0.098          ,        
Lcals_HYDRO_1D            , -0.00065        ,         , -0.00079        ,         , 0               ,         , 0.00011         ,        
Lcals_HYDRO_2D            , 0.0014          ,         , -0.00016        ,         , 0               ,         , 0.041           ,        
Lcals_INT_PREDICT         , -5.3e-05        ,         , -0.00026        ,         , 0               ,         , -0.00022        ,        
Lcals_PLANCKIAN           , 2.5e-05         ,         , 8.7e-05         ,         , 0               ,         , -0.0052         ,        
Lcals_TRIDIAG_ELIM        , 0.0018          ,         , 0.003           ,         , 0               ,         , 0.0094          ,        
Stream_ADD                , 0.00019         ,         , -0.00086        ,         , 0.0014          ,         , 0.0017          ,        
Stream_COPY               , 0.0063          ,         , -0.19           ,         , 0.00026         ,         , 0.00078         ,        
Stream_DOT                , -9.2e-05        ,         , 0.02            ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.0096          ,         , 0.01            ,         , 0.0021          ,         , 0.0024          ,        
Stream_TRIAD              , 0.00098         ,         , 0.00098         ,         , 0.00016         ,         , 0.00059         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0025         ,         , -0.19           ,         , -0.03           ,         , -0.44           ,        
Col Max                   , 0.021           ,         , 8.5             ,         , 0.18            ,         , inf             ,        
Col Avg                   , 0.0037          ,         , 0.32            ,         , 0.04            ,         , inf             ,        
Col Std Dev               , 4.6e-05         ,         , 2               ,         , 0.005           ,         , nan             ,        
