Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.001 ,   188.231 ,     186.991 ,   188.670 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.001 ,    1.000 ,    35.745 ,     Not run ,    35.723 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.083 ,   369.732 ,     Not run ,   352.721 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.927 ,    0.828 ,     0.929 ,     Not run ,     0.944 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.942 ,   110.649 ,      86.007 ,    84.120 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.000 ,    0.941 ,   110.561 ,      85.989 ,    84.227 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    0.998 ,    33.739 ,     Not run ,    33.281 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   256.831 ,     Not run ,   304.985 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.956 ,    0.946 ,    17.325 ,      17.319 ,    17.301 ,         6.936 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.005 ,    0.994 ,   161.423 ,     136.576 ,   136.479 ,        85.970 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.729 ,      21.752 ,    21.757 ,        11.101 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    60.517 ,      60.570 ,    60.194 ,         9.843 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    56.315 ,      56.135 ,    56.301 ,         9.444 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.003 ,    1.003 ,    22.913 ,      18.639 ,    18.593 ,        11.616 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.948 ,    0.993 ,    55.840 ,      55.491 ,    55.550 ,        12.835 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.135 ,       1.135 ,     1.135 ,         0.961 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.773 ,     Not run ,     2.222 ,         5.030 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   114.883 ,     Not run ,   177.443 ,        75.682 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.140 ,    15.795 ,     Not run ,    15.643 ,        10.498 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    0.999 ,    45.186 ,     Not run ,    45.156 ,        20.932 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.984 ,    0.982 ,    23.668 ,     Not run ,    23.661 ,         7.387 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.036 ,    0.819 ,    12.560 ,     Not run ,    22.043 ,         8.170 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.989 ,    0.989 ,    23.741 ,     Not run ,    22.581 ,         7.424 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.496 ,     Not run ,    27.227 ,        13.054 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    26.498 ,     Not run ,    26.467 ,        10.605 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    0.992 ,    63.182 ,     Not run ,    57.921 ,        36.588 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.000 ,    1.000 ,    26.223 ,     Not run ,    26.295 ,        18.399 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   498.743 ,     Not run ,   506.194 ,       255.168 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    22.290 ,     Not run ,    22.238 ,        10.287 ,        Not run
Stream_ADD                ,    1.000 ,      0.998 ,    0.997 ,    20.409 ,      20.381 ,    20.379 ,         8.120 ,        Not run
Stream_COPY               ,    1.000 ,      0.998 ,    1.421 ,    29.034 ,      29.012 ,    29.018 ,         9.003 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.991 ,    32.018 ,     Not run ,    40.919 ,        18.104 ,        Not run
Stream_MUL                ,    1.000 ,      0.990 ,    0.989 ,    22.893 ,      22.857 ,    22.850 ,         7.134 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.998 ,    1.000 ,    20.366 ,      20.404 ,    20.357 ,         8.094 ,        Not run
