Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281617 ,   1.281348 , 1.279837 ,  0.006846 ,    0.006760 ,  0.006858 ,       Not run ,        Not run
Apps_ENERGY               , 1.347072 ,   1.346310 , 1.349195 ,  0.037637 ,     Not run ,  0.037701 ,       Not run ,        Not run
Apps_FIR                  , 1.539314 ,   1.539367 , 1.419524 ,  0.004148 ,     Not run ,  0.004370 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.035896 ,   0.035656 , 0.039130 ,  0.037187 ,     Not run ,  0.036831 ,       Not run ,        Not run
Apps_LTIMES               , 1.708348 ,   1.711725 , 1.815698 ,  0.015431 ,    0.019864 ,  0.020308 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.707611 ,   1.708765 , 1.815331 ,  0.015433 ,    0.019860 ,  0.020271 ,       Not run ,        Not run
Apps_PRESSURE             , 1.577240 ,   1.577682 , 1.578020 ,  0.046599 ,     Not run ,  0.047038 ,       Not run ,        Not run
Apps_VOL3D                , 1.635487 ,   1.637694 , 1.648756 ,  0.006547 ,     Not run ,  0.005267 ,       Not run ,        Not run
Basic_DAXPY               , 0.289724 ,   0.297303 , 0.298352 ,  0.016278 ,    0.016299 ,  0.016291 ,      0.040820 ,        Not run
Basic_IF_QUAD             , 1.892065 ,   1.875533 , 1.895616 ,  0.011719 ,    0.013899 ,  0.013950 ,      0.021868 ,        Not run
Basic_INIT3               , 0.577750 ,   0.577693 , 0.577391 ,  0.026923 ,    0.026942 ,  0.026915 ,      0.052780 ,        Not run
Basic_INIT_VIEW1D         , 1.850343 ,   1.850261 , 1.850430 ,  0.030442 ,    0.030403 ,  0.030546 ,      0.188687 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719432 ,   1.719484 , 3.612223 ,  0.030393 ,    0.030507 ,  0.030320 ,      0.183008 ,        Not run
Basic_MULADDSUB           , 0.421920 ,   0.421133 , 0.421095 ,  0.018799 ,    0.022802 ,  0.023099 ,      0.036945 ,        Not run
Basic_NESTED_INIT         , 0.967789 ,   1.022512 , 0.975802 ,  0.017319 ,    0.017359 ,  0.017414 ,      0.075961 ,        Not run
Basic_PI_ATOMIC           , 0.119418 ,   0.119471 , 0.300859 ,  0.105210 ,    0.105180 ,  0.105225 ,      0.124202 ,        Not run
Basic_REDUCE3_INT         , 0.019007 ,   0.019008 , 0.187160 ,  0.005096 ,     Not run ,  0.008579 ,      0.003791 ,        Not run
Basic_TRAP_INT            , 0.271723 ,   0.271686 , 0.271695 ,  0.002360 ,     Not run ,  0.001518 ,      0.003589 ,        Not run
Lcals_DIFF_PREDICT        , 0.812890 ,   0.813032 , 0.713207 ,  0.051338 ,     Not run ,  0.051616 ,      0.077367 ,        Not run
Lcals_EOS                 , 0.986161 ,   0.986967 , 0.986787 ,  0.021774 ,     Not run ,  0.021794 ,      0.046950 ,        Not run
Lcals_FIRST_DIFF          , 1.092905 ,   1.122024 , 1.125311 ,  0.046276 ,     Not run ,  0.046270 ,      0.148757 ,        Not run
Lcals_FIRST_MIN           , 0.075902 ,   0.075790 , 0.094199 ,  0.006223 ,     Not run ,  0.003570 ,      0.009621 ,        Not run
Lcals_FIRST_SUM           , 1.104872 ,   1.121458 , 1.123764 ,  0.046262 ,     Not run ,  0.048544 ,      0.148643 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.254798 ,   1.255023 , 1.255076 ,  0.051592 ,     Not run ,  0.046305 ,      0.097048 ,        Not run
Lcals_HYDRO_1D            , 0.864418 ,   0.865340 , 0.865247 ,  0.032614 ,     Not run ,  0.032537 ,      0.082042 ,        Not run
Lcals_HYDRO_2D            , 1.426497 ,   1.425846 , 1.437126 ,  0.022370 ,     Not run ,  0.024299 ,      0.038922 ,        Not run
Lcals_INT_PREDICT         , 1.182513 ,   1.182325 , 1.182751 ,  0.045025 ,     Not run ,  0.045020 ,      0.064380 ,        Not run
Lcals_PLANCKIAN           , 1.341594 ,   1.341781 , 1.341722 ,  0.002680 ,     Not run ,  0.002649 ,      0.005279 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.961100 ,   0.961091 , 0.961096 ,  0.043335 ,     Not run ,  0.043316 ,      0.093942 ,        Not run
Stream_ADD                , 0.657771 ,   0.658461 , 0.658682 ,  0.032445 ,    0.032484 ,  0.032532 ,      0.082222 ,        Not run
Stream_COPY               , 1.201185 ,   1.202815 , 0.856284 ,  0.041295 ,    0.041300 ,  0.041320 ,      0.134078 ,        Not run
Stream_DOT                , 3.292042 ,   3.291531 , 3.324089 ,  0.102672 ,     Not run ,  0.080421 ,      0.182508 ,        Not run
Stream_MUL                , 0.965083 ,   0.976591 , 0.977824 ,  0.041376 ,    0.041447 ,  0.041501 ,      0.133657 ,        Not run
Stream_TRIAD              , 0.658444 ,   0.657839 , 0.658705 ,  0.032491 ,    0.032396 ,  0.032486 ,      0.081751 ,        Not run
