FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00016        ,         , -0.0014         ,         , 0.0042          ,         , 0.0035          ,        
Apps_ENERGY               , 0.0019          ,         , -0.00087        ,         , 0               ,         , -0.00027        ,        
Apps_FIR                  , -0.0006         ,         , -0.08           ,         , 0               ,         , 0.051           ,        
Apps_HALOEXCHANGE         , -0.18           ,         , -0.14           ,         , 0               ,         , -0.04           ,        
Apps_LTIMES               , 0.0017          ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00062         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.002          ,         , -0.0028         ,         , 0               ,         , 0.011           ,        
Apps_VOL3D                , 0.00012         ,         , 0.0093          ,         , 0               ,         , -0.15           ,        
Basic_DAXPY               , 0.035           ,         , 0.046           ,         , 0.00068         ,         , 0.00083         ,        
Basic_IF_QUAD             , -0.0057         ,         , 0.0038          ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -0.00025        ,         , 5.2e-05         ,         , -0.012          ,         , -0.0012         ,        
Basic_INIT_VIEW1D         , -0.00065        ,         , -0.00057        ,         , 0.00012         ,         , 0.0017          ,        
Basic_INIT_VIEW1D_OFFSET  , -2.1e-05        ,         , 1.1             ,OVER_TOL , 0.0037          ,         , 0.0057          ,        
Basic_MULADDSUB           , 0.0027          ,         , -0.0016         ,         , 0.21            ,OVER_TOL , 0.21            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0082          ,         , 0.011           ,         , 0.0062          ,        
Basic_PI_ATOMIC           , 0.00026         ,         , 1.5             ,OVER_TOL , -0.00031        ,         , 0.00023         ,        
Basic_REDUCE3_INT         , 2.5e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.8             ,OVER_TOL
Basic_TRAP_INT            , -3.4e-05        ,         , 2e-05           ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00082        ,         , -0.12           ,         , 0               ,         , 0.0052          ,        
Lcals_EOS                 , 0.00059         ,         , 0.00061         ,         , 0               ,         , 0.0028          ,        
Lcals_FIRST_DIFF          , 0.022           ,         , 0.027           ,         , 0               ,         , -0.00064        ,        
Lcals_FIRST_MIN           , -4.9e-05        ,         , 0.27            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.015           ,         , 0.017           ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , -0.0022         ,         , -0.0022         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0012          ,         , 0.0014          ,         , 0               ,         , -0.0033         ,        
Lcals_HYDRO_2D            , -0.0011         ,         , 0.0067          ,         , 0               ,         , 0.09            ,        
Lcals_INT_PREDICT         , 0.00036         ,         , 0.00056         ,         , 0               ,         , 0.00082         ,        
Lcals_PLANCKIAN           , 9.1e-05         ,         , 2.1e-05         ,         , 0               ,         , -0.0094         ,        
Lcals_TRIDIAG_ELIM        , -0.00035        ,         , -0.00037        ,         , 0               ,         , 0.0013          ,        
Stream_ADD                , 0.0023          ,         , 0.0034          ,         , 0.0022          ,         , 0.0011          ,        
Stream_COPY               , 0.00099         ,         , -0.29           ,         , 0.00053         ,         , -3.6e-05        ,        
Stream_DOT                , -0.00025        ,         , 0.0092          ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0085          ,         , 0.0088          ,         , 0.0018          ,         , 0.0024          ,        
Stream_TRIAD              , 0.0012          ,         , 0.0022          ,         , -0.0019         ,         , -0.00086        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.18           ,         , -0.29           ,         , -0.012          ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.8             ,        
Col Avg                   , -0.0012         ,         , 0.33            ,         , 0.065           ,         , 0.023           ,        
Col Std Dev               , 0.0011          ,         , 2.3             ,         , 0.012           ,         , 0.038           ,        
