FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Apps_DEL_DOT_VEC_2D       , -9e-06          ,         , -0.0014         ,         , -0.033          ,         , 0.018           ,         , 0               ,        
Apps_ENERGY               , -0.0021         ,         , -0.063          ,         , 0               ,         , 0.0079          ,         , 0               ,        
Apps_FIR                  , -0.0005         ,         , -0.079          ,         , 0               ,         , 0.054           ,         , 0               ,        
Apps_HALOEXCHANGE         , 0.73            ,OVER_TOL , 0.8             ,OVER_TOL , 0               ,         , -0.0034         ,         , -0.91           ,        
Apps_LTIMES               , 0.00048         ,         , 0.063           ,         , 0.28            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_LTIMES_NOVIEW        , -0.00039        ,         , 0.063           ,         , 0.28            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_PRESSURE             , -0.073          ,         , -0.075          ,         , 0               ,         , -0.0075         ,         , 0               ,        
Apps_VOL3D                , -0.00035        ,         , 0.0055          ,         , 0               ,         , -0.14           ,         , 0               ,        
Basic_ATOMIC_PI           , -0.00025        ,         , 1.5             ,OVER_TOL , -0.00054        ,         , 0.024           ,         , 0               ,        
Basic_DAXPY               , -7.2e-05        ,         , -0.0031         ,         , -0.012          ,         , -0.0092         ,         , 0               ,        
Basic_IF_QUAD             , 0.0036          ,         , 0.0047          ,         , 0.091           ,         , 0.077           ,         , 0               ,        
Basic_INIT3               , 0.0026          ,         , 0.0039          ,         , -0.0085         ,         , -0.0017         ,         , 0               ,        
Basic_INIT_VIEW1D         , 4e-05           ,         , 0.00026         ,         , 0.00086         ,         , 0.0012          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -3e-05          ,         , 1.1             ,OVER_TOL , 0.00069         ,         , 0.0054          ,         , 0               ,        
Basic_MULADDSUB           , 5.3e-05         ,         , 0.00076         ,         , 0.075           ,         , 0.077           ,         , 0               ,        
Basic_NESTED_INIT         , 0.0027          ,         , 0.0027          ,         , 0.0012          ,         , -0.00021        ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00054        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.1             ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -1.7e-05        ,         , -6.8e-06        ,         , 0               ,         , -0.41           ,         , 0               ,        
Lcals_DIFF_PREDICT        , 0.00053         ,         , -0.14           ,         , 0               ,         , -0.00018        ,         , 0               ,        
Lcals_EOS                 , 0.00027         ,         , 0.0014          ,         , 0               ,         , 0.011           ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.001           ,         , 0.00013         ,         , 0               ,         , -0.0096         ,         , 0               ,        
Lcals_FIRST_MIN           , 0.00052         ,         , -0.21           ,         , 0               ,         , -0.45           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00065        ,         , 0.0014          ,         , 0               ,         , 0.0037          ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , 0.0013          ,         , 0.0016          ,         , 0               ,         , 0.0015          ,         , 0               ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.0022          ,         , 0               ,         , -0.0007         ,         , 0               ,        
Lcals_HYDRO_2D            , -0.00077        ,         , 0.0072          ,         , 0               ,         , 0.082           ,         , 0               ,        
Lcals_INT_PREDICT         , 0.0093          ,         , 0.01            ,         , 0               ,         , 0.024           ,         , 0               ,        
Lcals_PLANCKIAN           , -0.00015        ,         , 0.038           ,         , 0               ,         , -0.026          ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , -0.00034        ,         , 0.00017         ,         , 0               ,         , 0.02            ,         , 0               ,        
Stream_ADD                , 0.0042          ,         , 0.0065          ,         , 0.0016          ,         , 0.0023          ,         , 0               ,        
Stream_COPY               , 0.0051          ,         , -0.19           ,         , -0.00076        ,         , -0.00021        ,         , 0               ,        
Stream_DOT                , 0.00014         ,         , 0.00018         ,         , 0               ,         , -0.21           ,         , 0               ,        
Stream_MUL                , 0.022           ,         , 0.025           ,         , 0.0022          ,         , 0.003           ,         , 0               ,        
Stream_TRIAD              , 0.0015          ,         , 0.0021          ,         , -0.00017        ,         , 0.00046         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.073          ,         , -0.21           ,         , -0.033          ,         , -0.45           ,         , -0.91           ,        
Col Max                   , 0.73            ,         , 8.8             ,         , 0.28            ,         , 0.31            ,         , -0.91           ,        
Col Avg                   , 0.021           ,         , 0.34            ,         , 0.046           ,         , -0.0038         ,         , -0.91           ,        
Col Std Dev               , 0.015           ,         , 2.3             ,         , 0.0097          ,         , 0.02            ,         , 0               ,        
