Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.371 ,    1.214 ,     0.014 ,       0.015 ,     0.016 ,             Not run ,         0.016 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.857 ,    0.860 ,     0.020 ,       0.020 ,     0.020 ,             Not run ,         0.020 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.788 ,    1.093 ,     0.022 ,       0.023 ,     0.022 ,             Not run ,         0.019 ,        Not run
Basic_INIT3               ,    1.000 ,      2.186 ,    0.970 ,     0.025 ,       0.025 ,     0.023 ,             Not run ,         0.025 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      0.971 ,    0.382 ,     0.013 ,       0.013 ,     0.013 ,             Not run ,         0.013 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.178 ,    0.647 ,     0.016 ,       0.016 ,     0.016 ,             Not run ,         0.016 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      2.246 ,    2.169 ,     0.025 ,       0.025 ,     0.024 ,             Not run ,         0.025 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      2.302 ,    2.266 ,     0.027 ,       0.029 ,     0.029 ,             Not run ,         0.028 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.548 ,    1.959 ,     0.018 ,     Not run ,     0.018 ,             Not run ,         0.019 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.383 ,    0.942 ,     0.012 ,     Not run ,     0.011 ,             Not run ,         0.011 ,        Not run
