Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.551462 ,   1.551297 , 1.541983 ,  0.006780 ,    0.006822 ,  0.006759 ,       Not run ,        Not run
Apps_ENERGY               , 1.601162 ,   1.597945 , 1.600568 ,  0.037865 ,     Not run ,  0.037800 ,       Not run ,        Not run
Apps_FIR                  , 1.855230 ,   1.856408 , 1.711174 ,  0.004144 ,     Not run ,  0.004375 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037008 ,   0.036715 , 0.045842 ,  0.038311 ,     Not run ,  0.037919 ,       Not run ,        Not run
Apps_LTIMES               , 2.060349 ,   2.064402 , 2.187100 ,  0.015427 ,    0.019861 ,  0.020313 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 2.060124 ,   2.061833 , 2.188034 ,  0.015429 ,    0.019862 ,  0.020274 ,       Not run ,        Not run
Apps_PRESSURE             , 1.890589 ,   1.891125 , 1.893212 ,  0.046895 ,     Not run ,  0.047185 ,       Not run ,        Not run
Apps_VOL3D                , 1.971283 ,   1.971647 , 1.987215 ,  0.006514 ,     Not run ,  0.005308 ,       Not run ,        Not run
Basic_DAXPY               , 0.343999 ,   0.354625 , 0.357345 ,  0.016413 ,    0.016411 ,  0.016442 ,      0.045472 ,        Not run
Basic_IF_QUAD             , 2.276095 ,   2.269017 , 2.283752 ,  0.012101 ,    0.014079 ,  0.014094 ,      0.023866 ,        Not run
Basic_INIT3               , 0.637482 ,   0.637999 , 0.637573 ,  0.027038 ,    0.027040 ,  0.026989 ,      0.057448 ,        Not run
Basic_INIT_VIEW1D         , 2.230622 ,   2.230540 , 2.230769 ,  0.030474 ,    0.030451 ,  0.030598 ,      0.211823 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 2.073979 ,   2.072897 , 4.354474 ,  0.030432 ,    0.030535 ,  0.030694 ,      0.206322 ,        Not run
Basic_MULADDSUB           , 0.485949 ,   0.485269 , 0.485315 ,  0.018900 ,    0.022404 ,  0.022379 ,      0.040312 ,        Not run
Basic_NESTED_INIT         , 1.166639 ,   1.232630 , 1.176695 ,  0.019828 ,    0.019921 ,  0.019903 ,      0.088350 ,        Not run
Basic_PI_ATOMIC           , 0.143974 ,   0.143950 , 0.362717 ,  0.120489 ,    0.119389 ,  0.111232 ,      0.128985 ,        Not run
Basic_REDUCE3_INT         , 0.022922 ,   0.022925 , 0.224300 ,  0.005068 ,     Not run ,  0.008830 ,      0.004327 ,        Not run
Basic_TRAP_INT            , 0.327571 ,   0.327578 , 0.327547 ,  0.002438 ,     Not run ,  0.001537 ,      0.004049 ,        Not run
Lcals_DIFF_PREDICT        , 0.969923 ,   0.969947 , 0.849581 ,  0.051790 ,     Not run ,  0.052052 ,      0.079781 ,        Not run
Lcals_EOS                 , 1.188300 ,   1.189335 , 1.189097 ,  0.021818 ,     Not run ,  0.021840 ,      0.051533 ,        Not run
Lcals_FIRST_DIFF          , 1.318310 ,   1.337090 , 1.340534 ,  0.047111 ,     Not run ,  0.047141 ,      0.163684 ,        Not run
Lcals_FIRST_MIN           , 0.091548 ,   0.092279 , 0.113810 ,  0.006731 ,     Not run ,  0.003664 ,      0.010532 ,        Not run
Lcals_FIRST_SUM           , 1.324285 ,   1.336497 , 1.336779 ,  0.047134 ,     Not run ,  0.049507 ,      0.165073 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.494434 ,   1.494366 , 1.494465 ,  0.051742 ,     Not run ,  0.046465 ,      0.107453 ,        Not run
Lcals_HYDRO_1D            , 1.036157 ,   1.037181 , 1.037398 ,  0.032674 ,     Not run ,  0.032686 ,      0.090667 ,        Not run
Lcals_HYDRO_2D            , 1.693307 ,   1.692809 , 1.706347 ,  0.022260 ,     Not run ,  0.024262 ,      0.041059 ,        Not run
Lcals_INT_PREDICT         , 1.381873 ,   1.380516 , 1.380862 ,  0.045140 ,     Not run ,  0.044976 ,      0.067698 ,        Not run
Lcals_PLANCKIAN           , 1.617325 ,   1.617403 , 1.617385 ,  0.002685 ,     Not run ,  0.002657 ,      0.005777 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.093171 ,   1.132260 , 1.122082 ,  0.043246 ,     Not run ,  0.043485 ,      0.103092 ,        Not run
Stream_ADD                , 0.771298 ,   0.771473 , 0.772067 ,  0.032605 ,    0.032614 ,  0.032641 ,      0.089908 ,        Not run
Stream_COPY               , 1.447190 ,   1.448457 , 1.002673 ,  0.042130 ,    0.042119 ,  0.042140 ,      0.148393 ,        Not run
Stream_DOT                , 3.968308 ,   3.967436 , 3.997424 ,  0.106351 ,     Not run ,  0.082636 ,      0.200574 ,        Not run
Stream_MUL                , 1.147802 ,   1.157788 , 1.159429 ,  0.042066 ,    0.042165 ,  0.042185 ,      0.148075 ,        Not run
Stream_TRIAD              , 0.762969 ,   0.763064 , 0.763499 ,  0.032669 ,    0.032677 ,  0.032681 ,      0.090461 ,        Not run
