FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00018        ,         , -0.0014         ,         , -0.0029         ,         , -0.0077         ,        
Apps_ENERGY               , 0.00041         ,         , -0.00025        ,         , 0               ,         , 0.0033          ,        
Apps_FIR                  , 0.00017         ,         , -0.08           ,         , 0               ,         , 0.044           ,        
Apps_HALOEXCHANGE         , 0.45            ,OVER_TOL , 0.39            ,OVER_TOL , 0               ,         , -0.016          ,        
Apps_LTIMES               , 0.00095         ,         , 0.061           ,         , 0.28            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00014        ,         , 0.062           ,         , 0.28            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00031         ,         , 0.0014          ,         , 0               ,         , 0.0047          ,        
Apps_VOL3D                , 0.00023         ,         , 0.008           ,         , 0               ,         , -0.2            ,        
Basic_DAXPY               , 0.05            ,         , 0.065           ,         , -0.00017        ,         , 0.0012          ,        
Basic_IF_QUAD             , -0.005          ,         , 0.0037          ,         , 0.17            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , 2e-05           ,         , 0.00019         ,         , -0.00052        ,         , -0.0014         ,        
Basic_INIT_VIEW1D         , 1.7e-06         ,         , 5.4e-05         ,         , -0.00091        ,         , 0.0042          ,        
Basic_INIT_VIEW1D_OFFSET  , -2.5e-05        ,         , 1.1             ,OVER_TOL , 0.004           ,         , -0.0027         ,        
Basic_MULADDSUB           , -0.0028         ,         , -0.0026         ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0072          ,         , 0.0026          ,         , 0.0039          ,        
Basic_PI_ATOMIC           , -3.2e-05        ,         , 1.5             ,OVER_TOL , -0.00019        ,         , 0.00029         ,        
Basic_REDUCE3_INT         , 0.00024         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.68            ,OVER_TOL
Basic_TRAP_INT            , -0.0001         ,         , -9.3e-05        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.0007         ,         , -0.12           ,         , 0               ,         , 0.0048          ,        
Lcals_EOS                 , 0.0012          ,         , 0.0011          ,         , 0               ,         , -0.00095        ,        
Lcals_FIRST_DIFF          , 0.032           ,         , 0.038           ,         , 0               ,         , -0.00013        ,        
Lcals_FIRST_MIN           , -0.025          ,         , 0.23            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.024           ,         , 0.031           ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , 0.00012         ,         , 0.00013         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00096         ,         , 0.00087         ,         , 0               ,         , -0.00022        ,        
Lcals_HYDRO_2D            , -0.00011        ,         , 0.0075          ,         , 0               ,         , 0.091           ,        
Lcals_INT_PREDICT         , -0.0024         ,         , -0.0021         ,         , 0               ,         , -0.00092        ,        
Lcals_PLANCKIAN           , -1.9e-05        ,         , 1e-05           ,         , 0               ,         , -0.0054         ,        
Lcals_TRIDIAG_ELIM        , -0.00035        ,         , 4.7e-05         ,         , 0               ,         , 0.0074          ,        
Stream_ADD                , 0.0039          ,         , 0.008           ,         , 0.00036         ,         , 0.0022          ,        
Stream_COPY               , 0.0022          ,         , -0.33           ,         , 0.00043         ,         , 0.00075         ,        
Stream_DOT                , 5e-05           ,         , 0.0028          ,         , 0               ,         , -0.25           ,        
Stream_MUL                , 0.022           ,         , 0.025           ,         , 0.0012          ,         , 0.0027          ,        
Stream_TRIAD              , -0.0005         ,         , 0.00036         ,         , -0.001          ,         , -8e-06          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.025          ,         , -0.33           ,         , -0.0029         ,         , -0.44           ,        
Col Max                   , 0.45            ,         , 8.8             ,         , 0.28            ,         , 0.68            ,        
Col Avg                   , 0.018           ,         , 0.35            ,         , 0.062           ,         , 0.015           ,        
Col Std Dev               , 0.0059          ,         , 2.3             ,         , 0.011           ,         , 0.034           ,        
