Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      0.999 ,    0.397 ,     0.188 ,       0.188 ,     0.183 ,             Not run ,         0.037 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.001 ,    10.595 ,      10.724 ,    10.445 ,             Not run ,         7.370 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.983 ,    0.979 ,   173.267 ,     161.550 ,   159.908 ,             Not run ,       111.654 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    16.402 ,      16.451 ,    16.166 ,             Not run ,         8.638 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    61.643 ,      61.574 ,    61.546 ,             Not run ,        25.191 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.477 ,    60.159 ,      60.111 ,    59.348 ,             Not run ,        24.392 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    22.871 ,      22.353 ,    22.544 ,             Not run ,        12.047 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.210 ,     103.120 ,   103.137 ,             Not run ,        33.194 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.105 ,     3.796 ,     Not run ,     3.259 ,             Not run ,        11.332 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,    18.675 ,     Not run ,    30.666 ,             Not run ,        22.698 ,        Not run
