FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00071        ,         , -0.002          ,         , -0.007          ,         , 0.0014          ,        
Apps_ENERGY               , 0.0011          ,         , -0.00081        ,         , 0               ,         , -0.0028         ,        
Apps_FIR                  , -0.00065        ,         , -0.081          ,         , 0               ,         , 0.041           ,        
Apps_HALOEXCHANGE         , 0.39            ,OVER_TOL , 0.48            ,OVER_TOL , 0               ,         , -0.064          ,        
Apps_LTIMES               , 0.00086         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00074         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00092        ,         , -0.0028         ,         , 0               ,         , 0.0045          ,        
Apps_VOL3D                , 0.00013         ,         , 0.0091          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.036           ,         , 0.048           ,         , 0.0014          ,         , 0.0011          ,        
Basic_IF_QUAD             , -0.0044         ,         , 0.0034          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , -7.1e-05        ,         , 0.00014         ,         , 0.0013          ,         , -0.00019        ,        
Basic_INIT_VIEW1D         , -2.8e-05        ,         , 6.1e-05         ,         , -0.00026        ,         , 0.004           ,        
Basic_INIT_VIEW1D_OFFSET  , -3e-05          ,         , 1.1             ,OVER_TOL , 0.0033          ,         , 0.0069          ,        
Basic_MULADDSUB           , 0.0014          ,         , -0.0017         ,         , 0.17            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0082          ,         , 0.0048          ,         , 0.0098          ,        
Basic_PI_ATOMIC           , 0.00023         ,         , 1.5             ,OVER_TOL , -0.00028        ,         , 0.00014         ,        
Basic_REDUCE3_INT         , 7.8e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.78            ,OVER_TOL
Basic_TRAP_INT            , -0.00015        ,         , -8.2e-05        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.0019         ,         , -0.13           ,         , 0               ,         , 0.0057          ,        
Lcals_EOS                 , 0.00089         ,         , 0.00093         ,         , 0               ,         , 0.0011          ,        
Lcals_FIRST_DIFF          , 0.014           ,         , 0.017           ,         , 0               ,         , 0.00024         ,        
Lcals_FIRST_MIN           , -0.00029        ,         , 0.26            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.0098          ,         , 0.011           ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , 8.8e-05         ,         , 0.00017         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00097         ,         , 0.001           ,         , 0               ,         , -0.002          ,        
Lcals_HYDRO_2D            , -0.00058        ,         , 0.0059          ,         , 0               ,         , 0.085           ,        
Lcals_INT_PREDICT         , 0.00041         ,         , 0.0014          ,         , 0               ,         , 0.0028          ,        
Lcals_PLANCKIAN           , -0.0011         ,         , -0.0012         ,         , 0               ,         , -0.0089         ,        
Lcals_TRIDIAG_ELIM        , -4.5e-05        ,         , -0.00019        ,         , 0               ,         , 0.011           ,        
Stream_ADD                , 0.0024          ,         , 0.0027          ,         , 0.0012          ,         , 0.0019          ,        
Stream_COPY               , 0.0006          ,         , -0.29           ,         , -9.9e-05        ,         , 1.2e-05         ,        
Stream_DOT                , -0.00027        ,         , 0.0097          ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.012           ,         , 0.014           ,         , 0.0023          ,         , 0.0022          ,        
Stream_TRIAD              , -0.00081        ,         , -2.1e-05        ,         , -6.4e-05        ,         , -0.00012        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0044         ,         , -0.29           ,         , -0.007          ,         , -0.44           ,        
Col Max                   , 0.39            ,         , 8.8             ,         , 0.29            ,         , 0.78            ,        
Col Avg                   , 0.015           ,         , 0.35            ,         , 0.061           ,         , 0.018           ,        
Col Std Dev               , 0.0045          ,         , 2.3             ,         , 0.011           ,         , 0.037           ,        
