Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.001 ,   188.685 ,     190.585 ,   189.069 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.997 ,    1.000 ,    35.777 ,     Not run ,    35.787 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.001 ,    1.085 ,   371.847 ,     Not run ,   355.784 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.975 ,    0.798 ,     0.825 ,     Not run ,     0.833 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.941 ,   110.842 ,      86.106 ,    84.236 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.999 ,    0.941 ,   110.732 ,      86.234 ,    84.268 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      0.999 ,    0.999 ,    33.864 ,     Not run ,    33.775 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.991 ,   254.747 ,     Not run ,   306.223 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.984 ,    0.988 ,    17.591 ,      17.602 ,    17.582 ,         7.101 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.006 ,    0.996 ,   162.220 ,     136.725 ,   137.227 ,        86.906 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.764 ,      21.707 ,    21.769 ,        11.197 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    60.815 ,      60.839 ,    60.688 ,         9.909 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    56.535 ,      56.365 ,    56.219 ,         9.329 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.007 ,    1.007 ,    22.874 ,      18.443 ,    18.433 ,        11.702 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.946 ,    0.992 ,    53.044 ,      52.837 ,    52.816 ,        12.648 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.114 ,       1.134 ,     1.136 ,         0.967 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.999 ,     Not run ,     2.261 ,         5.074 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   118.387 ,     Not run ,   184.704 ,        77.462 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.141 ,    15.794 ,     Not run ,    15.548 ,        10.526 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    0.999 ,    45.078 ,     Not run ,    44.973 ,        21.110 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.988 ,    0.981 ,    23.577 ,     Not run ,    23.579 ,         7.494 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.042 ,    0.812 ,    13.003 ,     Not run ,    22.819 ,         8.362 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.992 ,    0.990 ,    23.600 ,     Not run ,    22.473 ,         7.467 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      0.993 ,    0.994 ,    24.430 ,     Not run ,    27.252 ,        13.177 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    26.495 ,     Not run ,    26.484 ,        10.683 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.001 ,    0.993 ,    63.064 ,     Not run ,    57.939 ,        36.416 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.999 ,    1.001 ,    25.925 ,     Not run ,    25.972 ,        18.257 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.001 ,    1.001 ,   501.669 ,     Not run ,   505.641 ,       256.843 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    21.577 ,     Not run ,    21.514 ,        10.089 ,        Not run
Stream_ADD                ,    1.000 ,      0.998 ,    0.999 ,    19.684 ,      19.674 ,    19.655 ,         7.918 ,        Not run
Stream_COPY               ,    1.000 ,      0.999 ,    1.290 ,    29.218 ,      29.208 ,    29.220 ,         9.116 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.991 ,    33.480 ,     Not run ,    41.745 ,        18.329 ,        Not run
Stream_MUL                ,    1.000 ,      0.992 ,    0.991 ,    22.982 ,      22.955 ,    22.925 ,         7.214 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.999 ,    0.996 ,    19.753 ,      19.818 ,    19.768 ,         7.881 ,        Not run
