FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Apps_DEL_DOT_VEC_2D       , 0.00066         ,         , -0.0023         ,         , -0.032          ,         , 0.016           ,         , 0               ,        
Apps_ENERGY               , -0.0013         ,         , -0.064          ,         , 0               ,         , 0.004           ,         , 0               ,        
Apps_FIR                  , -0.00059        ,         , -0.083          ,         , 0               ,         , 0.13            ,OVER_TOL , 0               ,        
Apps_HALOEXCHANGE         , 0.0088          ,         , 0.11            ,OVER_TOL , 0               ,         , 0.00096         ,         , -0.9            ,        
Apps_LTIMES               , -0.00057        ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL , 0               ,        
Apps_LTIMES_NOVIEW        , -0.00034        ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_PRESSURE             , -0.073          ,         , -0.073          ,         , 0               ,         , 0.028           ,         , 0               ,        
Apps_VOL3D                , -0.00022        ,         , 0.0054          ,         , 0               ,         , -0.16           ,         , 0               ,        
Basic_ATOMIC_PI           , -0.00012        ,         , 1.5             ,OVER_TOL , -0.0029         ,         , 0.019           ,         , 0               ,        
Basic_DAXPY               , -0.00021        ,         , -0.0031         ,         , -0.015          ,         , -0.0077         ,         , 0               ,        
Basic_IF_QUAD             , 0.0044          ,         , 0.0043          ,         , 0.089           ,         , 0.079           ,         , 0               ,        
Basic_INIT3               , 0.0012          ,         , 0.003           ,         , 0.0031          ,         , 0.0068          ,         , 0               ,        
Basic_INIT_VIEW1D         , 4.3e-06         ,         , 0.00024         ,         , 0.00099         ,         , 0.0014          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -5.9e-05        ,         , 1.1             ,OVER_TOL , 0.002           ,         , 0.025           ,         , 0               ,        
Basic_MULADDSUB           , -3.8e-05        ,         , 0.003           ,         , 0.075           ,         , 0.076           ,         , 0               ,        
Basic_NESTED_INIT         , 6.5e-05         ,         , 0.0026          ,         , 0.00053         ,         , 5e-06           ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00032        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.1             ,         , 0               ,        
Basic_TRAP_INT            , 2e-05           ,         , -2.1e-05        ,         , 0               ,         , -0.41           ,         , 0               ,        
Lcals_DIFF_PREDICT        , 3.7e-05         ,         , -0.15           ,         , 0               ,         , 0.0019          ,         , 0               ,        
Lcals_EOS                 , 0.00021         ,         , 0.0014          ,         , 0               ,         , 0.0032          ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.0016          ,         , 0.00015         ,         , 0               ,         , 0.0046          ,         , 0               ,        
Lcals_FIRST_MIN           , 0.072           ,         , 0.27            ,OVER_TOL , 0               ,         , -0.41           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00034        ,         , 0.0039          ,         , 0               ,         , 0.00027         ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , -0.0004         ,         , 0.00038         ,         , 0               ,         , -0.0013         ,         , 0               ,        
Lcals_HYDRO_1D            , 0.00087         ,         , 0.0023          ,         , 0               ,         , -0.0018         ,         , 0               ,        
Lcals_HYDRO_2D            , -0.00024        ,         , 0.0076          ,         , 0               ,         , 0.087           ,         , 0               ,        
Lcals_INT_PREDICT         , 0.0069          ,         , 0.0072          ,         , 0               ,         , 0.017           ,         , 0               ,        
Lcals_PLANCKIAN           , -9.4e-05        ,         , 0.0041          ,         , 0               ,         , -0.03           ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , -0.001          ,         , -0.00039        ,         , 0               ,         , 0.011           ,         , 0               ,        
Stream_ADD                , 0.00097         ,         , 0.0018          ,         , 0.0016          ,         , 0.0018          ,         , 0               ,        
Stream_COPY               , 0.0012          ,         , -0.23           ,         , 0.0001          ,         , 0.0013          ,         , 0               ,        
Stream_DOT                , -0.00067        ,         , 6.6e-07         ,         , 0               ,         , -0.2            ,         , 0               ,        
Stream_MUL                , 0.019           ,         , 0.024           ,         , 0.0012          ,         , 0.003           ,         , 0               ,        
Stream_TRIAD              , -0.00021        ,         , 0.0024          ,         , 5.6e-05         ,         , -0.00036        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.073          ,         , -0.23           ,         , -0.032          ,         , -0.41           ,         , -0.9            ,        
Col Max                   , 0.072           ,         , 8.8             ,         , 0.29            ,         , 0.32            ,         , -0.9            ,        
Col Avg                   , 0.0011          ,         , 0.34            ,         , 0.046           ,         , 0.00094         ,         , -0.9            ,        
Col Std Dev               , 0.00032         ,         , 2.3             ,         , 0.0098          ,         , 0.019           ,         , 0               ,        
