Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            ,    1.000 ,    Not run ,    0.944 ,   Not run ,     Not run ,    90.093 ,        22.227 ,        Not run
Algorithm_SORTPAIRS       ,    1.000 ,    Not run ,    0.943 ,   Not run ,     Not run ,    88.179 ,           inf ,        Not run
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      0.999 ,    1.003 ,   186.610 ,     187.567 ,   186.311 ,        19.262 ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    1.000 ,    35.754 ,     Not run ,    35.674 ,        10.626 ,        Not run
Apps_FIR                  ,    1.000 ,      1.011 ,    1.095 ,   374.651 ,     Not run ,   358.030 ,        68.536 ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.989 ,    0.844 ,     0.838 ,     Not run ,     0.849 ,         0.030 ,        Not run
Apps_LTIMES               ,    1.000 ,      1.001 ,    0.935 ,   125.862 ,     107.127 ,   104.098 ,        65.193 ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.000 ,    0.948 ,   125.809 ,     107.205 ,   104.360 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    1.000 ,    33.967 ,     Not run ,    33.729 ,         7.824 ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   240.853 ,     Not run ,   301.827 ,        88.052 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.984 ,    0.974 ,    17.635 ,      17.614 ,    17.611 ,         4.110 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.006 ,    0.996 ,   155.255 ,     133.588 ,   132.956 ,        58.537 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.315 ,      21.343 ,    21.329 ,         7.181 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    61.614 ,      61.641 ,    61.460 ,         5.303 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    57.341 ,      57.147 ,    56.959 ,         4.923 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    22.246 ,      18.992 ,    19.014 ,         7.449 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.001 ,    1.058 ,    87.550 ,      87.153 ,    83.500 ,         7.326 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.135 ,       1.136 ,     1.135 ,         0.744 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     8.921 ,     Not run ,     7.360 ,         1.838 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   113.986 ,     Not run ,   182.676 ,        26.825 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.141 ,    15.033 ,     Not run ,    14.931 ,         9.529 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.999 ,    1.001 ,    45.162 ,     Not run ,    45.182 ,        13.123 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.978 ,    0.974 ,    23.310 ,     Not run ,    23.306 ,         3.933 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      0.946 ,    0.790 ,    11.681 ,     Not run ,    21.025 ,         3.332 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.984 ,    0.974 ,    23.410 ,     Not run ,    22.230 ,         3.927 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.636 ,     Not run ,    27.445 ,         8.379 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.000 ,    0.997 ,    26.351 ,     Not run ,    26.363 ,         6.112 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.004 ,    1.004 ,    64.568 ,     Not run ,    62.451 ,        25.763 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.999 ,    0.999 ,    26.241 ,     Not run ,    26.282 ,        13.566 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   505.509 ,     Not run ,   507.494 ,       166.664 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.001 ,    1.000 ,    22.258 ,     Not run ,    22.033 ,         6.456 ,        Not run
Stream_ADD                ,    1.000 ,      1.000 ,    1.001 ,    21.518 ,      21.480 ,    21.479 ,         4.974 ,        Not run
Stream_COPY               ,    1.000 ,      0.996 ,    1.238 ,    28.657 ,      28.648 ,    28.671 ,         4.788 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.985 ,    31.269 ,     Not run ,    39.610 ,         7.435 ,        Not run
Stream_MUL                ,    1.000 ,      0.989 ,    0.987 ,    22.657 ,      22.609 ,    22.747 ,         3.817 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.999 ,    0.997 ,    20.245 ,      20.249 ,    20.257 ,         4.668 ,        Not run
