Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.397 ,     0.205 ,       0.205 ,     0.199 ,             Not run ,         0.040 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.000 ,    11.995 ,      12.128 ,    11.825 ,             Not run ,         8.027 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.980 ,    0.982 ,   161.703 ,     150.038 ,   150.977 ,             Not run ,       117.195 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    15.494 ,      15.479 ,    15.480 ,             Not run ,         9.160 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    0.999 ,    61.992 ,      61.914 ,    62.026 ,             Not run ,        26.139 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.477 ,    60.254 ,      60.045 ,    59.982 ,             Not run ,        24.576 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    24.482 ,      22.708 ,    22.925 ,             Not run ,        12.776 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.372 ,     103.205 ,   103.291 ,             Not run ,        33.178 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.105 ,     4.252 ,     Not run ,     3.376 ,             Not run ,        11.824 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,    20.080 ,     Not run ,    32.713 ,             Not run ,        24.491 ,        Not run
