Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.001 ,   224.686 ,     229.527 ,   224.343 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.002 ,    1.002 ,    42.391 ,     Not run ,    42.318 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      0.999 ,    1.087 ,   443.411 ,     Not run ,   425.381 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.985 ,    0.928 ,     0.614 ,     Not run ,     0.620 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.941 ,   133.505 ,     103.714 ,   101.404 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.999 ,    0.942 ,   133.376 ,     103.671 ,   101.541 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    1.001 ,    40.151 ,     Not run ,    39.835 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   309.385 ,     Not run ,   354.615 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.972 ,    0.966 ,    20.295 ,      20.292 ,    20.253 ,         7.364 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.004 ,    0.997 ,   189.681 ,     160.952 ,   164.888 ,        96.742 ,        Not run
Basic_INIT3               ,    1.000 ,      1.001 ,    1.000 ,    23.933 ,      23.847 ,    23.926 ,        11.226 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    73.092 ,      73.101 ,    72.647 ,        10.824 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.001 ,    0.476 ,    69.978 ,      69.781 ,    69.386 ,        10.232 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    26.118 ,      22.129 ,    22.527 ,        12.293 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.946 ,    0.991 ,    67.275 ,      66.988 ,    66.727 ,        14.007 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.366 ,       1.366 ,     1.366 ,         1.135 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     4.305 ,     Not run ,     2.536 ,         5.370 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.001 ,    1.001 ,   131.539 ,     Not run ,   209.176 ,        80.224 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.141 ,    18.714 ,     Not run ,    18.680 ,        12.159 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.000 ,    1.000 ,    54.629 ,     Not run ,    54.366 ,        23.221 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.991 ,    0.990 ,    27.273 ,     Not run ,    27.242 ,         7.793 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.000 ,    0.787 ,    13.583 ,     Not run ,    24.531 ,         8.546 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.994 ,    0.993 ,    27.530 ,     Not run ,    26.178 ,         7.903 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.001 ,    29.328 ,     Not run ,    32.625 ,        14.335 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    31.548 ,     Not run ,    31.619 ,        11.496 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.000 ,    0.992 ,    75.147 ,     Not run ,    68.539 ,        40.368 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.998 ,    0.999 ,    30.562 ,     Not run ,    30.601 ,        20.429 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   611.203 ,     Not run ,   612.885 ,       285.493 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    24.955 ,     Not run ,    24.735 ,        10.605 ,        Not run
Stream_ADD                ,    1.000 ,      0.999 ,    0.999 ,    22.788 ,      22.731 ,    22.734 ,         8.175 ,        Not run
Stream_COPY               ,    1.000 ,      0.999 ,    1.329 ,    34.421 ,      34.416 ,    34.365 ,         9.815 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.993 ,    35.934 ,     Not run ,    45.590 ,        19.677 ,        Not run
Stream_MUL                ,    1.000 ,      0.993 ,    0.994 ,    26.799 ,      26.757 ,    26.819 ,         7.693 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.000 ,    0.999 ,    22.589 ,      22.626 ,    22.555 ,         8.210 ,        Not run
