FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0015          ,         , -0.0044         ,         , 0.0044          ,         , -0.0076         ,        
Apps_ENERGY               , -0.0011         ,         , -0.00096        ,         , 0               ,         , -0.00081        ,        
Apps_FIR                  , -0.00072        ,         , -0.08           ,         , 0               ,         , 0.053           ,        
Apps_HALOEXCHANGE         , 0.058           ,         , 0.11            ,OVER_TOL , 0               ,         , -0.012          ,        
Apps_LTIMES               , 0.00064         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00059         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 8.9e-05         ,         , 0.0003          ,         , 0               ,         , 0.0048          ,        
Apps_VOL3D                , 6.6e-05         ,         , 0.0078          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.017           ,         , 0.017           ,         , -2.3e-05        ,         , 0.00084         ,        
Basic_IF_QUAD             , -0.0066         ,         , 0.0054          ,         , 0.16            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , 2.9e-05         ,         , 0.00026         ,         , 0.0053          ,         , -0.00081        ,        
Basic_INIT_VIEW1D         , 2.1e-05         ,         , 5.8e-05         ,         , -4e-05          ,         , 0.0017          ,        
Basic_INIT_VIEW1D_OFFSET  , -6e-05          ,         , 1.1             ,OVER_TOL , 0.0031          ,         , 0.0049          ,        
Basic_MULADDSUB           , 0.0028          ,         , -0.0013         ,         , 0.17            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0085          ,         , 0.0021          ,         , 0.0057          ,        
Basic_PI_ATOMIC           , 0.00038         ,         , 1.5             ,OVER_TOL , -0.067          ,         , -0.098          ,        
Basic_REDUCE3_INT         , 0.00016         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.61            ,OVER_TOL
Basic_TRAP_INT            , -9.1e-05        ,         , 2.7e-05         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00089        ,         , -0.12           ,         , 0               ,         , 0.0058          ,        
Lcals_EOS                 , 0.0016          ,         , 0.0014          ,         , 0               ,         , -0.00063        ,        
Lcals_FIRST_DIFF          , 0.0096          ,         , 0.0066          ,         , 0               ,         , -0.00027        ,        
Lcals_FIRST_MIN           , 5.5e-05         ,         , 0.25            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0067          ,         , 0.0068          ,         , 0               ,         , 0.05            ,        
Lcals_GEN_LIN_RECUR       , 0.00021         ,         , -0.0011         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0021          ,         , 0.0012          ,         , 0               ,         , -0.002          ,        
Lcals_HYDRO_2D            , -0.0015         ,         , 0.0074          ,         , 0               ,         , 0.09            ,        
Lcals_INT_PREDICT         , -0.0021         ,         , 0.0034          ,         , 0               ,         , 0.0033          ,        
Lcals_PLANCKIAN           , -3.7e-05        ,         , 0.0001          ,         , 0               ,         , -0.015          ,        
Lcals_TRIDIAG_ELIM        , -3.1e-05        ,         , -7e-06          ,         , 0               ,         , 0.0073          ,        
Stream_ADD                , 0.0015          ,         , 0.0003          ,         , 0.0024          ,         , 0.0014          ,        
Stream_COPY               , 0.0018          ,         , -0.24           ,         , 0.00025         ,         , -0.0037         ,        
Stream_DOT                , -0.00016        ,         , 0.01            ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0068          ,         , 0.0068          ,         , 0.00076         ,         , 0.001           ,        
Stream_TRIAD              , -0.00073        ,         , 0.00024         ,         , -0.00019        ,         , 0.00027         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0066         ,         , -0.24           ,         , -0.067          ,         , -0.43           ,        
Col Max                   , 0.058           ,         , 8.8             ,         , 0.29            ,         , 0.61            ,        
Col Avg                   , 0.0046          ,         , 0.34            ,         , 0.058           ,         , 0.013           ,        
Col Std Dev               , 0.00019         ,         , 2.3             ,         , 0.012           ,         , 0.031           ,        
