Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281172 ,   1.282917 , 1.277346 ,  0.006852 ,    0.006838 ,  0.006824 ,       Not run ,        Not run
Apps_ENERGY               , 1.338606 ,   1.339062 , 1.339758 ,  0.037744 ,     Not run ,  0.037825 ,       Not run ,        Not run
Apps_FIR                  , 1.540238 ,   1.539073 , 1.419668 ,  0.004173 ,     Not run ,  0.004381 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.035615 ,   0.027169 , 0.034063 ,  0.036999 ,     Not run ,  0.036560 ,       Not run ,        Not run
Apps_LTIMES               , 1.709540 ,   1.712320 , 1.814379 ,  0.015431 ,    0.019861 ,  0.020305 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.709116 ,   1.709518 , 1.815667 ,  0.015436 ,    0.019862 ,  0.020273 ,       Not run ,        Not run
Apps_PRESSURE             , 1.601323 ,   1.598304 , 1.598852 ,  0.047151 ,     Not run ,  0.047366 ,       Not run ,        Not run
Apps_VOL3D                , 1.635112 ,   1.635358 , 1.648380 ,  0.006603 ,     Not run ,  0.005331 ,       Not run ,        Not run
Basic_DAXPY               , 0.286424 ,   0.292877 , 0.294210 ,  0.016436 ,    0.016446 ,  0.016449 ,      0.041264 ,        Not run
Basic_IF_QUAD             , 1.886754 ,   1.875612 , 1.892374 ,  0.012206 ,    0.014017 ,  0.014459 ,      0.022297 ,        Not run
Basic_INIT3               , 0.557149 ,   0.557124 , 0.557205 ,  0.027181 ,    0.027235 ,  0.027172 ,      0.052911 ,        Not run
Basic_INIT_VIEW1D         , 1.850338 ,   1.850249 , 1.850628 ,  0.030623 ,    0.030587 ,  0.030641 ,      0.185093 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719667 ,   1.719415 , 3.612177 ,  0.030561 ,    0.030665 ,  0.030801 ,      0.187877 ,        Not run
Basic_MULADDSUB           , 0.414780 ,   0.412165 , 0.412156 ,  0.019078 ,    0.022096 ,  0.022274 ,      0.037089 ,        Not run
Basic_NESTED_INIT         , 0.967795 ,   1.022715 , 0.975958 ,  0.018206 ,    0.018321 ,  0.018350 ,      0.077437 ,        Not run
Basic_PI_ATOMIC           , 0.119413 ,   0.119406 , 0.300853 ,  0.109772 ,    0.107844 ,  0.105227 ,      0.124165 ,        Not run
Basic_REDUCE3_INT         , 0.019007 ,   0.019008 , 0.186014 ,  0.005040 ,     Not run ,  0.008486 ,      0.003800 ,        Not run
Basic_TRAP_INT            , 0.271732 ,   0.271732 , 0.271684 ,  0.002360 ,     Not run ,  0.001518 ,      0.003608 ,        Not run
Lcals_DIFF_PREDICT        , 0.809135 ,   0.809878 , 0.710312 ,  0.051795 ,     Not run ,  0.051908 ,      0.078242 ,        Not run
Lcals_EOS                 , 0.983220 ,   0.984529 , 0.984424 ,  0.021769 ,     Not run ,  0.021807 ,      0.047051 ,        Not run
Lcals_FIRST_DIFF          , 1.095449 ,   1.110684 , 1.113326 ,  0.047186 ,     Not run ,  0.047159 ,      0.148474 ,        Not run
Lcals_FIRST_MIN           , 0.075961 ,   0.075888 , 0.093967 ,  0.006165 ,     Not run ,  0.003555 ,      0.009604 ,        Not run
Lcals_FIRST_SUM           , 1.099292 ,   1.109601 , 1.111343 ,  0.047167 ,     Not run ,  0.049554 ,      0.148240 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.251548 ,   1.251680 , 1.251659 ,  0.051591 ,     Not run ,  0.046284 ,      0.097529 ,        Not run
Lcals_HYDRO_1D            , 0.862259 ,   0.862924 , 0.863072 ,  0.032925 ,     Not run ,  0.032872 ,      0.082119 ,        Not run
Lcals_HYDRO_2D            , 1.398792 ,   1.398147 , 1.409830 ,  0.022303 ,     Not run ,  0.024129 ,      0.038428 ,        Not run
Lcals_INT_PREDICT         , 1.168976 ,   1.168427 , 1.168213 ,  0.045194 ,     Not run ,  0.045156 ,      0.064625 ,        Not run
Lcals_PLANCKIAN           , 1.334647 ,   1.334532 , 1.334563 ,  0.002696 ,     Not run ,  0.002661 ,      0.005267 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.927925 ,   0.927774 , 0.927871 ,  0.043356 ,     Not run ,  0.043444 ,      0.093887 ,        Not run
Stream_ADD                , 0.690362 ,   0.695690 , 0.696351 ,  0.032562 ,    0.032613 ,  0.032588 ,      0.081891 ,        Not run
Stream_COPY               , 1.200884 ,   1.202379 , 0.812537 ,  0.042188 ,    0.042149 ,  0.042146 ,      0.133492 ,        Not run
Stream_DOT                , 3.292036 ,   3.291335 , 3.321438 ,  0.102224 ,     Not run ,  0.080772 ,      0.181872 ,        Not run
Stream_MUL                , 0.952444 ,   0.959873 , 0.962027 ,  0.042159 ,    0.042257 ,  0.042271 ,      0.133193 ,        Not run
Stream_TRIAD              , 0.643986 ,   0.645191 , 0.645885 ,  0.032697 ,    0.032847 ,  0.032681 ,      0.082020 ,        Not run
