FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00019        ,         , -0.0016         ,         , -0.007          ,         , -0.0036         ,        
Apps_ENERGY               , 0.0016          ,         , -0.001          ,         , 0               ,         , -0.00099        ,        
Apps_FIR                  , -0.00077        ,         , -0.078          ,         , 0               ,         , 0.046           ,        
Apps_HALOEXCHANGE         , -0.18           ,         , -0.15           ,         , 0               ,         , -0.012          ,        
Apps_LTIMES               , 0.0011          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00022         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.0012          ,         , 7.5e-05         ,         , 0               ,         , -0.0032         ,        
Apps_VOL3D                , 0.00024         ,         , 0.0092          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.012           ,         , 0.018           ,         , 0.0018          ,         , 0.00082         ,        
Basic_IF_QUAD             , -0.0058         ,         , 0.0037          ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -0.00025        ,         , -8.7e-05        ,         , 0.0012          ,         , -0.0012         ,        
Basic_INIT_VIEW1D         , -2.1e-05        ,         , 8.7e-05         ,         , -0.0002         ,         , 0.002           ,        
Basic_INIT_VIEW1D_OFFSET  , -7.6e-06        ,         , 1.1             ,OVER_TOL , 0.004           ,         , 0.0062          ,        
Basic_MULADDSUB           , -0.0072         ,         , -0.0072         ,         , 0.22            ,OVER_TOL , 0.23            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0081          ,         , 0.0063          ,         , 0.0068          ,        
Basic_PI_ATOMIC           , 5.7e-05         ,         , 1.5             ,OVER_TOL , -0.00024        ,         , 0.00041         ,        
Basic_REDUCE3_INT         , 9.9e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.82            ,OVER_TOL
Basic_TRAP_INT            , -0.0002         ,         , -3e-05          ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 7.3e-05         ,         , -0.12           ,         , 0               ,         , 0.0098          ,        
Lcals_EOS                 , 0.0012          ,         , 0.0012          ,         , 0               ,         , 0.00067         ,        
Lcals_FIRST_DIFF          , 0.0083          ,         , 0.0097          ,         , 0               ,         , -0.00055        ,        
Lcals_FIRST_MIN           , -0.064          ,         , 0.18            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0055          ,         , 0.0061          ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , 0.00024         ,         , 0.00032         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0013          ,         , 0.0012          ,         , 0               ,         , -0.00028        ,        
Lcals_HYDRO_2D            , -0.00048        ,         , 0.0074          ,         , 0               ,         , 0.095           ,        
Lcals_INT_PREDICT         , -0.0031         ,         , 1.4e-05         ,         , 0               ,         , 0.00056         ,        
Lcals_PLANCKIAN           , -0.0014         ,         , -0.0014         ,         , 0               ,         , -0.0016         ,        
Lcals_TRIDIAG_ELIM        , -2.4e-05        ,         , 3.2e-05         ,         , 0               ,         , 0.0011          ,        
Stream_ADD                , 0.0059          ,         , 0.0061          ,         , 0.00085         ,         , 0.0014          ,        
Stream_COPY               , 0.00098         ,         , -0.34           ,         , 0.00019         ,         , -0.00059        ,        
Stream_DOT                , -0.00035        ,         , 0.0026          ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0064          ,         , 0.0061          ,         , 0.0016          ,         , 0.0018          ,        
Stream_TRIAD              , 0.0031          ,         , 0.0021          ,         , -0.0027         ,         , 0.00013         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.18           ,         , -0.34           ,         , -0.007          ,         , -0.43           ,        
Col Max                   , 0.056           ,         , 8.8             ,         , 0.29            ,         , 0.82            ,        
Col Avg                   , -0.0045         ,         , 0.33            ,         , 0.066           ,         , 0.024           ,        
Col Std Dev               , 0.0011          ,         , 2.3             ,         , 0.012           ,         , 0.039           ,        
