FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.06            ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.06            ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , 0.00098         ,         , -0.0033         ,         , -0.0051         ,         , 0.0016          ,        
Apps_ENERGY               , -0.00018        ,         , 0.00026         ,         , 0               ,         , 0.0023          ,        
Apps_FIR                  , -0.011          ,         , -0.087          ,         , 0               ,         , 0.046           ,        
Apps_HALOEXCHANGE         , 0.011           ,         , 0.19            ,OVER_TOL , 0               ,         , -0.013          ,        
Apps_LTIMES               , -0.00052        ,         , 0.069           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00038        ,         , 0.055           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_PRESSURE             , -9.7e-06        ,         , 0.00026         ,         , 0               ,         , 0.007           ,        
Apps_VOL3D                , 0.00017         ,         , 0.0081          ,         , 0               ,         , -0.2            ,        
Basic_DAXPY               , 0.017           ,         , 0.026           ,         , 0.0012          ,         , 0.0014          ,        
Basic_IF_QUAD             , -0.0064         ,         , 0.0039          ,         , 0.16            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , -9.6e-05        ,         , 0.00012         ,         , -0.0013         ,         , -0.00067        ,        
Basic_INIT_VIEW1D         , -3.2e-05        ,         , 6.1e-05         ,         , -0.00043        ,         , 0.0025          ,        
Basic_INIT_VIEW1D_OFFSET  , -2.7e-05        ,         , 1.1             ,OVER_TOL , 0.0034          ,         , 0.0067          ,        
Basic_MULADDSUB           , -0.0024         ,         , -0.0022         ,         , 0.17            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_NESTED_INIT         , -0.00091        ,         , -0.055          ,         , 0.0046          ,         , 0.049           ,        
Basic_PI_ATOMIC           , 0.00014         ,         , 1.5             ,OVER_TOL , -6.5e-05        ,         , 0.00056         ,        
Basic_REDUCE3_INT         , -8.3e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.21            ,OVER_TOL
Basic_TRAP_INT            , -0.00013        ,         , -0.00017        ,         , 0               ,         , -0.38           ,        
Lcals_DIFF_PREDICT        , 0.0005          ,         , -0.12           ,         , 0               ,         , 0.0068          ,        
Lcals_EOS                 , 0.0011          ,         , -0.00075        ,         , 0               ,         , -0.00046        ,        
Lcals_FIRST_DIFF          , 0.023           ,         , 0.026           ,         , 0               ,         , 0.00018         ,        
Lcals_FIRST_MIN           , 0.057           ,         , 0.27            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.016           ,         , 0.026           ,         , 0               ,         , 0.053           ,        
Lcals_GEN_LIN_RECUR       , 0.00029         ,         , 0.0002          ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.0001         ,         , 0.003           ,         , 0               ,         , -0.00046        ,        
Lcals_HYDRO_2D            , -0.004          ,         , -0.0035         ,         , 0               ,         , 0.034           ,        
Lcals_INT_PREDICT         , 0.00051         ,         , 0.00078         ,         , 0               ,         , -0.0016         ,        
Lcals_PLANCKIAN           , -0.0001         ,         , -9.8e-05        ,         , 0               ,         , -0.0039         ,        
Lcals_TRIDIAG_ELIM        , -0.00087        ,         , -0.00016        ,         , 0               ,         , 0.01            ,        
Stream_ADD                , 0.00016         ,         , -0.0013         ,         , 0.0018          ,         , 0.0018          ,        
Stream_COPY               , 0.0036          ,         , -0.19           ,         , 0.00029         ,         , -0.00049        ,        
Stream_DOT                , -7.2e-05        ,         , 0.015           ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.011           ,         , 0.013           ,         , 0.0021          ,         , -0.004          ,        
Stream_TRIAD              , 0.0013          ,         , 0.0025          ,         , -0.00024        ,         , -0.00064        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.011          ,         , -0.19           ,         , -0.0051         ,         , -0.44           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.17            ,         , inf             ,        
Col Avg                   , 0.0034          ,         , 0.33            ,         , 0.046           ,         , inf             ,        
Col Std Dev               , 0.00013         ,         , 2.1             ,         , 0.0057          ,         , nan             ,        
