Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.908843 ,    Not run , 2.036320 ,   Not run ,     Not run ,  0.022341 ,      0.070999 ,        Not run
Algorithm_SORTPAIRS       , 2.037060 ,    Not run , 2.174160 ,   Not run ,     Not run ,  0.023107 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.287411 ,   1.284901 , 1.281097 ,  0.006843 ,    0.006720 ,  0.006829 ,      0.059421 ,        Not run
Apps_ENERGY               , 1.349039 ,   1.348965 , 1.348443 ,  0.037804 ,     Not run ,  0.037825 ,      0.082377 ,        Not run
Apps_FIR                  , 1.539107 ,   1.539038 , 1.420024 ,  0.004156 ,     Not run ,  0.004339 ,      0.013157 ,        Not run
Apps_HALOEXCHANGE         , 0.034143 ,   0.037042 , 0.038225 ,  0.036110 ,     Not run ,  0.035931 ,      0.416074 ,        Not run
Apps_LTIMES               , 1.707539 ,   1.709536 , 1.816111 ,  0.015445 ,    0.019865 ,  0.020309 ,      0.023333 ,        Not run
Apps_LTIMES_NOVIEW        , 1.711139 ,   1.707124 , 1.813699 ,  0.015434 ,    0.019862 ,  0.020267 ,       Not run ,        Not run
Apps_PRESSURE             , 1.596251 ,   1.597871 , 1.596282 ,  0.046932 ,     Not run ,  0.047205 ,      0.119744 ,        Not run
Apps_VOL3D                , 1.635944 ,   1.635803 , 1.648177 ,  0.006668 ,     Not run ,  0.005418 ,      0.014413 ,        Not run
Basic_DAXPY               , 0.288592 ,   0.301159 , 0.307008 ,  0.016385 ,    0.016416 ,  0.016411 ,      0.040950 ,        Not run
Basic_IF_QUAD             , 1.888089 ,   1.877932 , 1.894608 ,  0.012169 ,    0.013988 ,  0.014229 ,      0.022293 ,        Not run
Basic_INIT3               , 0.579797 ,   0.579734 , 0.580118 ,  0.027090 ,    0.027109 ,  0.027063 ,      0.052745 ,        Not run
Basic_INIT_VIEW1D         , 1.851380 ,   1.850363 , 1.850460 ,  0.030467 ,    0.030454 ,  0.030520 ,      0.185950 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719551 ,   1.719492 , 3.612322 ,  0.029843 ,    0.029939 ,  0.030006 ,      0.183870 ,        Not run
Basic_MULADDSUB           , 0.424762 ,   0.423706 , 0.423719 ,  0.018963 ,    0.021763 ,  0.022112 ,      0.037088 ,        Not run
Basic_NESTED_INIT         , 0.967859 ,   1.022573 , 0.976463 ,  0.017705 ,    0.017777 ,  0.017783 ,      0.076330 ,        Not run
Basic_PI_ATOMIC           , 0.119412 ,   0.119417 , 0.301790 ,  0.107487 ,    0.107230 ,  0.105232 ,      0.124235 ,        Not run
Basic_REDUCE3_INT         , 0.019006 ,   0.019006 , 0.186482 ,  0.004890 ,     Not run ,  0.007579 ,      0.003830 ,        Not run
Basic_TRAP_INT            , 0.271726 ,   0.271705 , 0.271691 ,  0.002322 ,     Not run ,  0.001482 ,      0.003582 ,        Not run
Lcals_DIFF_PREDICT        , 0.811238 ,   0.811810 , 0.713595 ,  0.051581 ,     Not run ,  0.051342 ,      0.069755 ,        Not run
Lcals_EOS                 , 0.985470 ,   0.986823 , 0.985796 ,  0.021733 ,     Not run ,  0.021757 ,      0.046650 ,        Not run
Lcals_FIRST_DIFF          , 1.105713 ,   1.127837 , 1.136913 ,  0.047074 ,     Not run ,  0.047063 ,      0.147949 ,        Not run
Lcals_FIRST_MIN           , 0.075828 ,   0.082189 , 0.095617 ,  0.006261 ,     Not run ,  0.003447 ,      0.009641 ,        Not run
Lcals_FIRST_SUM           , 1.107742 ,   1.133297 , 1.136762 ,  0.047723 ,     Not run ,  0.049971 ,      0.154191 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.268940 ,   1.269078 , 1.269499 ,  0.051612 ,     Not run ,  0.046338 ,      0.097022 ,        Not run
Lcals_HYDRO_1D            , 0.862827 ,   0.861894 , 0.862593 ,  0.032661 ,     Not run ,  0.032643 ,      0.081749 ,        Not run
Lcals_HYDRO_2D            , 1.410613 ,   1.406956 , 1.418528 ,  0.021975 ,     Not run ,  0.024000 ,      0.038682 ,        Not run
Lcals_INT_PREDICT         , 1.184679 ,   1.185006 , 1.184888 ,  0.045218 ,     Not run ,  0.045114 ,      0.064456 ,        Not run
Lcals_PLANCKIAN           , 1.341736 ,   1.341699 , 1.341837 ,  0.002668 ,     Not run ,  0.002657 ,      0.005246 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.966221 ,   0.966158 , 0.966428 ,  0.043446 ,     Not run ,  0.043616 ,      0.093565 ,        Not run
Stream_ADD                , 0.705563 ,   0.704426 , 0.704548 ,  0.032542 ,    0.032569 ,  0.032573 ,      0.081785 ,        Not run
Stream_COPY               , 1.205418 ,   1.211122 , 0.969617 ,  0.042124 ,    0.042107 ,  0.042084 ,      0.133634 ,        Not run
Stream_DOT                , 3.292135 ,   3.291319 , 3.324760 ,  0.104230 ,     Not run ,  0.080776 ,      0.182669 ,        Not run
Stream_MUL                , 0.961377 ,   0.978726 , 0.981166 ,  0.042117 ,    0.042179 ,  0.042199 ,      0.133082 ,        Not run
Stream_TRIAD              , 0.659495 ,   0.659809 , 0.660127 ,  0.032544 ,    0.032538 ,  0.032521 ,      0.081857 ,        Not run
