Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.071673 ,   0.071692 , 0.180555 ,  0.380198 ,    0.379424 ,  0.390282 ,             Not run ,      1.951493 ,        Not run
Basic_DAXPY               , 0.260989 ,   0.260989 , 0.261324 ,  0.027215 ,    0.026703 ,  0.026942 ,             Not run ,      0.038002 ,        Not run
Basic_IF_QUAD             , 1.853223 ,   1.887125 , 1.892117 ,  0.010727 ,    0.011583 ,  0.011581 ,             Not run ,      0.016682 ,        Not run
Basic_INIT3               , 0.399160 ,   0.399170 , 0.398842 ,  0.024365 ,    0.024195 ,  0.024578 ,             Not run ,      0.046422 ,        Not run
Basic_INIT_VIEW1D         , 1.850137 ,   1.850064 , 1.850476 ,  0.030588 ,    0.030625 ,  0.029605 ,             Not run ,      0.073875 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719219 ,   1.719179 , 3.604798 ,  0.028467 ,    0.029277 ,  0.029285 ,             Not run ,      0.070393 ,        Not run
Basic_MULADDSUB           , 0.389676 ,   0.389634 , 0.389908 ,  0.017265 ,    0.017355 ,  0.017494 ,             Not run ,      0.032412 ,        Not run
Basic_NESTED_INIT         , 1.187013 ,   1.187061 , 1.190274 ,  0.011493 ,    0.011505 ,  0.011501 ,             Not run ,      0.035765 ,        Not run
Basic_REDUCE3_INT         , 0.038020 ,   0.038011 , 0.362982 ,  0.009863 ,     Not run ,  0.011513 ,             Not run ,      0.003353 ,        Not run
Basic_TRAP_INT            , 1.086827 ,   1.086761 , 1.086746 ,  0.057861 ,     Not run ,  0.036357 ,             Not run ,      0.048074 ,        Not run
