FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -2.3e-05        ,         , 1.5             ,OVER_TOL , -0.00035        ,         , 0.016           ,         , 0               ,        
Basic_DAXPY               , 0.0032          ,         , -0.0057         ,         , -0.012          ,         , 0.0055          ,         , 0               ,        
Basic_IF_QUAD             , 0.0061          ,         , 0.0065          ,         , 0.077           ,         , 0.077           ,         , 0               ,        
Basic_INIT3               , -0.00033        ,         , 0.0016          ,         , 0.00092         ,         , 0.0021          ,         , 0               ,        
Basic_INIT_VIEW1D         , 4.6e-05         ,         , 0.00062         ,         , 0.0014          ,         , 0.0036          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -2.8e-05        ,         , 1.1             ,OVER_TOL , 0.017           ,         , 0.038           ,         , 0               ,        
Basic_MULADDSUB           , -3.6e-05        ,         , 0.00084         ,         , 0.077           ,         , 0.084           ,         , 0               ,        
Basic_NESTED_INIT         , -7e-06          ,         , 0.0026          ,         , 0.0017          ,         , 0.00072         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00013        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.11            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -4.5e-05        ,         , -6.6e-05        ,         , 0               ,         , -0.4            ,         , 0               ,        
Stream_ADD                , -0.00076        ,         , -0.00043        ,         , 0.00035         ,         , 0.0012          ,         , 0               ,        
Stream_COPY               , 0.0054          ,         , -0.21           ,         , 7.5e-05         ,         , 0.00041         ,         , 0               ,        
Stream_DOT                , -0.00036        ,         , -0.00016        ,         , 0               ,         , -0.21           ,         , 0               ,        
Stream_MUL                , 0.0049          ,         , 0.0051          ,         , 0.0012          ,         , 0.0029          ,         , 0               ,        
Stream_TRIAD              , 0.0012          ,         , 0.0035          ,         , -0.00038        ,         , -0.00045        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00076        ,         , -0.21           ,         , -0.012          ,         , -0.4            ,         , 1.8e+308        ,        
Col Max                   , 0.0061          ,         , 8.6             ,         , 0.077           ,         , 0.11            ,         , -1.8e+308       ,        
Col Avg                   , 0.0013          ,         , 0.73            ,         , 0.014           ,         , -0.018          ,         , 0               ,        
Col Std Dev               , 5.2e-06         ,         , 4.6             ,         , 0.00084         ,         , 0.015           ,         , 0               ,        
