Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.282 ,    1.587 ,     0.017 ,       0.016 ,     0.015 ,             Not run ,         0.018 ,        Not run
Basic_DAXPY               ,    1.000 ,      2.273 ,    0.772 ,     0.025 ,       0.025 ,     0.025 ,             Not run ,         0.024 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      3.750 ,    0.991 ,     0.043 ,       0.045 ,     0.040 ,             Not run ,         0.043 ,        Not run
Basic_INIT3               ,    1.000 ,      3.956 ,    0.674 ,     0.034 ,       0.035 ,     0.034 ,             Not run ,         0.034 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      3.667 ,    2.180 ,     0.048 ,       0.047 ,     0.047 ,             Not run ,         0.046 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      3.358 ,    0.942 ,     0.033 ,       0.034 ,     0.034 ,             Not run ,         0.032 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      5.265 ,    5.609 ,     0.051 ,       0.053 ,     0.051 ,             Not run ,         0.053 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      4.529 ,    3.080 ,     0.046 ,       0.046 ,     0.045 ,             Not run ,         0.044 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      2.708 ,    2.708 ,     0.033 ,     Not run ,     0.033 ,             Not run ,         0.035 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.213 ,    1.156 ,     0.014 ,     Not run ,     0.014 ,             Not run ,         0.014 ,        Not run
