FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00021        ,         , -0.0014         ,         , -0.012          ,         , 0.0018          ,        
Apps_ENERGY               , -0.00057        ,         , 0.0016          ,         , 0               ,         , 0.0017          ,        
Apps_FIR                  , 3.5e-05         ,         , -0.078          ,         , 0               ,         , 0.053           ,        
Apps_HALOEXCHANGE         , -0.0067         ,         , 0.09            ,         , 0               ,         , -0.0095         ,        
Apps_LTIMES               , 0.002           ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00068         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00028         ,         , 0.00049         ,         , 0               ,         , 0.0094          ,        
Apps_VOL3D                , 0.0013          ,         , 0.0081          ,         , 0               ,         , -0.2            ,        
Basic_DAXPY               , 0.026           ,         , 0.03            ,         , 0.0013          ,         , 0.00085         ,        
Basic_IF_QUAD             , -0.0087         ,         , 0.0019          ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -9.9e-05        ,         , -0.00062        ,         , 0.00069         ,         , -0.0003         ,        
Basic_INIT_VIEW1D         , -4.4e-05        ,         , 4.7e-05         ,         , -0.0013         ,         , 0.0034          ,        
Basic_INIT_VIEW1D_OFFSET  , 3e-05           ,         , 1.1             ,OVER_TOL , 0.0037          ,         , -0.0024         ,        
Basic_MULADDSUB           , -0.0019         ,         , -0.002          ,         , 0.21            ,OVER_TOL , 0.23            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0083          ,         , 0.0023          ,         , 0.0055          ,        
Basic_PI_ATOMIC           , 0.00044         ,         , 1.5             ,OVER_TOL , -0.00029        ,         , 0.00014         ,        
Basic_REDUCE3_INT         , 7.6e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.68            ,OVER_TOL
Basic_TRAP_INT            , -0.00014        ,         , -0.0001         ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , 0.00017         ,         , -0.12           ,         , 0               ,         , 0.0054          ,        
Lcals_EOS                 , 0.00082         ,         , 0.00063         ,         , 0               ,         , 0.00091         ,        
Lcals_FIRST_DIFF          , 0.027           ,         , 0.03            ,         , 0               ,         , -0.00013        ,        
Lcals_FIRST_MIN           , -0.0015         ,         , 0.24            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.015           ,         , 0.017           ,         , 0               ,         , 0.049           ,        
Lcals_GEN_LIN_RECUR       , 0.00018         ,         , 0.00022         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.00096         ,         , 0               ,         , -0.0024         ,        
Lcals_HYDRO_2D            , -0.00046        ,         , 0.0075          ,         , 0               ,         , 0.086           ,        
Lcals_INT_PREDICT         , -0.00016        ,         , 0.0002          ,         , 0               ,         , -9.8e-05        ,        
Lcals_PLANCKIAN           , 0.00014         ,         , 9.5e-05         ,         , 0               ,         , -0.012          ,        
Lcals_TRIDIAG_ELIM        , -9.4e-06        ,         , -4.4e-06        ,         , 0               ,         , -0.00043        ,        
Stream_ADD                , 0.0011          ,         , 0.0014          ,         , 0.0012          ,         , 0.0027          ,        
Stream_COPY               , 0.0014          ,         , -0.29           ,         , 0.00011         ,         , 0.0006          ,        
Stream_DOT                , -0.00016        ,         , 0.0097          ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.012           ,         , 0.013           ,         , 0.0017          ,         , 0.003           ,        
Stream_TRIAD              , -0.00092        ,         , 0.0004          ,         , -0.0029         ,         , -0.00016        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0087         ,         , -0.29           ,         , -0.012          ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.68            ,        
Col Avg                   , 0.0037          ,         , 0.34            ,         , 0.064           ,         , 0.019           ,        
Col Std Dev               , 0.00014         ,         , 2.3             ,         , 0.012           ,         , 0.034           ,        
