FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -1.8e-05        ,         , 1.5             ,OVER_TOL , -0.00072        ,         , 0.027           ,         , 0               ,        
Basic_DAXPY               , -5.8e-05        ,         , 0.0033          ,         , -0.0057         ,         , 0.0033          ,         , 0               ,        
Basic_IF_QUAD             , 0.02            ,         , 0.019           ,         , 0.078           ,         , 0.076           ,         , 0               ,        
Basic_INIT3               , -0.00014        ,         , -0.0003         ,         , 0.0012          ,         , 0.00078         ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.00042         ,         , 0.00028         ,         , 0.00046         ,         , -0.0002         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.00044        ,         , 1.1             ,OVER_TOL , 0.032           ,         , 0.033           ,         , 0               ,        
Basic_MULADDSUB           , 3.8e-05         ,         , 0.00077         ,         , 0.072           ,         , 0.076           ,         , 0               ,        
Basic_NESTED_INIT         , -3.9e-05        ,         , 0.0027          ,         , 0.003           ,         , 0.0013          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00013        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.19            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -7.9e-06        ,         , 0.00075         ,         , 0               ,         , -0.4            ,         , 0               ,        
Stream_ADD                , 0.0049          ,         , 0.0063          ,         , 0.0031          ,         , 0.0015          ,         , 0               ,        
Stream_COPY               , 0.0035          ,         , -0.21           ,         , 0.00018         ,         , 0.00066         ,         , 0               ,        
Stream_DOT                , -0.00055        ,         , 0.0074          ,         , 0               ,         , -0.19           ,         , 0               ,        
Stream_MUL                , 0.014           ,         , 0.016           ,         , 0.0022          ,         , 0.0026          ,         , 0               ,        
Stream_TRIAD              , 0.0014          ,         , 0.0019          ,         , -0.00083        ,         , -0.00039        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00055        ,         , -0.21           ,         , -0.0057         ,         , -0.4            ,         , 1.8e+308        ,        
Col Max                   , 0.02            ,         , 8.5             ,         , 0.078           ,         , 0.19            ,         , -1.8e+308       ,        
Col Avg                   , 0.0029          ,         , 0.73            ,         , 0.015           ,         , -0.012          ,         , 0               ,        
Col Std Dev               , 3.5e-05         ,         , 4.6             ,         , 0.00079         ,         , 0.016           ,         , 0               ,        
