Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.079 ,    0.701 ,     0.011 ,       0.012 ,     0.013 ,             Not run ,         0.013 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.689 ,    0.314 ,     0.014 ,       0.015 ,     0.015 ,             Not run ,         0.015 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      3.687 ,    1.108 ,     0.046 ,       0.047 ,     0.044 ,             Not run ,         0.045 ,        Not run
Basic_INIT3               ,    1.000 ,      3.348 ,    1.133 ,     0.042 ,       0.043 ,     0.041 ,             Not run ,         0.041 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      3.629 ,    0.987 ,     0.043 ,       0.044 ,     0.044 ,             Not run ,         0.043 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.059 ,    0.286 ,     0.013 ,       0.014 ,     0.014 ,             Not run ,         0.013 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      4.200 ,    5.143 ,     0.050 ,       0.051 ,     0.048 ,             Not run ,         0.051 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      4.222 ,    4.433 ,     0.050 ,       0.052 ,     0.052 ,             Not run ,         0.053 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      2.613 ,    3.951 ,     0.030 ,     Not run ,     0.030 ,             Not run ,         0.032 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.347 ,    1.015 ,     0.013 ,     Not run ,     0.012 ,             Not run ,         0.013 ,        Not run
