Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.908472 ,    Not run , 2.022167 ,   Not run ,     Not run ,  0.021183 ,      0.085865 ,        Not run
Algorithm_SORTPAIRS       , 2.047441 ,    Not run , 2.170784 ,   Not run ,     Not run ,  0.023219 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.282443 ,   1.283704 , 1.278265 ,  0.006872 ,    0.006837 ,  0.006883 ,      0.066580 ,        Not run
Apps_ENERGY               , 1.348426 ,   1.348182 , 1.348773 ,  0.037714 ,     Not run ,  0.037799 ,      0.126901 ,        Not run
Apps_FIR                  , 1.557844 ,   1.540569 , 1.422927 ,  0.004158 ,     Not run ,  0.004351 ,      0.022730 ,        Not run
Apps_HALOEXCHANGE         , 0.033593 ,   0.033979 , 0.039811 ,  0.040092 ,     Not run ,  0.039578 ,      1.101963 ,        Not run
Apps_LTIMES               , 1.708385 ,   1.707502 , 1.826941 ,  0.013574 ,    0.015947 ,  0.016411 ,      0.026205 ,        Not run
Apps_LTIMES_NOVIEW        , 1.710097 ,   1.709439 , 1.804158 ,  0.013593 ,    0.015952 ,  0.016387 ,       Not run ,        Not run
Apps_PRESSURE             , 1.597533 ,   1.597517 , 1.597952 ,  0.047032 ,     Not run ,  0.047364 ,      0.204183 ,        Not run
Apps_VOL3D                , 1.635605 ,   1.635880 , 1.648788 ,  0.006791 ,     Not run ,  0.005419 ,      0.018575 ,        Not run
Basic_DAXPY               , 0.288280 ,   0.293065 , 0.295865 ,  0.016347 ,    0.016367 ,  0.016369 ,      0.070138 ,        Not run
Basic_IF_QUAD             , 1.889198 ,   1.877163 , 1.896619 ,  0.012168 ,    0.014142 ,  0.014209 ,      0.032273 ,        Not run
Basic_INIT3               , 0.579871 ,   0.579815 , 0.579940 ,  0.027205 ,    0.027169 ,  0.027187 ,      0.080747 ,        Not run
Basic_INIT_VIEW1D         , 1.850245 ,   1.850186 , 1.850357 ,  0.030030 ,    0.030017 ,  0.030105 ,      0.348914 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719419 ,   1.719372 , 3.610526 ,  0.029986 ,    0.030087 ,  0.030187 ,      0.349263 ,        Not run
Basic_MULADDSUB           , 0.423246 ,   0.422239 , 0.422322 ,  0.019025 ,    0.022286 ,  0.022260 ,      0.056818 ,        Not run
Basic_NESTED_INIT         , 1.023473 ,   1.022546 , 0.967553 ,  0.011690 ,    0.011743 ,  0.012257 ,      0.139695 ,        Not run
Basic_PI_ATOMIC           , 0.119415 ,   0.119432 , 0.300889 ,  0.105169 ,    0.105163 ,  0.105228 ,      0.160553 ,        Not run
Basic_REDUCE3_INT         , 0.019014 ,   0.019013 , 0.186370 ,  0.002131 ,     Not run ,  0.002584 ,      0.010345 ,        Not run
Basic_TRAP_INT            , 0.271739 ,   0.271702 , 0.271691 ,  0.002384 ,     Not run ,  0.001488 ,      0.010130 ,        Not run
Lcals_DIFF_PREDICT        , 0.810558 ,   0.810960 , 0.710582 ,  0.053920 ,     Not run ,  0.054286 ,      0.085064 ,        Not run
Lcals_EOS                 , 0.985182 ,   0.986239 , 0.984445 ,  0.021814 ,     Not run ,  0.021805 ,      0.075070 ,        Not run
Lcals_FIRST_DIFF          , 1.104382 ,   1.129492 , 1.133384 ,  0.047379 ,     Not run ,  0.047387 ,      0.280772 ,        Not run
Lcals_FIRST_MIN           , 0.075877 ,   0.080176 , 0.096081 ,  0.006496 ,     Not run ,  0.003609 ,      0.022775 ,        Not run
Lcals_FIRST_SUM           , 1.104140 ,   1.122134 , 1.133235 ,  0.047166 ,     Not run ,  0.049669 ,      0.281147 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.268316 ,   1.268678 , 1.268569 ,  0.051483 ,     Not run ,  0.046213 ,      0.151367 ,        Not run
Lcals_HYDRO_1D            , 0.863412 ,   0.863322 , 0.866004 ,  0.032766 ,     Not run ,  0.032751 ,      0.141269 ,        Not run
Lcals_HYDRO_2D            , 1.413595 ,   1.408002 , 1.408629 ,  0.021893 ,     Not run ,  0.022635 ,      0.054869 ,        Not run
Lcals_INT_PREDICT         , 1.184299 ,   1.184906 , 1.185223 ,  0.045131 ,     Not run ,  0.045061 ,      0.087298 ,        Not run
Lcals_PLANCKIAN           , 1.343966 ,   1.343831 , 1.343835 ,  0.002659 ,     Not run ,  0.002648 ,      0.008064 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.966501 ,   0.965662 , 0.966342 ,  0.043423 ,     Not run ,  0.043866 ,      0.149709 ,        Not run
Stream_ADD                , 0.701166 ,   0.701278 , 0.700245 ,  0.032584 ,    0.032642 ,  0.032644 ,      0.140970 ,        Not run
Stream_COPY               , 1.208323 ,   1.212651 , 0.975954 ,  0.042166 ,    0.042178 ,  0.042145 ,      0.252384 ,        Not run
Stream_DOT                , 3.292147 ,   3.291909 , 3.341291 ,  0.105285 ,     Not run ,  0.083113 ,      0.442805 ,        Not run
Stream_MUL                , 0.960686 ,   0.971705 , 0.972952 ,  0.042401 ,    0.042491 ,  0.042233 ,      0.251682 ,        Not run
Stream_TRIAD              , 0.659240 ,   0.660115 , 0.660897 ,  0.032564 ,    0.032556 ,  0.032543 ,      0.141238 ,        Not run
