FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 1.1e-05         ,         , -0.0019         ,         , 3e-05           ,         , -0.0012         ,        
Apps_ENERGY               , -0.00027        ,         , -0.0037         ,         , 0               ,         , -0.0023         ,        
Apps_FIR                  , 0.44            ,OVER_TOL , 0.43            ,OVER_TOL , 0               ,         , 0.045           ,        
Apps_HALOEXCHANGE         , 0.034           ,         , 0.056           ,         , 0               ,         , 0.0078          ,        
Apps_LTIMES               , -0.054          ,         , 0.0036          ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00036         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 4.5e-05         ,         , 8.8e-05         ,         , 0               ,         , 0.00058         ,        
Apps_VOL3D                , 0.00034         ,         , 0.0098          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.061           ,         , 0.072           ,         , 0.0018          ,         , 0.0021          ,        
Basic_IF_QUAD             , -0.0076         ,         , -0.00081        ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -0.00033        ,         , 2.6e-05         ,         , 0.017           ,         , 0.001           ,        
Basic_INIT_VIEW1D         , -0.00064        ,         , -0.00049        ,         , 8.2e-05         ,         , 0.0047          ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00012         ,         , 1.1             ,OVER_TOL , 0.0042          ,         , 0.008           ,        
Basic_MULADDSUB           , -0.0019         ,         , -0.0019         ,         , 0.21            ,OVER_TOL , 0.22            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0074          ,         , 0.0052          ,         , 0.0064          ,        
Basic_PI_ATOMIC           , -0.0002         ,         , 1.5             ,OVER_TOL , -0.00016        ,         , 0.00042         ,        
Basic_REDUCE3_INT         , -3e-05          ,         , 8.8             ,OVER_TOL , 0               ,         , 0.77            ,OVER_TOL
Basic_TRAP_INT            , -0.00023        ,         , -0.00014        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.0025         ,         , -0.12           ,         , 0               ,         , 0.0063          ,        
Lcals_EOS                 , 0.0014          ,         , 0.0014          ,         , 0               ,         , 0.0009          ,        
Lcals_FIRST_DIFF          , 0.031           ,         , 0.035           ,         , 0               ,         , 0.0013          ,        
Lcals_FIRST_MIN           , 0.04            ,         , 0.24            ,OVER_TOL , 0               ,         , -0.42           ,        
Lcals_FIRST_SUM           , 0.025           ,         , 0.028           ,         , 0               ,         , 0.047           ,        
Lcals_GEN_LIN_RECUR       , 0.00016         ,         , 0.00014         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00099         ,         , 0.0011          ,         , 0               ,         , -0.0012         ,        
Lcals_HYDRO_2D            , -0.001          ,         , 0.0078          ,         , 0               ,         , 0.076           ,        
Lcals_INT_PREDICT         , -8.7e-05        ,         , -0.00076        ,         , 0               ,         , -0.00078        ,        
Lcals_PLANCKIAN           , -0.0002         ,         , -0.00034        ,         , 0               ,         , 0.0024          ,        
Lcals_TRIDIAG_ELIM        , 0.00082         ,         , -0.00038        ,         , 0               ,         , 0.0082          ,        
Stream_ADD                , 0.00076         ,         , 0.0049          ,         , -0.00035        ,         , 0.0016          ,        
Stream_COPY               , 0.00067         ,         , -0.29           ,         , 0.00012         ,         , 0.00098         ,        
Stream_DOT                , -0.00081        ,         , 0.0075          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.024           ,         , 0.027           ,         , 0.0022          ,         , 0.0036          ,        
Stream_TRIAD              , 0.00087         ,         , 0.00089         ,         , -0.00078        ,         , 0.00021         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.054          ,         , -0.29           ,         , -0.00078        ,         , -0.42           ,        
Col Max                   , 0.44            ,         , 8.8             ,         , 0.29            ,         , 0.77            ,        
Col Avg                   , 0.019           ,         , 0.35            ,         , 0.066           ,         , 0.023           ,        
Col Std Dev               , 0.0057          ,         , 2.3             ,         , 0.012           ,         , 0.037           ,        
