FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00011        ,         , -0.0013         ,         , -0.017          ,         , -0.0018         ,        
Apps_ENERGY               , 0.00013         ,         , -0.00022        ,         , 0               ,         , -0.0032         ,        
Apps_FIR                  , -4.3e-05        ,         , -0.077          ,         , 0               ,         , 0.038           ,        
Apps_HALOEXCHANGE         , -0.13           ,         , -0.039          ,         , 0               ,         , -0.016          ,        
Apps_LTIMES               , 0.0014          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00078         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 5.8e-05         ,         , 2.3e-05         ,         , 0               ,         , 0.0078          ,        
Apps_VOL3D                , 0.0002          ,         , 0.0081          ,         , 0               ,         , -0.13           ,        
Basic_DAXPY               , 0.031           ,         , 0.042           ,         , 0.00035         ,         , 0.00098         ,        
Basic_IF_QUAD             , -0.0051         ,         , 0.0051          ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -6.3e-05        ,         , 2.6e-05         ,         , -0.00017        ,         , -0.001          ,        
Basic_INIT_VIEW1D         , 9.9e-07         ,         , 7.3e-05         ,         , -0.00016        ,         , 0.0042          ,        
Basic_INIT_VIEW1D_OFFSET  , -2e-06          ,         , 1.1             ,OVER_TOL , 0.0032          ,         , 0.0072          ,        
Basic_MULADDSUB           , -0.0012         ,         , -0.0014         ,         , 0.24            ,OVER_TOL , 0.24            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0075          ,         , 0.0016          ,         , 0.0065          ,        
Basic_PI_ATOMIC           , -0.00025        ,         , 1.5             ,OVER_TOL , -0.00025        ,         , 0.00027         ,        
Basic_REDUCE3_INT         , 0.00028         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.65            ,OVER_TOL
Basic_TRAP_INT            , -0.00017        ,         , -8e-05          ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.0029          ,         , -0.12           ,         , 0               ,         , 0.003           ,        
Lcals_EOS                 , 0.0012          ,         , 0.0011          ,         , 0               ,         , 0.0034          ,        
Lcals_FIRST_DIFF          , 0.011           ,         , 0.013           ,         , 0               ,         , -0.00011        ,        
Lcals_FIRST_MIN           , -0.039          ,         , 0.22            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0053          ,         , 0.0076          ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , -5.3e-06        ,         , 0.00015         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0008          ,         , 0.0011          ,         , 0               ,         , -0.0028         ,        
Lcals_HYDRO_2D            , -0.00028        ,         , 0.0075          ,         , 0               ,         , 0.089           ,        
Lcals_INT_PREDICT         , 0.0022          ,         , 0.00042         ,         , 0               ,         , 0.0022          ,        
Lcals_PLANCKIAN           , -0.00057        ,         , -7.9e-05        ,         , 0               ,         , -0.0085         ,        
Lcals_TRIDIAG_ELIM        , -0.00011        ,         , 0.00012         ,         , 0               ,         , 0.003           ,        
Stream_ADD                , 1.6e-06         ,         , -0.00012        ,         , -0.00053        ,         , 0.002           ,        
Stream_COPY               , 0.0008          ,         , -0.29           ,         , 3.6e-05         ,         , 0.00014         ,        
Stream_DOT                , -0.00036        ,         , 0.0096          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.012           ,         , 0.014           ,         , 0.0019          ,         , 0.0015          ,        
Stream_TRIAD              , 0.0041          ,         , 0.0019          ,         , 8.5e-05         ,         , 0.00015         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.13           ,         , -0.29           ,         , -0.017          ,         , -0.43           ,        
Col Max                   , 0.055           ,         , 8.8             ,         , 0.29            ,         , 0.65            ,        
Col Avg                   , -0.0015         ,         , 0.33            ,         , 0.067           ,         , 0.02            ,        
Col Std Dev               , 0.0007          ,         , 2.3             ,         , 0.013           ,         , 0.032           ,        
