FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.051           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.073           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0018         ,         , -0.0047         ,         , 0.0039          ,         , -0.0008         ,        
Apps_ENERGY               , 0.00072         ,         , 0.00045         ,         , 0               ,         , 0.0019          ,        
Apps_FIR                  , 0.012           ,         , -0.078          ,         , 0               ,         , 0.051           ,        
Apps_HALOEXCHANGE         , 0.012           ,         , 0.077           ,         , 0               ,         , -0.0059         ,        
Apps_LTIMES               , -0.00057        ,         , 0.068           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0012         ,         , 0.055           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_PRESSURE             , 0.00036         ,         , 0.0011          ,         , 0               ,         , 0.002           ,        
Apps_VOL3D                , -0.00016        ,         , 0.0076          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , 0.019           ,         , 0.024           ,         , 0.00059         ,         , 0.0012          ,        
Basic_IF_QUAD             , 0.018           ,         , 0.01            ,         , 0.19            ,OVER_TOL , 0.15            ,OVER_TOL
Basic_INIT3               , 0.00048         ,         , 0.00025         ,         , -0.004          ,         , -0.00094        ,        
Basic_INIT_VIEW1D         , -5e-05          ,         , 4.7e-05         ,         , 0.00026         ,         , 0.0022          ,        
Basic_INIT_VIEW1D_OFFSET  , 1.6e-05         ,         , 1.1             ,OVER_TOL , 0.004           ,         , 0.0039          ,        
Basic_MULADDSUB           , -0.0018         ,         , -0.0019         ,         , 0.17            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_NESTED_INIT         , -0.00021        ,         , -0.053          ,         , 0.0052          ,         , 0.069           ,        
Basic_PI_ATOMIC           , -9.7e-05        ,         , 1.5             ,OVER_TOL , -0.00068        ,         , -0.019          ,        
Basic_REDUCE3_INT         , 5.5e-05         ,         , 8.5             ,OVER_TOL , 0               ,         , 0.23            ,OVER_TOL
Basic_TRAP_INT            , -0.00029        ,         , -0.00035        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.00027        ,         , -0.12           ,         , 0               ,         , 0.0054          ,        
Lcals_EOS                 , 0.0013          ,         , 0.0012          ,         , 0               ,         , 0.00093         ,        
Lcals_FIRST_DIFF          , 0.0084          ,         , 0.011           ,         , 0               ,         , -0.0018         ,        
Lcals_FIRST_MIN           , -0.00055        ,         , 0.26            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.006           ,         , 0.0088          ,         , 0               ,         , 0.05            ,        
Lcals_GEN_LIN_RECUR       , 0.0013          ,         , -8.1e-05        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.0007         ,         , -0.00059        ,         , 0               ,         , 5.4e-05         ,        
Lcals_HYDRO_2D            , -0.00018        ,         , 0.0004          ,         , 0               ,         , 0.036           ,        
Lcals_INT_PREDICT         , -0.00057        ,         , -0.011          ,         , 0               ,         , -0.0013         ,        
Lcals_PLANCKIAN           , 0.00054         ,         , 0.00019         ,         , 0               ,         , -0.003          ,        
Lcals_TRIDIAG_ELIM        , 1.7e-05         ,         , -1.3e-05        ,         , 0               ,         , 0.0073          ,        
Stream_ADD                , 0.0028          ,         , 0.016           ,         , 0.0018          ,         , 0.0016          ,        
Stream_COPY               , 0.0035          ,         , -0.2            ,         , 0.00061         ,         , -0.00038        ,        
Stream_DOT                , -0.00049        ,         , 0.013           ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.013           ,         , 0.013           ,         , 0.0022          ,         , 0.0017          ,        
Stream_TRIAD              , 0.0022          ,         , 0.0037          ,         , 0.001           ,         , 0.00019         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0018         ,         , -0.2            ,         , -0.004          ,         , -0.44           ,        
Col Max                   , 0.019           ,         , 8.5             ,         , 0.19            ,         , inf             ,        
Col Avg                   , 0.0027          ,         , 0.32            ,         , 0.048           ,         , inf             ,        
Col Std Dev               , 3.1e-05         ,         , 2               ,         , 0.006           ,         , nan             ,        
